"X","Longitude","Latitude"
1,-79.93333333,32.58888889
2,-79.93333333,32.58888889
3,-78.88041667,32.42433333
4,-79.02633333,29.87344444
5,-79.93333333,32.58888889
6,-78.88041667,32.42433333
7,-78.42102778,33.45358333
8,-78.42102778,33.45358333
9,-78.23369444,32.71441667
10,-78.23369444,32.71441667
11,-78.23369444,32.71441667
12,-78.26602778,32.67425
13,-78.26602778,32.67425
14,-77.80955,31.90533333
15,-77.80955,31.90533333
16,-78.20663889,32.62791667
17,-78.4345,33.67008333
18,-77.71667,28.41667
19,-77.71667,28.41667
20,-77.71667,28.4
21,-77.11944444,29.39175
22,-80.47088983,32.73738
23,-80.47124983,32.73751983
24,-80.49097,32.74972222
25,-77.282325,28.66268611
26,-79.47069444,30.17133333
27,-79.65363889,31.95722222
28,-79.96475,32.49680556
29,-78.77,32.18083333
30,-79.71875,31.29144444
31,-79.97661667,32.20278333
32,-80.06241667,32.20758333
33,-79.96475,32.49680556
34,-78.88041667,32.42433333
35,-78.88041667,32.42433333
36,-78.644,32.63483333
37,-79.46316667,32.744
38,-79.76861111,32.97402778
39,-78.14,32.433
40,-78.14,32.433
41,-78.08169444,32.31338889
42,-78.08169444,32.31338889
43,-77.80955,31.90533333
44,-77.27980556,29.07836111
45,-78.20663889,32.62791667
46,-77.11944444,29.39175
47,-79.25019444,29.69813889
48,-79.05477778,29.75244444
49,-77.27961111,28.66111111
50,-77.2807715,28.66153911
51,-77.27921981,28.66300231
52,-77.28324581,28.66141061
53,-77.28255469,28.65998969
54,-79.47069444,30.17133333
55,-79.47069444,30.17133333
56,-79.46058333,30.17388889
57,-79.46058333,30.17388889
58,-79.65363889,31.95722222
59,-79.96475,32.49680556
60,-79.96475,32.49680556
61,-79.93333333,32.58888889
62,-79.93333333,32.58888889
63,-79.93333333,32.58888889
64,-78.77,32.18083333
65,-78.77,32.18083333
66,-78.77,32.18083333
67,-78.77,32.18083333
68,-78.77,32.18083333
69,-78.77,32.18083333
70,-78.83177778,32.47855556
71,-78.83177778,32.47855556
72,-78.83177778,32.47855556
73,-78.83177778,32.47855556
74,-78.83177778,32.47855556
75,-78.83177778,32.47855556
76,-78.83177778,32.47855556
77,-78.83177778,32.47855556
78,-78.83177778,32.47855556
79,-78.83177778,32.47855556
80,-78.83177778,32.47855556
81,-78.83177778,32.47855556
82,-78.88041667,32.42433333
83,-78.88041667,32.42433333
84,-78.83177778,32.47855556
85,-78.81205556,29.43530556
86,-78.81205556,29.43530556
87,-78.81205556,29.43530556
88,-79.02633333,29.87344444
89,-79.02633333,29.87344444
90,-79.02633333,29.87344444
91,-79.02633333,29.87344444
92,-79.02633333,29.87344444
93,-79.02633333,29.87344444
94,-79.02633333,29.87344444
95,-79.71875,31.29144444
96,-79.71875,31.29144444
97,-79.97661667,32.20278333
98,-79.97661667,32.20278333
99,-79.97661667,32.20278333
100,-79.97661667,32.20278333
101,-79.97661667,32.20278333
102,-80.06241667,32.20758333
103,-80.06241667,32.20758333
104,-80.06241667,32.20758333
105,-80.06241667,32.20758333
106,-79.96475,32.49680556
107,-79.96475,32.49680556
108,-79.96475,32.49680556
109,-79.96475,32.49680556
110,-79.96475,32.49680556
111,-79.96475,32.49680556
112,-79.96475,32.49680556
113,-79.93333333,32.58888889
114,-79.93333333,32.58888889
115,-79.93333333,32.58888889
116,-78.88041667,32.42433333
117,-78.88041667,32.42433333
118,-78.88041667,32.42433333
119,-78.88041667,32.42433333
120,-78.88041667,32.42433333
121,-78.88041667,32.42433333
122,-79.46316667,32.744
123,-79.76861111,32.97402778
124,-78.42102778,33.45358333
125,-78.42102778,33.45358333
126,-78.42102778,33.45358333
127,-78.42102778,33.45358333
128,-78.42102778,33.45358333
129,-78.42102778,33.45358333
130,-78.42102778,33.45358333
131,-78.42102778,33.45358333
132,-78.42102778,33.45358333
133,-78.4345,33.67008333
134,-78.4345,33.67008333
135,-78.4345,33.67008333
136,-78.4345,33.67008333
137,-78.4345,33.67008333
138,-78.4345,33.67008333
139,-78.4345,33.67008333
140,-78.23369444,32.71441667
141,-78.23369444,32.71441667
142,-78.23369444,32.71441667
143,-78.23369444,32.71441667
144,-78.23369444,32.71441667
145,-78.23369444,32.71441667
146,-78.23369444,32.71441667
147,-78.23369444,32.71441667
148,-78.23369444,32.71441667
149,-78.23369444,32.71441667
150,-78.23369444,32.71441667
151,-78.26602778,32.67425
152,-78.26602778,32.67425
153,-78.26602778,32.67425
154,-78.26602778,32.67425
155,-78.26602778,32.67425
156,-78.26602778,32.67425
157,-78.26602778,32.67425
158,-78.26602778,32.67425
159,-78.26602778,32.67425
160,-78.26602778,32.67425
161,-78.26602778,32.67425
162,-78.26602778,32.67425
163,-78.26602778,32.67425
164,-78.26602778,32.67425
165,-78.26602778,32.67425
166,-78.14,32.433
167,-78.14,32.433
168,-78.14,32.433
169,-78.14,32.433
170,-78.14,32.433
171,-78.14,32.433
172,-78.14,32.433
173,-78.14,32.433
174,-78.14,32.433
175,-78.14,32.433
176,-78.14,32.433
177,-78.14,32.433
178,-78.14,32.433
179,-78.14,32.433
180,-78.08169444,32.31338889
181,-78.08169444,32.31338889
182,-78.08169444,32.31338889
183,-78.08169444,32.31338889
184,-78.08169444,32.31338889
185,-78.08169444,32.31338889
186,-78.08169444,32.31338889
187,-78.08169444,32.31338889
188,-78.08169444,32.31338889
189,-78.08169444,32.31338889
190,-78.08169444,32.31338889
191,-78.08169444,32.31338889
192,-78.08169444,32.31338889
193,-77.80955,31.90533333
194,-77.80955,31.90533333
195,-77.80955,31.90533333
196,-77.80955,31.90533333
197,-77.80955,31.90533333
198,-77.80955,31.90533333
199,-77.80955,31.90533333
200,-77.27980556,29.07836111
201,-77.27980556,29.07836111
202,-77.27980556,29.07836111
203,-77.27980556,29.07836111
204,-77.27616667,29.08155556
205,-77.27616667,29.08155556
206,-77.27616667,29.08155556
207,-78.20663889,32.62791667
208,-78.20663889,32.62791667
209,-78.20663889,32.62791667
210,-78.20663889,32.62791667
211,-78.20663889,32.62791667
212,-78.20663889,32.62791667
213,-78.4345,33.67008333
214,-78.4345,33.67008333
215,-78.4345,33.67008333
216,-78.4345,33.67008333
217,-78.4345,33.67008333
239,-77.11944444,29.39175
240,-77.11944444,29.39175
241,-77.11944444,29.39175
242,-77.11944444,29.39175
243,-77.11944444,29.39175
244,-77.11944444,29.39175
245,-77.11944444,29.39175
246,-77.11944444,29.39175
247,-77.11944444,29.39175
248,-77.11944444,29.39175
249,-77.11944444,29.39175
250,-77.11944444,29.39175
251,-77.11944444,29.39175
252,-79.25019444,29.69813889
253,-79.25019444,29.69813889
254,-79.25019444,29.69813889
255,-79.25019444,29.69813889
256,-79.25019444,29.69813889
257,-79.25019444,29.69813889
258,-79.25019444,29.69813889
259,-79.25019444,29.69813889
260,-79.25019444,29.69813889
261,-79.25019444,29.69813889
262,-79.25019444,29.69813889
263,-79.25019444,29.69813889
264,-79.25019444,29.69813889
265,-79.25019444,29.69813889
266,-79.05477778,29.75244444
267,-79.05477778,29.75244444
268,-79.05477778,29.75244444
269,-80.47088983,32.73738
270,-80.47088983,32.73738
271,-80.47088983,32.73738
272,-80.47088983,32.73738
273,-80.47088983,32.73738
274,-80.47088983,32.73738
275,-80.47088983,32.73738
276,-80.47124983,32.73751983
277,-80.47124983,32.73751983
278,-80.47124983,32.73751983
279,-80.47124983,32.73751983
280,-80.47124983,32.73751983
281,-80.47124983,32.73751983
282,-80.47124983,32.73751983
283,-80.47124983,32.73751983
284,-80.49097,32.74972222
285,-80.49097,32.74972222
286,-80.49097,32.74972222
287,-80.49097,32.74972222
288,-80.49097,32.74972222
289,-80.49097,32.74972222
290,-80.49097,32.74972222
291,-80.49097,32.74972222
292,-77.28160231,28.65975111
293,-78.27859619,32.89267869
294,-78.27859619,32.89267869
295,-78.27859619,32.89267869
296,-78.27859619,32.89267869
297,-78.27859619,32.89267869
298,-78.27859619,32.89267869
299,-78.27859619,32.89267869
300,-78.27859619,32.89267869
301,-78.27859619,32.89267869
302,-78.27859619,32.89267869
303,-78.27859619,32.89267869
304,-78.27859619,32.89267869
305,-77.28137561,28.661802
