Sample.Name,Pop,Cluster,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
ZFFDSP46,ZFFDSP,,0.002,0.002,0.004,0.003,0.003,0.01,0.004,0.006,0.005,0.007,0.004,0.004,0.007,0.005,0.004,0.003,0.006,0.003,0.003,0.003,0.006,0.01,0.889,0.003,
ZFFDSP47,ZFFDSP,,0.003,0.003,0.009,0.004,0.003,0.022,0.006,0.029,0.063,0.015,0.004,0.012,0.057,0.031,0.012,0.003,0.025,0.004,0.003,0.003,0.338,0.099,0.245,0.003,
ZFFDSP48,ZFFDSP,,0.002,0.002,0.007,0.003,0.003,0.016,0.004,0.014,0.01,0.007,0.003,0.009,0.011,0.024,0.005,0.003,0.011,0.003,0.003,0.003,0.044,0.035,0.77,0.003,
ZFI01,ZFI,,0.009,0.042,0.003,0.01,0.007,0.003,0.008,0.003,0.007,0.004,0.004,0.005,0.005,0.003,0.004,0.012,0.005,0.816,0.009,0.008,0.003,0.004,0.003,0.008,
ZFI02,ZFI,,0.003,0.013,0.004,0.01,0.004,0.003,0.005,0.005,0.004,0.005,0.003,0.005,0.004,0.003,0.004,0.004,0.004,0.866,0.009,0.004,0.004,0.004,0.004,0.022,
ZFI03,ZFI,,0.003,0.006,0.003,0.012,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.002,0.004,0.003,0.904,0.005,0.004,0.003,0.003,0.002,0.006,
ZFI04,ZFI,,0.004,0.051,0.003,0.382,0.006,0.005,0.006,0.004,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.005,0.003,0.471,0.005,0.006,0.004,0.004,0.003,0.01,
ZFI05,ZFI,,0.003,0.004,0.004,0.004,0.004,0.003,0.003,0.004,0.003,0.004,0.003,0.006,0.004,0.003,0.003,0.003,0.003,0.905,0.004,0.006,0.005,0.004,0.004,0.007,
ZFI06,ZFI,,0.003,0.01,0.004,0.007,0.01,0.008,0.005,0.013,0.009,0.005,0.004,0.021,0.005,0.011,0.003,0.003,0.01,0.793,0.007,0.014,0.018,0.014,0.014,0.005,
ZFI07,ZFI,,0.004,0.009,0.003,0.066,0.004,0.004,0.004,0.003,0.003,0.004,0.005,0.004,0.003,0.003,0.002,0.004,0.003,0.824,0.005,0.007,0.003,0.003,0.003,0.021,
ZFI08,ZFI,,0.004,0.016,0.003,0.037,0.006,0.003,0.007,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.005,0.003,0.821,0.018,0.007,0.003,0.003,0.003,0.033,
ZFI09,ZFI,,0.003,0.007,0.003,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.914,0.005,0.006,0.003,0.003,0.002,0.005,
ZFI10,ZFI,,0.005,0.019,0.004,0.02,0.005,0.004,0.005,0.005,0.005,0.006,0.003,0.018,0.005,0.003,0.003,0.003,0.004,0.833,0.005,0.006,0.007,0.005,0.004,0.019,
ZFI11,ZFI,,0.004,0.04,0.002,0.019,0.004,0.003,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.002,0.003,0.003,0.859,0.005,0.006,0.003,0.003,0.002,0.01,
ZFI12,ZFI,,0.002,0.005,0.003,0.033,0.004,0.004,0.005,0.003,0.003,0.004,0.004,0.006,0.004,0.003,0.002,0.005,0.003,0.877,0.004,0.004,0.004,0.003,0.003,0.005,
ZFI13,ZFI,,0.01,0.01,0.003,0.007,0.005,0.003,0.006,0.003,0.006,0.003,0.004,0.004,0.005,0.003,0.003,0.007,0.005,0.855,0.007,0.012,0.004,0.004,0.003,0.011,
ZFI14,ZFI,,0.008,0.004,0.007,0.006,0.003,0.005,0.003,0.016,0.013,0.013,0.004,0.004,0.01,0.007,0.003,0.004,0.012,0.818,0.005,0.005,0.009,0.01,0.011,0.017,
ZFI15,ZFI,,0.003,0.005,0.003,0.005,0.003,0.003,0.003,0.004,0.003,0.004,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.908,0.005,0.005,0.003,0.003,0.004,0.011,
ZFI16,ZFI,,0.002,0.003,0.002,0.007,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.925,0.004,0.004,0.002,0.003,0.003,0.005,
ZFI17,ZFI,,0.006,0.012,0.003,0.016,0.006,0.003,0.004,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.002,0.003,0.003,0.883,0.004,0.008,0.003,0.003,0.003,0.013,
ZFI18,ZFI,,0.007,0.011,0.002,0.007,0.005,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.899,0.004,0.009,0.003,0.003,0.002,0.013,
ZFI19,ZFI,,0.003,0.008,0.002,0.008,0.003,0.003,0.005,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.845,0.007,0.006,0.003,0.003,0.002,0.067,
ZFI20,ZFI,,0.008,0.004,0.004,0.006,0.004,0.006,0.004,0.008,0.008,0.006,0.003,0.003,0.008,0.006,0.003,0.004,0.008,0.853,0.009,0.004,0.007,0.007,0.008,0.019,
ZFI21,ZFI,,0.005,0.003,0.004,0.003,0.003,0.006,0.008,0.017,0.016,0.008,0.003,0.004,0.013,0.009,0.003,0.003,0.014,0.678,0.01,0.004,0.013,0.011,0.012,0.144,
ZFI22,ZFI,,0.003,0.045,0.006,0.033,0.006,0.005,0.007,0.005,0.006,0.014,0.009,0.005,0.004,0.004,0.005,0.01,0.005,0.374,0.023,0.006,0.004,0.005,0.006,0.404,
ZFI23,ZFI,,0.003,0.005,0.002,0.011,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.912,0.004,0.004,0.003,0.003,0.003,0.006,
ZFI24,ZFI,,0.002,0.005,0.003,0.012,0.003,0.004,0.005,0.003,0.003,0.004,0.004,0.005,0.003,0.003,0.002,0.005,0.003,0.902,0.004,0.004,0.003,0.003,0.003,0.004,
ZFI25,ZFI,,0.002,0.006,0.004,0.03,0.004,0.004,0.004,0.005,0.004,0.006,0.006,0.004,0.006,0.003,0.004,0.006,0.004,0.853,0.006,0.005,0.003,0.004,0.004,0.02,
ZFI26,ZFI,,0.002,0.005,0.003,0.016,0.004,0.003,0.004,0.003,0.003,0.004,0.005,0.003,0.003,0.003,0.002,0.005,0.003,0.896,0.005,0.006,0.003,0.003,0.003,0.005,
ZFI27,ZFI,,0.002,0.005,0.003,0.008,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.007,0.003,0.004,0.002,0.003,0.003,0.9,0.003,0.005,0.004,0.004,0.003,0.005,
ZFK01,ZFI,,0.003,0.003,0.004,0.003,0.003,0.005,0.004,0.004,0.004,0.004,0.004,0.007,0.004,0.003,0.004,0.005,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.002,
ZFK02,ZFK,,0.002,0.003,0.003,0.003,0.003,0.005,0.004,0.004,0.004,0.003,0.004,0.006,0.004,0.003,0.004,0.005,0.003,0.004,0.003,0.005,0.004,0.004,0.003,0.003,
ZFK03,ZFK,,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.004,0.004,0.003,0.004,0.005,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.004,0.003,0.004,0.003,0.003,
ZFK04,ZFK,,0.003,0.005,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.004,0.003,0.004,0.003,0.004,0.003,0.003,
ZFK05,ZFK,,0.006,0.008,0.002,0.007,0.005,0.003,0.003,0.003,0.003,0.003,0.007,0.004,0.003,0.002,0.003,0.01,0.003,0.005,0.004,0.005,0.003,0.003,0.002,0.005,
ZFK06,ZFK,,0.004,0.006,0.003,0.007,0.004,0.004,0.003,0.004,0.004,0.003,0.007,0.004,0.003,0.003,0.003,0.008,0.003,0.006,0.005,0.008,0.003,0.003,0.003,0.006,
ZFK07,ZFK,,0.004,0.003,0.003,0.002,0.004,0.007,0.006,0.003,0.004,0.004,0.005,0.005,0.005,0.004,0.005,0.007,0.004,0.003,0.003,0.003,0.005,0.004,0.003,0.002,
ZFK08,ZFK,,0.003,0.005,0.003,0.004,0.004,0.004,0.006,0.003,0.005,0.004,0.004,0.002,0.005,0.003,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.003,0.003,
ZFK10,ZFK,,0.003,0.005,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.005,0.003,0.004,0.003,0.003,0.003,0.004,
ZFK11,ZFK,,0.006,0.005,0.003,0.007,0.004,0.003,0.004,0.004,0.004,0.003,0.007,0.003,0.003,0.003,0.002,0.008,0.003,0.005,0.004,0.005,0.004,0.003,0.003,0.004,
ZFK12,ZFK,,0.004,0.003,0.004,0.002,0.003,0.009,0.011,0.004,0.01,0.006,0.007,0.004,0.01,0.005,0.01,0.007,0.006,0.003,0.003,0.004,0.01,0.005,0.004,0.002,
ZFK13,ZFK,,0.009,0.003,0.006,0.003,0.004,0.012,0.006,0.016,0.024,0.009,0.005,0.004,0.018,0.009,0.006,0.006,0.013,0.003,0.004,0.003,0.014,0.011,0.01,0.003,
ZFK14,ZFK,,0.012,0.005,0.008,0.006,0.004,0.017,0.009,0.016,0.033,0.013,0.026,0.009,0.017,0.008,0.019,0.153,0.015,0.005,0.005,0.005,0.014,0.014,0.007,0.005,
ZFK15,ZFK,,0.009,0.004,0.007,0.003,0.003,0.007,0.003,0.019,0.012,0.007,0.004,0.004,0.009,0.007,0.003,0.005,0.01,0.003,0.003,0.003,0.007,0.009,0.008,0.004,
ZFK16,ZFK,,0.004,0.002,0.006,0.003,0.004,0.007,0.006,0.006,0.009,0.005,0.006,0.005,0.006,0.005,0.006,0.007,0.005,0.003,0.003,0.003,0.007,0.005,0.004,0.002,
ZFLB01,ZFLB,,0.765,0.006,0.007,0.006,0.006,0.02,0.006,0.011,0.017,0.007,0.003,0.005,0.02,0.01,0.005,0.003,0.01,0.006,0.005,0.007,0.011,0.027,0.019,0.006,
ZFLB02,ZFLB,,0.832,0.005,0.002,0.026,0.016,0.005,0.005,0.003,0.004,0.002,0.002,0.004,0.006,0.003,0.002,0.002,0.003,0.007,0.006,0.033,0.005,0.006,0.005,0.012,
ZFLB03,ZFLB,,0.791,0.004,0.006,0.006,0.019,0.004,0.006,0.007,0.006,0.003,0.004,0.037,0.004,0.007,0.004,0.005,0.005,0.008,0.006,0.035,0.011,0.005,0.003,0.003,
ZFLB04,ZFLB,,0.566,0.009,0.007,0.011,0.009,0.009,0.006,0.017,0.023,0.006,0.005,0.121,0.019,0.007,0.006,0.009,0.012,0.06,0.005,0.006,0.047,0.012,0.007,0.01,
ZFLB05,ZFLB,,0.785,0.018,0.005,0.007,0.007,0.017,0.006,0.006,0.01,0.005,0.003,0.009,0.014,0.008,0.004,0.003,0.006,0.013,0.005,0.006,0.013,0.016,0.009,0.011,
ZFLB06,ZFLB,,0.746,0.016,0.014,0.006,0.012,0.009,0.007,0.015,0.013,0.007,0.006,0.005,0.007,0.009,0.007,0.007,0.009,0.005,0.008,0.009,0.006,0.009,0.006,0.005,
ZFLB07,ZFLB,,0.462,0.013,0.013,0.011,0.084,0.013,0.043,0.022,0.016,0.007,0.006,0.037,0.012,0.019,0.009,0.007,0.01,0.019,0.013,0.076,0.027,0.012,0.007,0.005,
ZFLB08,ZFLB,,0.755,0.009,0.004,0.04,0.025,0.009,0.009,0.004,0.006,0.004,0.004,0.008,0.008,0.005,0.003,0.005,0.004,0.017,0.007,0.023,0.007,0.01,0.006,0.016,
ZFLB09,ZFLB,,0.762,0.023,0.006,0.015,0.018,0.005,0.008,0.008,0.008,0.005,0.008,0.006,0.006,0.008,0.004,0.012,0.008,0.011,0.007,0.01,0.006,0.008,0.006,0.014,
ZFLB10,ZFLB,,0.851,0.015,0.004,0.008,0.008,0.004,0.005,0.005,0.005,0.004,0.005,0.008,0.004,0.006,0.003,0.006,0.006,0.01,0.005,0.006,0.006,0.005,0.004,0.009,
ZFLB11,ZFLB,,0.837,0.01,0.006,0.006,0.008,0.005,0.008,0.005,0.008,0.004,0.008,0.005,0.006,0.005,0.006,0.012,0.005,0.005,0.005,0.005,0.007,0.005,0.003,0.004,
ZFLB12,ZFLB,,0.852,0.012,0.004,0.01,0.01,0.004,0.005,0.004,0.005,0.004,0.006,0.006,0.004,0.005,0.003,0.008,0.004,0.007,0.005,0.01,0.004,0.005,0.004,0.006,
ZFLB13,ZFLB,,0.679,0.012,0.005,0.018,0.04,0.013,0.02,0.01,0.013,0.004,0.015,0.012,0.006,0.023,0.004,0.011,0.014,0.006,0.011,0.028,0.015,0.014,0.01,0.005,
ZFLTI01,ZFLTI,,0.002,0.002,0.005,0.003,0.003,0.828,0.005,0.008,0.008,0.013,0.023,0.006,0.009,0.009,0.006,0.01,0.008,0.003,0.004,0.003,0.011,0.009,0.014,0.003,
ZFLTI02,ZFLTI,,0.002,0.002,0.005,0.005,0.003,0.87,0.004,0.005,0.005,0.006,0.016,0.012,0.004,0.005,0.005,0.014,0.004,0.003,0.003,0.003,0.006,0.005,0.005,0.002,
ZFLTI03,ZFLTI,,0.002,0.002,0.003,0.004,0.003,0.885,0.005,0.004,0.007,0.005,0.005,0.007,0.007,0.007,0.007,0.006,0.005,0.003,0.003,0.003,0.01,0.007,0.005,0.002,
ZFLTI04,ZFLTI,,0.003,0.003,0.005,0.005,0.004,0.823,0.007,0.011,0.015,0.009,0.008,0.012,0.007,0.013,0.006,0.006,0.006,0.006,0.003,0.004,0.015,0.014,0.005,0.003,
ZFLTI05,ZFLTI,,0.002,0.002,0.003,0.004,0.003,0.886,0.004,0.005,0.006,0.004,0.006,0.01,0.006,0.008,0.004,0.004,0.005,0.003,0.003,0.003,0.009,0.009,0.006,0.002,
ZFLTI06,ZFLTI,,0.003,0.002,0.004,0.003,0.003,0.858,0.004,0.007,0.01,0.009,0.004,0.004,0.008,0.011,0.005,0.004,0.008,0.004,0.003,0.003,0.008,0.017,0.014,0.003,
ZFLTI07,ZFLTI,,0.002,0.002,0.004,0.003,0.003,0.828,0.004,0.006,0.008,0.007,0.006,0.005,0.007,0.037,0.003,0.004,0.007,0.004,0.003,0.003,0.013,0.019,0.013,0.003,
ZFLTI08,ZFLTI,,0.003,0.003,0.004,0.007,0.003,0.784,0.007,0.006,0.005,0.006,0.004,0.051,0.01,0.015,0.004,0.004,0.007,0.014,0.004,0.006,0.034,0.007,0.005,0.003,
ZFLTI09,ZFLTI,,0.002,0.003,0.004,0.005,0.003,0.871,0.004,0.006,0.01,0.008,0.004,0.005,0.007,0.009,0.004,0.004,0.006,0.004,0.003,0.003,0.008,0.011,0.007,0.003,
ZFLTI10,ZFLTI,,0.002,0.002,0.006,0.004,0.003,0.869,0.003,0.008,0.009,0.007,0.009,0.005,0.005,0.011,0.004,0.005,0.006,0.003,0.003,0.003,0.007,0.009,0.01,0.003,
ZFLTI11,ZFLTI,,0.003,0.002,0.005,0.004,0.002,0.871,0.004,0.008,0.011,0.006,0.003,0.006,0.01,0.007,0.007,0.005,0.007,0.003,0.002,0.002,0.008,0.009,0.007,0.002,
ZFLTI12,ZFLTI,,0.002,0.002,0.006,0.004,0.003,0.889,0.004,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.006,0.006,0.005,0.003,0.003,0.003,0.006,0.005,0.006,0.002,
ZFLTI13,ZFLTI,,0.002,0.003,0.003,0.004,0.003,0.872,0.006,0.004,0.005,0.006,0.01,0.012,0.006,0.006,0.005,0.009,0.004,0.003,0.003,0.004,0.008,0.009,0.005,0.003,
ZFLTI14,ZFLTI,,0.002,0.002,0.006,0.005,0.003,0.826,0.003,0.006,0.005,0.004,0.031,0.036,0.004,0.007,0.004,0.012,0.004,0.003,0.004,0.004,0.007,0.008,0.006,0.003,
ZFONF101,ZFONF1,,0.002,0.003,0.833,0.005,0.003,0.01,0.004,0.005,0.01,0.006,0.002,0.004,0.021,0.008,0.004,0.002,0.006,0.008,0.003,0.003,0.01,0.024,0.017,0.005,
ZFONF102,ZFONF1,,0.004,0.003,0.814,0.002,0.007,0.004,0.003,0.008,0.008,0.017,0.003,0.002,0.008,0.004,0.009,0.003,0.014,0.002,0.003,0.003,0.006,0.011,0.055,0.002,
ZFONF103,ZFONF1,,0.002,0.003,0.768,0.005,0.004,0.01,0.009,0.028,0.02,0.017,0.007,0.018,0.009,0.008,0.011,0.007,0.008,0.004,0.003,0.004,0.022,0.009,0.006,0.003,
ZFONF104,ZFONF1,,0.002,0.002,0.879,0.002,0.002,0.004,0.003,0.01,0.01,0.008,0.004,0.003,0.006,0.006,0.011,0.004,0.01,0.002,0.003,0.002,0.007,0.006,0.008,0.002,
ZFONF105,ZFONF1,,0.003,0.002,0.88,0.002,0.003,0.004,0.004,0.007,0.011,0.006,0.003,0.004,0.005,0.005,0.019,0.004,0.005,0.003,0.002,0.003,0.008,0.006,0.004,0.002,
ZFONF106,ZFONF1,,0.002,0.002,0.883,0.004,0.002,0.005,0.003,0.013,0.011,0.009,0.003,0.003,0.006,0.004,0.004,0.003,0.007,0.004,0.003,0.002,0.004,0.008,0.008,0.003,
ZFONF107,ZFONF1,,0.006,0.004,0.881,0.005,0.007,0.005,0.003,0.007,0.007,0.007,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.006,0.003,0.005,0.004,0.006,0.004,0.004,
ZFONF108,ZFONF1,,0.003,0.003,0.9,0.004,0.004,0.004,0.003,0.009,0.005,0.005,0.004,0.006,0.003,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.005,0.003,0.003,
ZFONF109,ZFONF1,,0.003,0.002,0.875,0.003,0.003,0.009,0.004,0.005,0.009,0.008,0.005,0.006,0.006,0.006,0.01,0.005,0.003,0.003,0.003,0.003,0.008,0.006,0.006,0.002,
ZFONF110,ZFONF1,,0.002,0.002,0.838,0.002,0.002,0.006,0.003,0.016,0.008,0.013,0.007,0.005,0.01,0.009,0.009,0.006,0.01,0.002,0.003,0.002,0.011,0.006,0.021,0.002,
ZFONF111,ZFONF1,,0.004,0.004,0.873,0.004,0.005,0.005,0.008,0.004,0.007,0.013,0.006,0.003,0.005,0.005,0.007,0.005,0.006,0.004,0.005,0.004,0.005,0.007,0.005,0.003,
ZFONF112,ZFONF1,,0.002,0.002,0.863,0.003,0.003,0.005,0.004,0.008,0.009,0.006,0.004,0.009,0.005,0.006,0.025,0.004,0.005,0.003,0.003,0.003,0.007,0.005,0.008,0.002,
ZFONF113,ZFONF1,,0.009,0.005,0.805,0.003,0.005,0.005,0.012,0.006,0.018,0.005,0.004,0.005,0.017,0.009,0.012,0.01,0.012,0.002,0.004,0.006,0.014,0.006,0.004,0.003,
ZFONF115,ZFONF1,,0.002,0.003,0.872,0.005,0.003,0.005,0.004,0.02,0.008,0.008,0.004,0.005,0.005,0.003,0.006,0.004,0.007,0.004,0.003,0.003,0.004,0.009,0.005,0.003,
ZFONF116,ZFONF1,,0.003,0.003,0.648,0.019,0.003,0.004,0.005,0.036,0.02,0.067,0.003,0.007,0.005,0.005,0.031,0.006,0.065,0.004,0.003,0.004,0.006,0.012,0.029,0.003,
ZFONF117,ZFONF1,,0.003,0.003,0.232,0.004,0.004,0.065,0.006,0.324,0.055,0.012,0.005,0.036,0.01,0.069,0.036,0.007,0.015,0.005,0.004,0.006,0.038,0.038,0.01,0.003,
ZFONF118,ZFONF1,,0.002,0.002,0.594,0.014,0.003,0.102,0.01,0.012,0.019,0.025,0.006,0.013,0.057,0.006,0.013,0.007,0.007,0.006,0.004,0.003,0.03,0.018,0.035,0.004,
ZFONF119,ZFONF1,,0.003,0.003,0.018,0.003,0.003,0.004,0.004,0.009,0.834,0.005,0.003,0.005,0.007,0.008,0.012,0.004,0.031,0.003,0.003,0.003,0.017,0.006,0.006,0.002,
ZFONF120,ZFONF1,,0.003,0.003,0.004,0.002,0.003,0.006,0.006,0.007,0.835,0.007,0.004,0.003,0.014,0.005,0.01,0.007,0.03,0.003,0.003,0.003,0.023,0.005,0.005,0.002,
ZFONF121,ZFONF1,,0.004,0.004,0.194,0.004,0.003,0.008,0.006,0.047,0.361,0.009,0.003,0.006,0.02,0.009,0.104,0.004,0.06,0.004,0.003,0.003,0.019,0.088,0.024,0.004,
ZFONF122,ZFONF1,,0.002,0.003,0.186,0.014,0.004,0.168,0.011,0.067,0.261,0.056,0.015,0.013,0.024,0.014,0.01,0.011,0.018,0.006,0.005,0.005,0.04,0.034,0.019,0.003,
ZFONF123,ZFONF1,,0.018,0.004,0.577,0.006,0.007,0.004,0.003,0.026,0.02,0.048,0.003,0.003,0.007,0.006,0.028,0.007,0.143,0.003,0.005,0.004,0.006,0.015,0.048,0.003,
ZFONF124,ZFONF1,,0.003,0.002,0.908,0.003,0.003,0.004,0.004,0.005,0.007,0.004,0.003,0.003,0.004,0.004,0.009,0.003,0.004,0.002,0.002,0.002,0.005,0.005,0.004,0.002,
ZFONF125,ZFONF1,,0.019,0.005,0.505,0.003,0.013,0.016,0.013,0.036,0.078,0.041,0.018,0.005,0.033,0.009,0.065,0.015,0.038,0.004,0.007,0.006,0.026,0.018,0.012,0.004,
ZFONF126,ZFONF1,,0.002,0.003,0.477,0.009,0.003,0.008,0.007,0.014,0.01,0.275,0.007,0.006,0.011,0.006,0.014,0.013,0.052,0.004,0.004,0.004,0.03,0.009,0.022,0.003,
ZFONF201,ZFONF2,,0.035,0.016,0.015,0.02,0.008,0.009,0.008,0.018,0.064,0.014,0.02,0.003,0.022,0.022,0.427,0.029,0.045,0.036,0.015,0.015,0.017,0.091,0.015,0.032,
ZFONF202,ZFONF2,,0.002,0.002,0.007,0.003,0.003,0.009,0.005,0.015,0.012,0.186,0.008,0.003,0.016,0.005,0.579,0.008,0.043,0.003,0.004,0.002,0.008,0.006,0.066,0.003,
ZFONF203,ZFONF2,,0.003,0.003,0.005,0.004,0.003,0.006,0.011,0.008,0.012,0.014,0.005,0.003,0.009,0.004,0.851,0.005,0.01,0.003,0.005,0.005,0.006,0.006,0.007,0.003,
ZFONF204,ZFONF2,,0.01,0.005,0.004,0.011,0.005,0.015,0.006,0.008,0.013,0.009,0.018,0.004,0.008,0.009,0.762,0.041,0.009,0.005,0.01,0.012,0.008,0.006,0.006,0.008,
ZFONF206,ZFONF2,,0.018,0.008,0.005,0.011,0.016,0.004,0.006,0.007,0.006,0.021,0.011,0.003,0.009,0.006,0.764,0.01,0.009,0.007,0.024,0.016,0.005,0.005,0.01,0.015,
ZFONF207,ZFONF2,,0.003,0.003,0.005,0.004,0.004,0.008,0.006,0.003,0.015,0.005,0.003,0.005,0.011,0.005,0.86,0.006,0.007,0.004,0.004,0.004,0.007,0.009,0.008,0.004,
ZFONF208,ZFONF2,,0.005,0.003,0.007,0.006,0.004,0.03,0.012,0.015,0.122,0.02,0.008,0.006,0.1,0.007,0.477,0.015,0.03,0.004,0.006,0.006,0.027,0.045,0.033,0.005,
ZFONF209,ZFONF2,,0.007,0.007,0.004,0.015,0.005,0.015,0.009,0.007,0.016,0.006,0.014,0.009,0.022,0.005,0.728,0.033,0.006,0.015,0.007,0.006,0.018,0.011,0.008,0.012,
ZFONF210,ZFONF2,,0.002,0.002,0.005,0.003,0.002,0.01,0.003,0.009,0.012,0.006,0.003,0.006,0.135,0.005,0.734,0.004,0.006,0.003,0.002,0.002,0.01,0.017,0.01,0.003,
ZFONF211,ZFONF2,,0.017,0.007,0.026,0.003,0.007,0.008,0.012,0.028,0.021,0.007,0.006,0.009,0.01,0.024,0.7,0.01,0.026,0.003,0.005,0.008,0.014,0.024,0.01,0.003,
ZFONF212,ZFONF2,,0.002,0.002,0.009,0.003,0.003,0.008,0.003,0.008,0.013,0.006,0.003,0.005,0.13,0.008,0.734,0.003,0.006,0.003,0.002,0.003,0.019,0.011,0.012,0.003,
ZFONF214,ZFONF2,,0.005,0.005,0.03,0.002,0.004,0.004,0.013,0.02,0.015,0.007,0.005,0.003,0.007,0.008,0.7,0.008,0.08,0.002,0.004,0.005,0.005,0.052,0.006,0.002,
ZFONF215,ZFONF2,,0.002,0.002,0.025,0.002,0.002,0.004,0.004,0.016,0.01,0.01,0.005,0.003,0.006,0.005,0.848,0.004,0.011,0.003,0.003,0.002,0.006,0.01,0.009,0.002,
ZFONF216,ZFONF2,,0.003,0.002,0.005,0.002,0.003,0.004,0.005,0.004,0.007,0.004,0.002,0.005,0.004,0.005,0.91,0.004,0.004,0.002,0.002,0.003,0.006,0.004,0.004,0.002,
ZFONF217,ZFONF2,,0.004,0.003,0.009,0.004,0.002,0.004,0.004,0.009,0.016,0.02,0.003,0.004,0.006,0.006,0.776,0.006,0.065,0.002,0.002,0.002,0.006,0.017,0.019,0.002,
ZFONF218,ZFONF2,,0.008,0.006,0.01,0.003,0.008,0.005,0.006,0.006,0.005,0.004,0.003,0.004,0.004,0.006,0.881,0.003,0.003,0.003,0.005,0.008,0.005,0.004,0.003,0.003,
ZFONF219,ZFONF2,,0.002,0.002,0.012,0.002,0.003,0.003,0.002,0.006,0.005,0.003,0.003,0.003,0.003,0.003,0.922,0.003,0.004,0.002,0.002,0.002,0.004,0.003,0.003,0.002,
ZFONF220,ZFONF2,,0.003,0.003,0.006,0.005,0.003,0.004,0.005,0.008,0.015,0.025,0.003,0.004,0.006,0.004,0.82,0.006,0.041,0.003,0.003,0.003,0.005,0.007,0.011,0.002,
ZFONF222,ZFONF2,,0.009,0.006,0.004,0.003,0.006,0.003,0.006,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.901,0.004,0.003,0.003,0.004,0.005,0.004,0.004,0.003,0.003,
ZFONF223,ZFONF2,,0.008,0.007,0.006,0.005,0.008,0.004,0.006,0.006,0.009,0.01,0.003,0.003,0.007,0.004,0.86,0.004,0.014,0.004,0.005,0.006,0.004,0.004,0.005,0.004,
ZFONF224,ZFONF2,,0.002,0.002,0.005,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.004,0.925,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.004,0.002,
ZFONF225,ZFONF2,,0.002,0.002,0.017,0.002,0.003,0.003,0.003,0.007,0.008,0.005,0.003,0.004,0.004,0.004,0.899,0.003,0.005,0.002,0.003,0.002,0.005,0.004,0.005,0.002,
ZFONF226,ZFONF2,,0.003,0.003,0.004,0.003,0.003,0.007,0.009,0.01,0.013,0.011,0.004,0.004,0.012,0.005,0.856,0.005,0.008,0.003,0.003,0.003,0.007,0.006,0.006,0.003,
ZFONF227,ZFONF2,,0.002,0.002,0.007,0.002,0.002,0.004,0.003,0.003,0.003,0.005,0.003,0.003,0.004,0.004,0.924,0.003,0.004,0.002,0.002,0.002,0.005,0.003,0.004,0.002,
ZFONF228,ZFONF2,,0.003,0.003,0.008,0.006,0.004,0.009,0.004,0.007,0.005,0.012,0.004,0.01,0.004,0.015,0.848,0.004,0.007,0.004,0.004,0.004,0.006,0.007,0.012,0.003,
ZFONF230,ZFONF2,,0.002,0.002,0.014,0.002,0.002,0.011,0.004,0.022,0.018,0.01,0.005,0.003,0.009,0.009,0.834,0.004,0.014,0.002,0.003,0.002,0.008,0.006,0.008,0.002,
ZFONF231,ZFONF2,,0.006,0.005,0.006,0.003,0.005,0.004,0.011,0.005,0.004,0.012,0.006,0.004,0.005,0.009,0.856,0.007,0.015,0.002,0.004,0.006,0.006,0.009,0.006,0.002,
ZFONF232,ZFONF2,,0.002,0.002,0.011,0.002,0.002,0.003,0.003,0.006,0.005,0.006,0.002,0.003,0.004,0.004,0.907,0.003,0.008,0.002,0.003,0.002,0.004,0.006,0.006,0.002,
