Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per,Fifth_Pop,Fifth_Per
TMA-ZAIN-G-48,/MBC,TS,4.391,NWS_South,B,4.297,LB,4.296,BP,4.248,ZFENP,4.126
TMA-ZAIN-G-49,/MBC,LB,4.386,NWS_South,BP,4.371,CF,4.345,B,4.305,TS,4.289
TMA-ZAIN-G-50,/MBC,TS,4.329,NWS_South,K,4.288,CF,4.148,ZFENP,4.121,B,4.081
TMA-ZAIN-G-51,/MBC,LB,4.821,NWS_South,TS,4.634,BP,4.599,CF,4.36,ZFENP,4.337
TMA-ZAIN-G-52,/MBC,TS,4.862,NWS_South,LB,4.667,BP,4.431,B,4.355,K,4.313
TMA-ZAIN-G-53,/MBC,BP,4.485,NWS_South,LB,4.44,CF,4.36,TS,4.31,WB,4.273
TMA-ZAIN-G-54,/MBC,SF,4.623,OS,ZFO,4.293,TS,4.251,B,4.242,CR,4.217
TMA-ZAIN-G-55,/MBC,SF,4.712,OS,ZFO,4.351,B,4.246,SW,4.229,CR,4.16
TMA-ZAIN-G-56,/MBC,BP,4.93,OS,LB,4.672,TS,4.63,B,4.345,CF,4.311
TMA-ZAIN-G-57,/MBC,SF,4.39,OS,SW,4.287,B,4.259,CR,4.193,ZFO,4.157
TMA-ZAIN-G-58,/MBC,WB,4.391,CR,CR,4.307,ZFENP,4.296,CF,4.215,CC,4.168
TMA-ZAIN-G-59,/MBC,BP,4.629,NWS_North,LB,4.447,ONF,4.434,TS,4.326,BP,4.32
TMA-ZAIN-G-60,/MBC,BP,4.846,NWS_North,LB,4.805,TS,4.671,ZFENP,4.422,CF,4.413
TMA-ZAIN-G-61,/MBC,CC,4.311,NWS_North,ONF,4.306,BP,4.24,LB,4.191,TS,4.123
TMA-ZAIN-G-62,/MBC,SF,4.774,NWS_North,CC,4.295,CR,4.266,ZFO,4.208,ZFSW2,4.151
TMA-ZAIN-G-63,/MBC,SW,4.397,NWS_North,SF,4.389,CR,4.384,B,4.361,ZFW,4.298
TMA-ZAIN-G-64,/MBC,ONF,4.425,ONF,B,4.369,BP,4.247,WB,4.236,FDSP,4.198
TMA-ZAIN-G-65,/MBC,B,4.616,ONF,ONF,4.336,FDSP,4.282,ONF,4.16,BP,4.144
TMA-ZAIN-G-66,/MBC,B,4.448,ONF,ONF,4.39,BP,4.248,LB,4.195,ONF,4.192
TMA-ZAIN-G-67,/MBC,B,4.488,ONF,ONF,4.44,BP,4.286,BP,4.234,FDSP,4.201
TMA-ZAIN-G-68,/MBC,ONF,4.603,ONF,B,4.195,WB,4.178,CNS,4.144,ONF,4.142
TMA-ZAIN-G-69,/MBC,ONF,4.681,ONF,ONF,4.299,BP,4.221,CNS,4.167,B,4.136
TMA-ZAIN-G-70,/MBC,ONF,4.738,ONF,FDSP,4.483,BP,4.477,ONF,4.451,BP,4.403
TMA-ZAIN-G-71,/MBC,B,4.812,ONF,BP,4.322,FDSP,4.317,ZFENP,4.212,BP,4.192
TMA-ZAIN-G-72,/MBC,B,4.413,ONF,BP,4.35,BP,4.276,TS,4.272,FDSP,4.258
TMA-ZAIN-G-73,/MBC,B,4.666,ONF,TS,4.357,SF,4.328,CR,4.322,SW,4.231
TMA-ZAIN-G-74,/MBC,B,4.43,ONF,BP,4.421,BP,4.382,FDSP,4.356,ZFO,4.276
TMA-ZAIN-G-75,/MBC,B,4.628,ONF,TS,4.38,SF,4.379,CR,4.296,SW,4.237
TMA-ZAIN-G-76,/MBC,B,4.505,ONF,BP,4.409,FDSP,4.366,BP,4.292,ZFO,4.267
TMA-ZAIN-G-77,/MBC,B,4.465,ONF,TS,4.444,BP,4.186,SW,4.184,BP,4.174
TMA-ZAIN-G-78,/MBC,B,4.432,ONF,TS,4.367,ONF,4.26,BP,4.228,CR,4.189
TMA-ZAIN-G-79,/MBC,TS,4.672,ONF,B,4.532,ZFENP,4.203,CF,4.176,CR,4.153
TMA-ZAIN-G-80,/MBC,B,4.639,ONF,SF,4.377,BP,4.29,BP,4.275,FDSP,4.261
TMA-ZAIN-G-81,/MBC,B,4.488,ONF,BP,4.458,TS,4.339,LB,4.327,ZFENP,4.241
TMA-ZAIN-G-82,/MBC,ONF,4.391,ONF,B,4.307,ONF,4.242,SF,4.164,FDSP,4.146
TMA-ZAIN-G-83,/MBC,B,4.512,ONF,ONF,4.325,ONF,4.321,FDSP,4.245,BP,4.225
TMA-ZAIN-G-84,/MBC,B,4.548,ONF,BP,4.392,BP,4.268,BP,4.244,LB,4.225
TMA-ZAIN-G-85,/MBC,LB,5.025,K,BP,5.019,TS,4.379,K,4.353,B,4.233
TMA-ZAIN-G-86,/MBC,LB,4.976,K,BP,4.863,B,4.286,K,4.277,TS,4.176
TMA-ZAIN-G-87,/MBC,LB,4.801,K,BP,4.69,TS,4.357,K,4.267,B,4.252
TMA-ZAIN-G-88,/MBC,ONF,4.291,NWS_South,BP,4.251,B,4.238,BP,4.197,FDSP,4.181
TMA-ZAIN-G-89,/MBC,BP,4.311,NWS_South,B,4.297,ONF,4.277,FDSP,4.254,BP,4.253
TMA-ZAIN-G-90,/MBC,LB,4.875,NWS_South,BP,4.763,TS,4.424,K,4.333,CF,4.27
TMA-ZAIN-G-91,/MBC,LB,4.832,NWS_South,BP,4.655,TS,4.318,K,4.247,CF,4.171
TMA-ZAIN-G-92,/MBC,TS,4.78,NWS_South,LB,4.661,BP,4.515,WB,4.336,ZFENP,4.301
TMA-ZAIN-G-93,/MBC,TS,4.782,NWS_South,WB,4.402,LB,4.383,BP,4.238,K,4.216
TMA-ZAIN-G-94,/MBC,LB,4.666,NWS_South,BP,4.52,TS,4.462,WB,4.233,ZFENP,4.198
TMA-ZAIN-G-95,/MBC,SF,4.922,WB,TS,4.773,B,4.446,ZFI,4.328,WB,4.264
TMA-ZAIN-G-96,/MBC,TS,4.759,WB,SF,4.513,SW,4.469,B,4.346,ZFSW2,4.266
TMA-ZAIN-G-97,/MBC,CF,4.284,W,ONF,4.263,TS,4.248,CR,4.233,BP,4.228
TMA-ZAIN-G-98,/MBC,ONF,4.372,W,TS,4.329,CF,4.283,BP,4.266,LB,4.251
TMA-ZAIN-G-99,/MBC,ONF,4.673,W,BP,4.528,BP,4.419,FDSP,4.342,TSP2,4.22
TMA-ZAIN-G-101,/MBC,BP,4.975,W,LB,4.763,CF,4.275,CC,4.227,ZFENP,4.225
TMA-ZAIN-G-102,/MBC,CR,4.401,W,SW,4.333,ONF,4.294,WB,4.214,BP,4.17
TMA-ZAIN-G-103,/MBC,SW,4.332,SW,WB,4.304,TS,4.303,B,4.239,ZFI,4.195
TMA-ZAIN-G-104,/MBC,SF,4.428,SW,TS,4.359,B,4.345,ZFI,4.276,CF,4.215
TMA-ZAIN-G-105,/MBC,SF,4.786,SW,ZFI,4.264,ZFW,4.259,B,4.222,CR,4.215
TMA-ZAIN-G-106,/MBC,SF,4.432,SW,LB,4.417,TS,4.415,BP,4.376,B,4.369
TMA-ZAIN-G-107,/MBC,BP,4.471,NWS_North,BP,4.421,ONF,4.41,FDSP,4.272,B,4.255
TMA-ZAIN-G-108,/MBC,B,4.595,NWS_North,ONF,4.373,TS,4.276,CR,4.221,BP,4.194
TMA-ZAIN-G-109,/MBC,BP,5.035,NWS_North,LB,4.741,B,4.451,ONF,4.293,TS,4.229
TMA-ZAIN-G-110,/MBC,B,4.564,NWS_North,ONF,4.352,FDSP,4.282,BP,4.262,CR,4.222
TMA-ZAIN-G-111,/MBC,ONF,4.4,NWS_North,BP,4.34,B,4.276,BP,4.268,BP,4.242
TMA-ZAIN-G-112,/MBC,SF,4.77,NWS_North,B,4.68,CR,4.265,ZFW,4.249,SW,4.159
TMA-ZAIN-G-113,/MBC,B,4.712,NWS_North,CR,4.226,SF,4.213,LB,4.178,WB,4.163
TMA-ZAIN-G-114,/MBC,ONF,4.537,NWS_North,B,4.361,CR,4.304,BP,4.196,BP,4.17
TMA-ZAIN-G-115,/MBC,BP,4.417,NWS_North,ONF,4.385,BP,4.377,BP,4.245,B,4.241
TMA-ZAIN-G-116,/MBC,B,4.591,NWS_North,ZFW,4.537,CR,4.454,SW,4.361,SF,4.303
TMA-ZAIN-G-117,/MBC,B,4.418,ONF,ONF,4.339,SF,4.294,ONF,4.275,BP,4.226
TMA-ZAIN-G-118,/MBC,B,4.539,ONF,TS,4.254,ONF,4.191,ONF,4.149,FDSP,4.142
TMA-ZAIN-G-119,/MBC,B,4.677,ONF,SF,4.448,ZFW,4.241,ONF,4.19,FDSP,4.161
TMA-ZAIN-G-120,/MBC,B,4.387,ONF,ONF,4.351,ONF,4.295,BP,4.287,SF,4.285
TMA-ZAIN-G-121,/MBC,B,4.697,ONF,TS,4.341,SF,4.21,ONF,4.147,ONF,4.127
TMA-ZAIN-G-122,/MBC,B,4.537,ONF,ONF,4.258,FDSP,4.214,TS,4.178,ONF,4.165
TMA-ZAIN-G-123,/MBC,LB,4.751,SF,BP,4.579,B,4.366,K,4.346,TS,4.256
TMA-ZAIN-G-124,/MBC,B,4.501,I,SW,4.317,TS,4.282,ONF,4.237,ZFI,4.236
TMA-ZAIN-G-125,/MBC,LB,4.366,LTI,BP,4.359,ONF,4.248,TS,4.217,CF,4.166
TMA-ZAIN-G-126,/MBC,SF,4.244,LTI,B,4.177,CR,4.168,SW,4.121,WB,4.11
TMA-ZAIN-G-127,/MBC,ONF,4.241,LTI,ZFO,4.237,TSP1,4.213,BP,4.213,ZFLTI,4.203
TMA-ZAIN-G-128,/MBC,BP,4.37,LTI,LB,4.365,ONF,4.256,BP,4.243,TSP2,4.208
TMA-ZAIN-G-129,/MBC,LB,4.389,LTI,BP,4.334,ONF,4.189,B,4.185,ONF,4.151
TMA-ZAIN-G-130,/MBC,ONF,4.407,LTI,TS,4.194,TSP2,4.125,BP,4.115,BP,4.101
TMA-ZAIN-G-131,/MBC,ONF,4.296,LTI,CC,4.296,ZFO,4.284,SF,4.246,ZFLTI,4.192
TMA-ZAIN-G-132,/MBC,LB,4.391,LTI,BP,4.385,TS,4.241,CF,4.191,ONF,4.172
TMA-ZAIN-G-133,/MBC,CC,4.233,LTI,B,4.217,LB,4.208,ZFO,4.191,BP,4.178
TMA-ZAIN-G-134,/MBC,B,4.492,NWS_North,TS,4.212,CNS,4.183,TSP2,4.148,ZFI,4.137
TMA-ZAIN-G-135,/MBC,CNS,4.373,NWS_North,ONF,4.322,TSP2,4.236,ZFO,4.196,BP,4.189
TMA-ZAIN-G-136,/MBC,ONF,4.812,NWS_North,BP,4.458,BP,4.428,TSP2,4.345,FDSP,4.297
TMA-ZAIN-G-137,/MBC,BP,4.575,NWS_North,ONF,4.523,ONF,4.497,FDSP,4.353,BP,4.351
TMA-ZAIN-G-138,/MBC,ONF,4.724,NWS_North,BP,4.423,FDSP,4.405,BP,4.387,B,4.324
TMA-ZAIN-G-139,/MBC,ONF,4.659,NWS_North,BP,4.569,BP,4.539,TSP2,4.388,FDSP,4.352
TMA-ZAIN-G-140,/MBC,ONF,4.525,NWS_North,ZFO,4.418,BP,4.412,BP,4.372,FDSP,4.258
TMA-ZAIN-G-141,/MBC,ONF,4.479,FDSP,BP,4.434,B,4.379,BP,4.372,LB,4.315
TMA-ZAIN-G-142,/MBC,BP,4.581,FDSP,ONF,4.57,LB,4.439,BP,4.313,BP,4.276
TMA-ZAIN-G-143,/MBC,BP,4.563,FDSP,B,4.465,ONF,4.463,LB,4.422,BP,4.366
TMA-ZAIN-G-144,/MBC,ONF,4.524,FDSP,BP,4.406,LB,4.3,B,4.29,BP,4.259
TMA-ZAIN-G-145,/MBC,B,4.426,FDSP,CC,4.399,LB,4.318,ZFO,4.229,BP,4.207
TMA-ZAIN-G-146,/MBC,B,4.383,FDSP,ONF,4.325,FDSP,4.314,BP,4.26,BP,4.21
TMA-ZAIN-G-147,/MBC,ONF,4.48,FDSP,BP,4.432,BP,4.393,TSP2,4.353,BP,4.351
TMA-ZAIN-G-148,/MBC,BP,4.429,FDSP,BP,4.421,BP,4.362,ONF,4.359,B,4.341
TMA-ZAIN-G-149,/MBC,TSP2,4.341,FDSP,TSP1,4.336,LB,4.318,BP,4.287,CNS,4.251
TMA-ZAIN-G-150,/MBC,ONF,4.407,FDSP,TSP2,4.333,BP,4.307,BP,4.283,BP,4.228
TMA-ZAIN-G-151,/MBC,CNS,4.559,FDSP,ONF,4.277,ZFO,4.257,ONF,4.221,TSP1,4.218
TMA-ZAIN-G-152,/MBC,B,4.693,FDSP,FDSP,4.356,BP,4.312,SF,4.293,CR,4.224
TMA-ZAIN-G-153,/MBC,B,4.726,FDSP,SF,4.283,BP,4.228,ONF,4.171,FDSP,4.155
TMA-ZAIN-G-154,/MBC,B,4.471,FDSP,BP,4.429,BP,4.416,ONF,4.363,FDSP,4.337
TMA-ZAIN-G-155,/MBC,B,4.455,FDSP,ONF,4.299,FDSP,4.297,BP,4.278,BP,4.263
TMA-ZAIN-G-156,/MBC,ONF,4.591,FDSP,BP,4.406,LB,4.273,B,4.257,BP,4.221
TMA-ZAIN-G-157,/MBC,B,4.461,FDSP,ZFO,4.455,BP,4.364,BP,4.218,ONF,4.197
TMA-ZAIN-G-158,/MBC,BP,4.588,FDSP,LB,4.419,ONF,4.344,B,4.32,TSP2,4.26
TMA-ZAIN-G-159,/MBC,B,4.423,FDSP,BP,4.31,FDSP,4.301,SF,4.261,ONF,4.252
TMA-ZAIN-G-160,/MBC,ONF,4.803,FDSP,FDSP,4.383,BP,4.365,BP,4.364,ONF,4.338
TMA-ZAIN-G-161,/MBC,ONF,4.663,FDSP,BP,4.454,ONF,4.392,FDSP,4.342,B,4.328
TMA-ZAIN-G-162,/MBC,B,4.407,FDSP,BP,4.337,LB,4.302,ZFO,4.27,BP,4.203
TMA-ZAIN-G-163,/MBC,B,4.783,FDSP,SF,4.371,BP,4.34,FDSP,4.325,ONF,4.276
TMA-ZAIN-G-164,/MBC,B,4.488,FDSP,ONF,4.378,BP,4.295,FDSP,4.26,BP,4.23
TMA-ZAIN-G-165,/MBC,ONF,4.527,FDSP,BP,4.412,BP,4.32,B,4.317,BP,4.258
TMA-ZAIN-G-166,/MBC,ONF,4.708,FDSP,BP,4.612,BP,4.516,FDSP,4.426,B,4.375
TMA-ZAIN-G-167,/MBC,BP,4.435,BP,B,4.388,BP,4.353,BP,4.342,FDSP,4.307
TMA-ZAIN-G-168,/MBC,ONF,4.471,BP,BP,4.409,B,4.395,TS,4.375,BP,4.371
TMA-ZAIN-G-169,/MBC,BP,4.467,BP,B,4.466,ONF,4.311,LB,4.274,TS,4.251
TMA-ZAIN-G-170,/MBC,ONF,4.396,BP,BP,4.372,B,4.34,BP,4.31,ONF,4.298
TMA-ZAIN-G-171,/MBC,ONF,4.4,BP,BP,4.379,B,4.36,BP,4.335,BP,4.271
TMA-ZAIN-G-172,/MBC,BP,4.454,BP,ONF,4.443,BP,4.385,B,4.352,LB,4.317
TMA-ZAIN-G-173,/MBC,BP,4.796,BP,LB,4.579,B,4.5,TS,4.21,CF,4.181
TMA-ZAIN-G-174,/MBC,BP,4.674,BP,B,4.49,LB,4.477,TS,4.439,CF,4.269
TMA-ZAIN-G-175,/MBC,B,4.388,BP,BP,4.385,BP,4.354,BP,4.325,LB,4.281
TMA-ZAIN-G-176,/MBC,BP,4.551,BP,LB,4.442,ONF,4.407,BP,4.369,TSP2,4.27
TMA-ZAIN-G-177,/MBC,BP,4.613,BP,LB,4.484,ONF,4.462,BP,4.394,BP,4.345
TMA-ZAIN-G-178,/MBC,BP,4.871,BP,LB,4.63,B,4.351,BP,4.225,TSP2,4.163
TMA-ZAIN-G-179,/MBC,BP,4.778,BP,B,4.645,TS,4.454,LB,4.441,ONF,4.155
TMA-ZAIN-G-180,/MBC,BP,4.94,BP,LB,4.676,B,4.412,BP,4.205,BP,4.144
TMA-ZAIN-G-181,/MBC,LB,4.445,TS,BP,4.27,B,4.262,ONF,4.207,TSP2,4.207
TMA-ZAIN-G-182,/MBC,B,4.458,TS,BP,4.436,FDSP,4.43,ZFO,4.4,BP,4.346
TMA-ZAIN-G-183,/MBC,BP,4.561,TS,LB,4.498,B,4.232,ONF,4.178,ZFO,4.165
TMA-ZAIN-G-184,/MBC,B,4.759,TS,ZFW,4.217,TSP2,4.194,ZFI,4.166,FDSP,4.12
TMA-ZAIN-G-185,/MBC,B,4.737,TS,FDSP,4.417,BP,4.321,BP,4.312,TSP2,4.306
TMA-ZAIN-G-186,/MBC,B,4.585,TS,SF,4.402,BP,4.209,ZFO,4.126,ZFLTI,4.118
TMA-ZAIN-G-187,/MBC,B,4.702,TS,SF,4.503,TS,4.226,CR,4.156,ZFENP,4.142
TMA-ZAIN-G-188,/MBC,B,4.516,TS,TS,4.328,ONF,4.196,ZFENP,4.192,K,4.134
TMA-ZAIN-G-189,/MBC,SF,4.339,TS,B,4.267,TS,4.167,ONF,4.142,ZFO,4.131
TMA-ZAIN-G-190,/MBC,B,4.377,TS,BP,4.323,FDSP,4.306,TSP2,4.302,ZFLTI,4.297
TMA-ZAIN-G-191,/MBC,B,4.721,TS,TS,4.476,ZFENP,4.218,CR,4.184,CF,4.111
TMA-ZAIN-G-192,/MBC,BP,4.444,TS,BP,4.33,B,4.31,FDSP,4.198,TSP1,4.148
TMA-ZAIN-G-193,/MBC,B,4.34,TS,BP,4.321,TSP2,4.26,BP,4.247,ZFLTI,4.217
TMA-ZAIN-G-194,/MBC,B,4.441,CNS,TS,4.35,CC,4.185,ZFO,4.161,ZFSW2,4.13
TMA-ZAIN-G-195,/MBC,TS,4.6,CNS,B,4.358,CC,4.226,ZFENP,4.132,ZFO,4.12
TMA-ZAIN-G-196,/MBC,CC,4.397,CNS,ZFO,4.325,CNS,4.179,TS,4.171,B,4.138
TMA-ZAIN-G-197,/MBC,B,4.442,CNS,CNS,4.252,ZFO,4.226,CC,4.174,TS,4.169
TMA-ZAIN-G-198,/MBC,B,4.383,CNS,TS,4.297,CNS,4.24,TSP2,4.143,TSP1,4.109
TMA-ZAIN-G-199,/MBC,B,4.59,CNS,TSP2,4.158,ZFO,4.148,TSP1,4.123,TS,4.115
TMA-ZAIN-G-200,/MBC,B,4.545,CNS,SF,4.376,BP,4.162,TS,4.137,ZFENP,4.135
TMA-ZAIN-G-201,/MBC,TS,4.578,LB,B,4.462,K,4.38,BP,4.35,LB,4.271
TMA-ZAIN-G-202,/MBC,K,4.454,LB,LB,4.351,BP,4.312,TS,4.279,B,4.257
TMA-ZAIN-G-203,/MBC,BP,4.81,LB,K,4.675,LB,4.659,B,4.376,CC,4.164
TMA-ZAIN-G-204,/MBC,ONF,4.325,LB,B,4.325,CC,4.267,TS,4.254,ZFO,4.251
TMA-ZAIN-G-205,/MBC,LB,4.994,LB,BP,4.824,K,4.372,CF,4.211,WB,4.198
TMA-ZAIN-G-206,/MBC,LB,4.649,LB,BP,4.465,K,4.379,TS,4.188,B,4.185
TMA-ZAIN-G-207,/MBC,LB,5.128,LB,BP,4.845,B,4.492,ZFENP,4.298,CF,4.293
TMA-ZAIN-G-208,/MBC,B,4.481,FDSP,SW,4.341,SF,4.307,FDSP,4.254,ZFW,4.244
TMA-ZAIN-G-209,/MBC,B,4.66,FDSP,SF,4.431,FDSP,4.389,BP,4.296,ONF,4.277
TMA-ZAIN-G-210,/MBC,BP,4.337,FDSP,BP,4.328,TSP2,4.29,B,4.267,TSP1,4.233
TMA-ZAIN-G-211,/MBC,BP,4.576,FDSP,LB,4.413,TS,4.365,B,4.339,CF,4.157
TMA-ZAIN-G-212,/MBC,BP,4.304,FDSP,ONF,4.265,CNS,4.252,BP,4.24,TSP2,4.231
TMA-ZAIN-G-213,/MBC,BP,5.343,FDSP,LB,4.949,B,4.39,BP,4.186,ZFENP,4.162
TMA-ZAIN-G-214,/MBC,BP,4.375,NWS_North,LB,4.374,ONF,4.287,TSP2,4.23,B,4.178
TMA-ZAIN-G-215,/MBC,ONF,4.536,NWS_North,BP,4.483,BP,4.325,FDSP,4.312,TSP2,4.271
TMA-ZAIN-G-216,/MBC,BP,4.415,NWS_North,B,4.347,ONF,4.293,BP,4.278,TSP2,4.25
TMA-ZAIN-G-217,/MBC,B,4.388,NWS_North,BP,4.25,SF,4.181,TSP1,4.181,TSP2,4.175
TMA-ZAIN-G-218,/MBC,ONF,4.712,NWS_North,BP,4.403,BP,4.4,TSP2,4.365,ONF,4.248
TMA-ZAIN-G-219,/MBC,SF,4.659,ENP,TS,4.403,B,4.321,LB,4.244,BP,4.238
TMA-ZAIN-G-220,/MBC,SW,4.287,ENP,B,4.238,TS,4.235,ZFENP,4.204,CR,4.153
TMA-ZAIN-G-221,/MBC,TS,4.623,ENP,SF,4.592,LB,4.371,B,4.351,CF,4.324
TMA-ZAIN-G-222,/MBC,K,4.619,ENP,LB,4.355,BP,4.326,TS,4.241,BP,4.214
TMA-ZAIN-G-223,/MBC,BP,4.869,ENP,LB,4.716,CF,4.484,TS,4.429,ZFENP,4.317
TMA-ZAIN-G-224,/MBC,TS,4.572,ENP,SF,4.51,BP,4.461,CF,4.396,LB,4.369
TMA-ZAIN-G-225,/MBC,TS,4.282,ENP,ZFENP,4.258,CF,4.245,BP,4.216,B,4.189
TMA-ZAIN-G-226,/MBC,TS,4.674,ENP,SF,4.635,B,4.478,BP,4.434,CF,4.388
TMA-ZAIN-G-227,/MBC,BP,4.78,ENP,B,4.722,TS,4.652,LB,4.462,CF,4.373
TMA-ZAIN-G-228,/MBC,B,4.66,ENP,TS,4.655,SF,4.314,CF,4.293,BP,4.284
TMA-ZAIN-G-229,/MBC,B,4.444,ENP,TS,4.414,SF,4.374,CF,4.27,BP,4.178
TMA-ZAIN-G-230,/MBC,SF,4.627,ENP,TS,4.412,BP,4.394,CF,4.364,B,4.303
TMA-ZAIN-G-231,/MBC,BP,4.9,ENP,LB,4.826,CF,4.511,TS,4.431,WB,4.346
TMA-ZAIN-G-232,/MBC,TS,4.312,ENP,SF,4.279,B,4.263,SW,4.241,ZFI,4.238
