Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per,Fifth_Pop,Fifth_Per
TMA-ZAIN-G-333,/UCBBG,B,4.528,NA,TS,4.494,CF,4.362,CR,4.349,ENP,4.348
TMA-ZAIN-G-334,/UCBBG,TS,4.609,NA,BP,4.588,LB,4.582,ENP,4.553,CF,4.485
TMA-ZAIN-G-335,/UCBBG,O,4.802,NA,B,4.507,BP,4.478,CC,4.312,CR,4.295
TMA-ZAIN-G-336,/UCBBG,B,4.62,NA,TS,4.451,CC,4.4,O,4.352,ZFI,4.231
TMA-ZAIN-G-337,/UCBBG,TS,4.663,NA,B,4.546,CF,4.418,CR,4.356,WB,4.351
TMA-ZAIN-G-338,/UCBBG,K,4.521,NA,B,4.453,WB,4.324,CC,4.249,ENP,4.197
TMA-ZAIN-G-339,/UCBBG,SW,4.81,NA,TS,4.612,B,4.528,CR,4.494,ZFI,4.399
TMA-ZAIN-G-340,/UCBBG,SF,5.132,NA,B,5.085,ZFI,4.773,TS,4.62,WB,4.584
TMA-ZAIN-G-341,/UCBBG,WB,4.774,NA,SF,4.639,B,4.6,ENP,4.421,CF,4.392
TMA-ZAIN-G-342,/UCBBG,SF,4.544,NA,B,4.476,WB,4.462,SW,4.39,ENP,4.291
TMA-ZAIN-G-343,/UCBBG,B,4.576,NA,SW,4.341,ENP,4.31,K,4.288,ZFI,4.264
TMA-ZAIN-G-344,/UCBBG,B,4.391,NA,WB,4.321,K,4.264,ENP,4.258,CR,4.191
TMA-ZAIN-G-345,/UCBBG,SW,4.431,NA,B,4.392,ENP,4.286,W,4.188,BP,4.168
TMA-ZAIN-G-347,/GWL,B,4.512,NA,SF,4.408,CF,4.4,ENP,4.378,ZFI,4.348
TMA-ZAIN-G-348,/GWL,WB,4.702,NA,SF,4.575,TS,4.521,B,4.469,SW,4.469
TMA-ZAIN-G-349,/GWL,WB,4.705,NA,K,4.465,B,4.398,ENP,4.27,CF,4.232
TMA-ZAIN-G-350,/GWL,WB,4.755,NA,SF,4.555,B,4.502,CR,4.322,ENP,4.31
TMA-ZAIN-G-351,/GWL,WB,4.862,NA,SF,4.754,B,4.704,ZFI,4.475,CF,4.336
TMA-ZAIN-G-352,/GWL,TS,5.005,NA,SF,4.922,B,4.73,ZFI,4.711,SW,4.547
TMA-ZAIN-G-353,/GWL,B,4.711,NA,SF,4.604,WB,4.551,TS,4.45,ZFI,4.439
TMA-ZAIN-G-354,/GWL,TS,4.624,NA,B,4.441,ZFI,4.375,CF,4.247,SW,4.219
TMA-ZAIN-G-355,/GWL,WB,4.79,NA,SF,4.647,TS,4.583,SW,4.513,B,4.492
TMA-ZAIN-G-356,/GWL,B,4.486,NA,ENP,4.29,BP,4.277,LB,4.271,K,4.181
TMA-ZAIN-G-357,/GWL,SF,4.482,NA,TS,4.452,ZFI,4.45,WB,4.382,CR,4.369
TMA-ZAIN-G-358,/GWL,WB,4.666,NA,SF,4.601,B,4.508,CR,4.374,ZFI,4.35
TMA-ZAIN-G-359,/GWL,B,4.411,NA,ZFI,4.355,ONF,4.293,ENP,4.229,BP,4.224
TMA-ZAIN-G-360,/HPLG,B,4.98,NWS_North,SF,4.637,W,4.438,CR,4.293,ONF,4.215
TMA-ZAIN-G-361,/HPLG,B,4.848,NWS_North,TS,4.408,ONF,4.393,ZFI,4.358,BP,4.236
TMA-ZAIN-G-362,/HPLG,ONF,4.615,NWS_North,B,4.552,TSP,4.475,TSP,4.434,BP,4.299
TMA-ZAIN-G-363,/HPLG,B,4.619,NWS_North,ENP,4.496,BP,4.371,CR,4.308,CF,4.216
TMA-ZAIN-G-364,/HPLG,ONF,4.598,NWS_North,B,4.578,CR,4.376,W,4.335,ONF,4.184
TMA-ZAIN-G-365,/HPLG,B,4.677,NWS_North,ONF,4.63,CR,4.361,ONF,4.28,BP,4.142
TMA-ZAIN-G-366,/HPLG,B,4.968,NWS_North,CR,4.358,BP,4.338,O,4.223,BP,4.211
TMA-ZAIN-G-367,/NBG,TS,4.705,NWS_South,B,4.645,ENP,4.4,CR,4.341,CF,4.258
TMA-ZAIN-G-368,/NBG,B,4.917,NA,WB,4.563,CF,4.542,CR,4.512,ENP,4.463
TMA-ZAIN-G-369,/NBG,BP,4.941,NA,BP,4.559,ONF,4.537,BP,4.48,B,4.473
TMA-ZAIN-G-370,/NBG,LB,4.855,NWS_South,BP,4.581,WB,4.439,BP,4.429,ENP,4.39
TMA-ZAIN-G-371,/NBG,ONF,4.634,NWS_South,CR,4.606,B,4.453,CC,4.402,SW,4.373
TMA-ZAIN-G-372,/NBG,BP,4.656,NA,WB,4.464,B,4.404,BP,4.292,TS,4.28
TMA-ZAIN-G-373,/NBG,B,4.801,NWS_South,TSP,4.344,BP,4.316,CF,4.282,BP,4.238
TMA-ZAIN-G-374,/NBG,ONF,4.55,NWS_South,BP,4.545,BP,4.465,ENP,4.34,BP,4.293
TMA-ZAIN-G-376,/NBG,B,4.723,NWS_South,ONF,4.668,BP,4.629,BP,4.341,TSP,4.339
TMA-ZAIN-G-377,/NBG,BP,5.086,NWS_South,BP,4.769,ONF,4.7,B,4.477,ZFFDSP,4.467
TMA-ZAIN-G-378,/NBG,B,4.725,NA,TS,4.495,ZFI,4.315,CR,4.209,CF,4.191
TMA-ZAIN-G-379,/KWTFBG,CR,4.553,NA,WB,4.491,CF,4.461,SF,4.459,ENP,4.434
TMA-ZAIN-G-380,/KWTFBG,CF,4.539,NA,BP,4.444,ONF,4.41,ENP,4.326,B,4.266
TMA-ZAIN-G-381,/KWTFBG,B,4.822,NA,CR,4.315,ENP,4.295,ONF,4.291,BP,4.278
TMA-ZAIN-G-382,/KWTFBG,B,5.181,NA,BP,4.402,ZFFDSP,4.348,BP,4.332,CR,4.29
TMA-ZAIN-G-383,/KWTFBG,ONF,4.837,NA,ZFFDSP,4.821,BP,4.796,BP,4.778,B,4.492
TMA-ZAIN-G-384,/KWTFBG,B,4.801,NA,SF,4.665,O,4.424,ONF,4.364,W,4.337
TMA-ZAIN-G-385,/KWTFBG,B,4.749,Key_West,ENP,4.463,WB,4.379,BP,4.347,CF,4.277
TMA-ZAIN-G-386,/KWTFBG,LB,5.037,Key_West,TS,5.037,ENP,4.708,BP,4.691,WB,4.634
TMA-ZAIN-G-387,/KWTFBG,TS,4.555,NA,CR,4.489,ENP,4.409,ZFI,4.36,ONF,4.341
