Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per
QAc-G-0130,/TMA,Pryor,99.999,Magazine,Porter,0.001,Magazine,0,Sugar_Loaf,0
QAc-G-0131,/TMA,Pryor,87.493,Magazine,Magazine,7.857,Porter,4.65,Sugar_Loaf,0
QAc-G-0132,/TMA,Pryor,97.924,Magazine,Porter,1.959,Magazine,0.116,Sugar_Loaf,0
QAc-G-0133,/TMA,Pryor,66.973,Magazine,Porter,33.027,Magazine,0,Sugar_Loaf,0
QAc-G-0134,/TMA,Pryor,98.197,Magazine,Magazine,1.667,Porter,0.135,Sugar_Loaf,0
QAc-G-0135,/TMA,Magazine,99.831,Magazine,Porter,0.141,Sugar_Loaf,0.028,Pryor,0
QAc-G-0136,/TMA,Magazine,97.965,Magazine,Pryor,1.945,Porter,0.09,Sugar_Loaf,0
QAc-G-0137,/TMA,Magazine,99.849,Magazine,Pryor,0.147,Porter,0.004,Sugar_Loaf,0
QAc-G-0138,/TMA,Magazine,99.426,Magazine,Pryor,0.559,Sugar_Loaf,0.013,Porter,0.002
QAc-G-0139,/TMA,Magazine,99.73,Magazine,Porter,0.17,Pryor,0.1,Sugar_Loaf,0
QAc-G-0140,/TMA,Magazine,52.227,Magazine,Porter,41.021,Pryor,6.752,Sugar_Loaf,0
QAc-G-0141,/TMA,Pryor,77.992,Magazine,Magazine,21.643,Porter,0.355,Sugar_Loaf,0.009
QAc-G-0142,/TMA,Magazine,99.968,Magazine,Pryor,0.014,Porter,0.01,Sugar_Loaf,0.008
QAc-G-0143,/TMA,Porter,99.972,Magazine,Magazine,0.026,Sugar_Loaf,0.001,Pryor,0
QAc-G-0144,/TMA,Magazine,99.999,Magazine,Porter,0.001,Sugar_Loaf,0,Pryor,0
QAc-G-0145,/TMA,Magazine,57.243,Magazine,Pryor,42.724,Porter,0.033,Sugar_Loaf,0
QAc-G-0146,/TMA,Pryor,80.171,Magazine,Magazine,18.52,Porter,1.308,Sugar_Loaf,0
QAc-G-0147,/TMA,Magazine,52.803,Magazine,Porter,39.712,Pryor,7.474,Sugar_Loaf,0.012
QAc-G-0148,/TMA,Porter,97.729,Magazine,Magazine,2.15,Pryor,0.121,Sugar_Loaf,0
QAc-G-0149,/TMA,Pryor,99.507,Magazine,Porter,0.476,Magazine,0.016,Sugar_Loaf,0
QAc-G-0150,/TMA,Pryor,98.196,Magazine,Magazine,1.364,Porter,0.44,Sugar_Loaf,0
QAc-G-0151,/TMA,Pryor,92.245,Magazine,Magazine,7.717,Porter,0.038,Sugar_Loaf,0
QAc-G-0152,/TMA,Pryor,71.834,Magazine,Magazine,28.091,Porter,0.075,Sugar_Loaf,0
QAc-G-0153,/TMA,Pryor,69.416,Magazine,Magazine,25.105,Porter,5.479,Sugar_Loaf,0.001
QAc-G-0154,/TMA,Pryor,99.274,Magazine,Porter,0.58,Magazine,0.146,Sugar_Loaf,0
QAc-G-0155,/TMA,Pryor,97.166,Magazine,Magazine,2.721,Porter,0.114,Sugar_Loaf,0
QAc-G-0158,/TMA,Pryor,99.502,Magazine,Magazine,0.315,Porter,0.183,Sugar_Loaf,0
QAc-G-0159,/TMA,Porter,89.51,Magazine,Magazine,10.391,Sugar_Loaf,0.069,Pryor,0.03
QAc-G-0160,/TMA,Magazine,47.892,Magazine,Pryor,47.615,Porter,4.456,Sugar_Loaf,0.037
QAc-G-0161,/TMA,Magazine,94.678,Magazine,Pryor,5.209,Porter,0.108,Sugar_Loaf,0.006
QAc-G-0162,/TMA,Magazine,87.079,Magazine,Pryor,12.188,Porter,0.73,Sugar_Loaf,0.003
QAc-G-0163,/TMA,Magazine,87.573,Magazine,Porter,12.204,Sugar_Loaf,0.133,Pryor,0.09
QAc-G-0164,/TMA,Pryor,99.81,Magazine,Porter,0.107,Magazine,0.072,Sugar_Loaf,0.01
QAc-G-0165,/TMA,Magazine,92.946,Magazine,Pryor,6.986,Porter,0.068,Sugar_Loaf,0
QAc-G-0166,/TMA,Magazine,99.999,Magazine,Pryor,0.001,Porter,0,Sugar_Loaf,0
QAc-G-0167,/TMA,Magazine,96.978,Magazine,Pryor,2.958,Porter,0.064,Sugar_Loaf,0
QAc-G-0168,/TMA,Magazine,99.945,Magazine,Pryor,0.054,Porter,0.001,Sugar_Loaf,0
QAc-G-0169,/TMA,Porter,96.613,Magazine,Pryor,2.741,Magazine,0.64,Sugar_Loaf,0.007
QAc-G-0170,/TMA,Pryor,59.989,Magazine,Magazine,37.768,Porter,2.243,Sugar_Loaf,0
QAc-G-0171,/TMA,Pryor,91.151,Magazine,Magazine,8.352,Porter,0.497,Sugar_Loaf,0
