Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per,Fifth_Pop,Fifth_Per
TMA-ZAIN-G-24,/MBC,WB,53.895,TS,SF,38.988,ZFCR,3.352,ZFB,2.296,BP1,0.55
TMA-ZAIN-G-25,/MBC,SF,86.937,NWS_South,W,13.063,ZFSW1,0,ZFENP,0,ZFCR,0
TMA-ZAIN-G-26,/MBC,SF,99.256,OS,LB,0.541,W,0.184,ZCF,0.008,BP,0.007
TMA-ZAIN-G-27,/MBC,SF,46.806,CR,LB,35.107,W,13.625,ZFTS,2.744,BP,0.962
TMA-ZAIN-G-28,/MBC,SF,99.971,NWS_North,ZFTS,0.023,W,0.003,ZFCR,0.001,ZFENP,0.001
TMA-ZAIN-G-29,/MBC,SF,99.921,ONF,W,0.079,WB,0,ZFB,0,ZFENP,0
TMA-ZAIN-G-30,/MBC,SF,99.972,WB,W,0.011,ZFB,0.009,ZFSW1,0.003,ZFTS,0.003
TMA-ZAIN-G-31,/MBC,SF,96.921,W,W,3.078,ZFCR,0.001,ZFSW1,0,LB,0
TMA-ZAIN-G-32,/MBC,SF,80.733,SW,W,19.266,ONF,0.001,ZFSW1,0,ZFB,0
TMA-ZAIN-G-33,/MBC,SF,89.881,NWS_North,W,10.087,ONF,0.029,LB,0.002,ZFB,0
TMA-ZAIN-G-34,/MBC,SF,98.02,ONF,W,1.583,ONF,0.395,ZFB,0.002,BP2,0.001
TMA-ZAIN-G-35,/MBC,SF,87.869,ONF,W,12.13,ZFB,0.001,ZFI,0,ZFSW1,0
TMA-ZAIN-G-36,/MBC,SF,97.748,NWS_North,W,2.245,ZCF,0.005,ONF,0.001,ZFSW1,0
TMA-ZAIN-G-37,/MBC,SF,90.92,SF,W,8.448,LB,0.619,ZFK,0.005,ZCF,0.004
TMA-ZAIN-G-38,/MBC,SF,57.428,I,W,42.536,ONF,0.03,ZFB,0.002,LB,0.002
TMA-ZAIN-G-39,/MBC,SF,99.542,BP,W,0.238,ZFB,0.213,LB,0.003,ZFCR,0.002
TMA-ZAIN-G-40,/MBC,SF,97.465,BP,LB,1.274,W,0.918,BP,0.298,ZFTSP2,0.014
TMA-ZAIN-G-41,/MBC,SF,98.111,TS,ZFO,0.869,W,0.747,ZFB,0.201,ZFK,0.043
TMA-ZAIN-G-42,/MBC,SF,96.546,TS,W,3.452,ZFLTI,0.001,ZFO,0,LB,0
TMA-ZAIN-G-43,/MBC,SF,61.842,CNS,W,38.081,ZFB,0.05,ZFSW1,0.017,ZFTS,0.004
TMA-ZAIN-G-44,/MBC,SF,64.893,LB,LB,33.074,W,1.223,ZFK,0.613,BP,0.139
TMA-ZAIN-G-45,/MBC,SF,95.072,FDSP,W,1.876,LB,1.666,ZFB,0.92,BP,0.332
TMA-ZAIN-G-46,/MBC,SF,99.449,PB,W,0.502,LB,0.045,ZFK,0.004,ZFCR,0
TMA-ZAIN-G-47,/MBC,SF,99.979,CC,W,0.021,ZFSW1,0,ZFCR,0,ZFLTI,0
TMA-ZAIN-G-48,/MBC,SF,99.719,NWS_South,W,0.239,LB,0.04,ZFB,0.002,ZFK,0
TMA-ZAIN-G-49,/MBC,SF,98.022,NWS_South,W,1.943,LB,0.034,ZCF,0,BP,0
TMA-ZAIN-G-50,/MBC,SF,99.872,NWS_South,W,0.127,ZFK,0,LB,0,ZFSW1,0
TMA-ZAIN-G-51,/MBC,SF,78.745,NWS_South,LB,18.255,W,1.397,ZCF,1.366,ZFENP,0.165
TMA-ZAIN-G-52,/MBC,SF,95.172,NWS_South,LB,2.634,ZFTS,2.031,ZFB,0.041,ZFK,0.036
TMA-ZAIN-G-53,/MBC,SF,99.665,NWS_South,W,0.178,LB,0.132,ZCF,0.024,ZFENP,0
TMA-ZAIN-G-54,/MBC,SF,99.992,OS,W,0.008,ZFSW1,0,ZFCR,0,ZFO,0
TMA-ZAIN-G-55,/MBC,SF,99.999,OS,W,0.001,ZFSW1,0,ZFLTI,0,ZFO,0
TMA-ZAIN-G-56,/MBC,SF,98.027,OS,LB,1.461,W,0.264,BP,0.151,ZCF,0.069
TMA-ZAIN-G-57,/MBC,SF,99.791,OS,W,0.209,ZFSW1,0,ZFCR,0,ZFB,0
TMA-ZAIN-G-58,/MBC,SF,99.818,CR,W,0.178,ZFCR,0.003,LB,0,ZFENP,0
TMA-ZAIN-G-59,/MBC,SF,94.643,NWS_North,W,2.642,ONF,1.689,LB,0.79,ZFCR,0.178
TMA-ZAIN-G-60,/MBC,SF,78.864,NWS_North,LB,19.013,W,1.435,BP,0.286,ZCF,0.154
TMA-ZAIN-G-61,/MBC,SF,95.68,NWS_North,W,4.273,ONF,0.029,LB,0.011,ZFCR,0.006
TMA-ZAIN-G-62,/MBC,SF,99.626,NWS_North,W,0.372,ZFCR,0.001,ZFB,0,ZFSW1,0
TMA-ZAIN-G-63,/MBC,SF,90.692,NWS_North,W,9.281,ZFCR,0.018,ZFSW1,0.009,ZFB,0
TMA-ZAIN-G-64,/MBC,SF,83.861,ONF,W,16.096,ONF,0.022,ZFB,0.013,ONF,0.004
TMA-ZAIN-G-65,/MBC,SF,74.723,ONF,W,25.263,ZFB,0.014,ONF,0,ZFLTI,0
TMA-ZAIN-G-66,/MBC,SF,89.593,ONF,W,10.031,ZFB,0.295,LB,0.033,ONF,0.026
TMA-ZAIN-G-67,/MBC,SF,98.894,ONF,W,1.095,ZFB,0.01,ONF,0,BP2,0
TMA-ZAIN-G-68,/MBC,SF,98.098,ONF,W,1.901,ONF,0,ZFLTI,0,LB,0
TMA-ZAIN-G-69,/MBC,SF,81.083,ONF,W,18.855,ONF,0.059,ONF,0.001,ZFK,0.001
TMA-ZAIN-G-70,/MBC,ONF,92.024,ONF,SF,7.192,BP2,0.539,ZFTSP2,0.125,BP1,0.082
TMA-ZAIN-G-71,/MBC,SF,88.562,ONF,ZFB,9.98,W,0.872,ZFCR,0.294,ZFO,0.218
TMA-ZAIN-G-72,/MBC,SF,99.736,ONF,W,0.237,ZFSW1,0.018,ONF,0.005,ZFB,0.003
TMA-ZAIN-G-73,/MBC,SF,98.998,ONF,W,0.974,ZFSW1,0.01,ZFB,0.009,ZFCR,0.008
TMA-ZAIN-G-74,/MBC,SF,99.46,ONF,W,0.472,ZFCR,0.024,ONF,0.012,ZFB,0.011
TMA-ZAIN-G-75,/MBC,SF,99.318,ONF,W,0.652,ZFCR,0.026,ZFSW1,0.003,ZFB,0.001
TMA-ZAIN-G-76,/MBC,SF,97.261,ONF,W,2.513,ZFO,0.071,BP1,0.05,ONF,0.041
TMA-ZAIN-G-77,/MBC,SF,99.382,ONF,W,0.413,ZFSW1,0.135,ZFB,0.053,ZFCR,0.007
TMA-ZAIN-G-78,/MBC,SF,99.425,ONF,W,0.571,ONF,0.002,ZFSW1,0.001,ZFCR,0.001
TMA-ZAIN-G-79,/MBC,SF,99.813,ONF,W,0.164,ONF,0.009,ZFCR,0.007,ZFSW1,0.004
TMA-ZAIN-G-80,/MBC,SF,99.768,ONF,W,0.218,ZFB,0.012,ZFCR,0.001,ONF,0.001
TMA-ZAIN-G-81,/MBC,SF,98.656,ONF,ZFB,0.755,W,0.398,ZFCR,0.076,LB,0.064
TMA-ZAIN-G-82,/MBC,SF,98.41,ONF,W,1.589,ONF,0.001,ZFB,0,ZFCR,0
TMA-ZAIN-G-83,/MBC,SF,97.537,ONF,W,2.33,ZFB,0.115,ONF,0.014,ZFCR,0.002
TMA-ZAIN-G-84,/MBC,SF,96.672,ONF,ZFB,1.842,W,1.249,LB,0.12,ONF,0.062
TMA-ZAIN-G-85,/MBC,LB,47.975,K,SF,44.548,W,6.994,BP,0.438,ZFK,0.024
TMA-ZAIN-G-86,/MBC,LB,52.004,K,SF,44.053,W,3.458,BP,0.464,ZFB,0.008
TMA-ZAIN-G-87,/MBC,SF,78.53,K,W,16.439,LB,4.337,ZFSW1,0.657,BP,0.024
TMA-ZAIN-G-88,/MBC,SF,99.095,NWS_South,W,0.83,ONF,0.07,ZFSW1,0.003,BP2,0.001
TMA-ZAIN-G-89,/MBC,SF,99.798,NWS_South,W,0.188,ONF,0.009,ZFSW1,0.004,BP2,0.001
TMA-ZAIN-G-90,/MBC,SF,95.041,NWS_South,LB,3.937,W,0.995,BP,0.022,ZFK,0.003
TMA-ZAIN-G-91,/MBC,LB,65.174,NWS_South,SF,34.1,W,0.381,BP,0.331,ZFK,0.008
TMA-ZAIN-G-92,/MBC,SF,99.883,NWS_South,LB,0.054,W,0.04,ZFTS,0.011,ZFCR,0.006
TMA-ZAIN-G-93,/MBC,SF,99.905,NWS_South,W,0.055,ZFTS,0.023,LB,0.013,WB,0.002
TMA-ZAIN-G-94,/MBC,SF,98.259,NWS_South,W,0.914,LB,0.738,ZFCR,0.042,ZFSW1,0.034
TMA-ZAIN-G-95,/MBC,SF,99.976,WB,ZFSW1,0.017,ZFTS,0.004,W,0.001,ZFI,0.001
TMA-ZAIN-G-96,/MBC,SF,99.945,WB,W,0.047,ZFSW1,0.007,ZFTS,0,ZFCR,0
TMA-ZAIN-G-97,/MBC,SF,98.823,W,W,1.177,LB,0,ZCF,0,ONF,0
TMA-ZAIN-G-98,/MBC,SF,99.306,W,W,0.69,ONF,0.002,LB,0.001,ZFCR,0
TMA-ZAIN-G-99,/MBC,SF,71.154,W,ONF,19.127,W,9.638,LB,0.035,BP2,0.034
TMA-ZAIN-G-101,/MBC,SF,34.27,W,W,33.142,LB,30.825,BP,1.758,ZFCR,0.002
TMA-ZAIN-G-102,/MBC,SF,96.383,W,W,3.616,ZFCR,0.001,ZFSW1,0,ONF,0
TMA-ZAIN-G-103,/MBC,SF,98.11,SW,W,1.878,ZFSW1,0.012,ZFI,0,ZFCR,0
TMA-ZAIN-G-104,/MBC,SF,99.005,SW,W,0.995,ZFI,0,ZFSW1,0,LB,0
TMA-ZAIN-G-105,/MBC,SF,99.733,SW,W,0.267,ZFSW1,0,ZFCR,0,ZFI,0
TMA-ZAIN-G-106,/MBC,SF,99.582,SW,W,0.417,LB,0,ZFI,0,ZFB,0
TMA-ZAIN-G-107,/MBC,SF,96.951,NWS_North,ONF,1.718,W,0.939,BP2,0.211,BP1,0.109
TMA-ZAIN-G-108,/MBC,SF,97.542,NWS_North,W,2.286,ONF,0.118,ZFCR,0.037,ZFB,0.015
TMA-ZAIN-G-109,/MBC,SF,53.188,NWS_North,W,21.744,LB,21.181,BP,3.75,ZFB,0.087
TMA-ZAIN-G-110,/MBC,SF,75.373,NWS_North,W,24.613,ZFB,0.011,ONF,0.002,ZFCR,0.001
TMA-ZAIN-G-111,/MBC,SF,99.566,NWS_North,W,0.214,ONF,0.205,LB,0.007,ZFCR,0.003
TMA-ZAIN-G-112,/MBC,SF,99.858,NWS_North,W,0.141,ZFB,0,ZFCR,0,ZFSW1,0
TMA-ZAIN-G-113,/MBC,SF,98.871,NWS_North,W,1.121,ZFB,0.006,ZFCR,0.001,LB,0
TMA-ZAIN-G-114,/MBC,SF,90.704,NWS_North,W,9.114,ZFCR,0.113,ONF,0.066,ZFB,0.003
TMA-ZAIN-G-115,/MBC,W,64.179,NWS_North,SF,35.485,ONF,0.225,ZFCR,0.073,LB,0.035
TMA-ZAIN-G-116,/MBC,W,78.611,NWS_North,SF,21.337,ZFCR,0.048,ZFB,0.002,ZFSW1,0.001
TMA-ZAIN-G-117,/MBC,SF,98.41,ONF,W,1.589,ZFB,0,ONF,0,ZFCR,0
TMA-ZAIN-G-118,/MBC,SF,91.442,ONF,W,8.532,ZFB,0.025,ZFSW1,0.001,ZFCR,0
TMA-ZAIN-G-119,/MBC,SF,95.193,ONF,W,4.758,ZFB,0.048,ONF,0,ZFCR,0
TMA-ZAIN-G-120,/MBC,SF,96.269,ONF,W,3.731,ONF,0,ZFB,0,BP2,0
TMA-ZAIN-G-121,/MBC,SF,93.703,ONF,W,6.245,ZFB,0.052,ZFSW1,0.001,ZFI,0
TMA-ZAIN-G-122,/MBC,SF,91.46,ONF,W,8.533,ZFB,0.006,ZFSW1,0,ONF,0
TMA-ZAIN-G-123,/MBC,SF,57.66,SF,LB,38.117,W,3.621,ZFK,0.306,BP,0.178
TMA-ZAIN-G-124,/MBC,SF,80.256,I,W,19.712,ZFSW1,0.027,ZFCR,0.001,ZFB,0.001
TMA-ZAIN-G-125,/MBC,SF,99.737,LTI,W,0.209,LB,0.04,ONF,0.013,ZFLTI,0.001
TMA-ZAIN-G-126,/MBC,SF,99.875,LTI,W,0.125,ZFLTI,0,LB,0,ZFSW1,0
TMA-ZAIN-G-127,/MBC,SF,99.864,LTI,W,0.125,ZFLTI,0.007,ONF,0.003,LB,0.001
TMA-ZAIN-G-128,/MBC,SF,98.532,LTI,LB,1.06,W,0.165,ZFLTI,0.159,ONF,0.071
TMA-ZAIN-G-129,/MBC,SF,99.615,LTI,W,0.268,LB,0.08,ZFLTI,0.034,ZCF,0.001
TMA-ZAIN-G-130,/MBC,SF,99.67,LTI,W,0.223,ONF,0.101,ZFLTI,0.004,LB,0.002
TMA-ZAIN-G-131,/MBC,SF,99.777,LTI,W,0.223,ZFLTI,0,ONF,0,ZFCC,0
TMA-ZAIN-G-132,/MBC,SF,99.749,LTI,W,0.209,LB,0.04,ZFLTI,0.001,ONF,0.001
TMA-ZAIN-G-133,/MBC,SF,99.724,LTI,W,0.268,LB,0.005,ZFLTI,0.003,ZFENP,0
TMA-ZAIN-G-134,/MBC,SF,99.535,NWS_North,W,0.464,LB,0,ZFB,0,ZFLTI,0
TMA-ZAIN-G-135,/MBC,SF,99.417,NWS_North,W,0.562,ONF,0.018,ZFK,0.001,LB,0.001
TMA-ZAIN-G-136,/MBC,ONF,96.961,NWS_North,SF,2.929,W,0.044,ZFTSP2,0.029,BP2,0.026
TMA-ZAIN-G-137,/MBC,SF,99.328,NWS_North,W,0.55,ONF,0.117,BP2,0.003,BP1,0
TMA-ZAIN-G-138,/MBC,ONF,75.66,NWS_North,SF,23.878,W,0.45,BP2,0.004,LB,0.003
TMA-ZAIN-G-139,/MBC,SF,70.114,NWS_North,ONF,28.715,W,0.47,ZFTSP2,0.378,BP2,0.229
TMA-ZAIN-G-140,/MBC,SF,99.026,NWS_North,W,0.663,ONF,0.298,BP2,0.005,ZFTSP2,0.004
TMA-ZAIN-G-141,/MBC,SF,93.198,FDSP,ONF,6.085,ZFB,0.336,W,0.223,LB,0.096
TMA-ZAIN-G-142,/MBC,ONF,54.268,FDSP,SF,44.526,W,0.559,LB,0.407,BP,0.092
TMA-ZAIN-G-143,/MBC,SF,83.483,FDSP,ONF,11.429,ZFB,2.168,W,2.159,LB,0.437
TMA-ZAIN-G-144,/MBC,SF,93.47,FDSP,ONF,5.103,W,1.174,LB,0.176,BP,0.03
TMA-ZAIN-G-145,/MBC,SF,99.922,FDSP,W,0.064,LB,0.013,ZCF,0,ZFB,0
TMA-ZAIN-G-146,/MBC,SF,97.547,FDSP,W,2.45,ZFB,0.001,ONF,0.001,LB,0
TMA-ZAIN-G-147,/MBC,ONF,71.424,FDSP,SF,22.088,BP2,3.549,ZFTSP2,1.714,LB,0.577
TMA-ZAIN-G-148,/MBC,SF,93.213,FDSP,ONF,2.068,W,1.386,BP2,1.16,LB,1.054
TMA-ZAIN-G-149,/MBC,SF,94.79,FDSP,LB,2.478,ZFTSP2,2.017,ONF,0.31,W,0.212
TMA-ZAIN-G-150,/MBC,SF,96.825,FDSP,ONF,1.686,W,1.216,ZFTSP2,0.172,LB,0.063
TMA-ZAIN-G-151,/MBC,SF,97.603,FDSP,W,2.364,ZFLTI,0.021,ONF,0.008,ZFO,0.002
TMA-ZAIN-G-152,/MBC,SF,95.472,FDSP,W,4.522,ZFB,0.005,ZFCR,0,ZFO,0
TMA-ZAIN-G-153,/MBC,SF,93.578,FDSP,W,6.156,ZFB,0.265,LB,0,ZFCR,0
TMA-ZAIN-G-154,/MBC,SF,98.899,FDSP,W,0.757,ONF,0.303,ZFTSP2,0.024,BP2,0.008
TMA-ZAIN-G-155,/MBC,SF,98.757,FDSP,W,1.24,ONF,0.002,ZFB,0,LB,0
TMA-ZAIN-G-156,/MBC,ONF,83.008,FDSP,SF,16.368,W,0.617,LB,0.006,BP,0.001
TMA-ZAIN-G-157,/MBC,SF,95.102,FDSP,W,4.86,ONF,0.018,ZFB,0.009,LB,0.007
TMA-ZAIN-G-158,/MBC,SF,83.651,FDSP,ONF,10.016,W,4.334,LB,1.756,BP,0.215
TMA-ZAIN-G-159,/MBC,SF,99.819,FDSP,W,0.179,ONF,0.002,ZFB,0,ZFCR,0
TMA-ZAIN-G-160,/MBC,ONF,53.286,FDSP,SF,45.542,W,1.144,BP2,0.015,ZFCR,0.007
TMA-ZAIN-G-161,/MBC,SF,91.996,FDSP,ONF,5.021,W,2.971,BP2,0.01,ZFB,0.002
TMA-ZAIN-G-162,/MBC,SF,99.6,FDSP,W,0.335,LB,0.06,BP,0.001,ZFCR,0.001
TMA-ZAIN-G-163,/MBC,SF,97.969,FDSP,W,2.009,ZFB,0.012,ONF,0.009,ZFCR,0
TMA-ZAIN-G-164,/MBC,SF,99.086,FDSP,W,0.889,ONF,0.022,ZFB,0.002,LB,0
TMA-ZAIN-G-165,/MBC,SF,96.196,FDSP,W,3.222,ONF,0.577,LB,0.002,BP2,0.001
TMA-ZAIN-G-166,/MBC,SF,56.469,FDSP,ONF,42.353,W,0.946,BP2,0.162,ZFTSP2,0.042
TMA-ZAIN-G-167,/MBC,SF,98.704,BP2,W,1.24,ONF,0.038,LB,0.007,BP2,0.003
TMA-ZAIN-G-168,/MBC,SF,93.415,BP2,ONF,6.196,W,0.168,ZFB,0.144,BP2,0.025
TMA-ZAIN-G-169,/MBC,SF,89.547,BP2,W,7.953,ONF,1.591,ZFB,0.503,LB,0.244
TMA-ZAIN-G-170,/MBC,SF,97.66,BP2,W,2.103,ONF,0.208,LB,0.02,ZFB,0.004
TMA-ZAIN-G-171,/MBC,SF,87.309,BP2,W,10.856,ONF,1.576,LB,0.159,BP,0.081
TMA-ZAIN-G-172,/MBC,SF,68.149,BP2,ONF,29.059,W,1.467,BP2,0.643,LB,0.382
TMA-ZAIN-G-173,/MBC,SF,92.354,BP2,LB,5.23,BP,1.269,ZFB,0.548,W,0.456
TMA-ZAIN-G-174,/MBC,SF,99.066,BP2,LB,0.421,W,0.367,BP,0.066,ZFB,0.063
TMA-ZAIN-G-175,/MBC,SF,98.924,BP2,W,0.828,LB,0.215,BP,0.011,ZFB,0.009
TMA-ZAIN-G-176,/MBC,ONF,76.675,BP2,SF,17.024,BP2,2.784,LB,1.335,ZFTSP2,1.18
TMA-ZAIN-G-177,/MBC,ONF,79.363,BP2,SF,14.025,LB,2.566,BP2,1.69,ZFTSP2,1.361
TMA-ZAIN-G-178,/MBC,LB,44.641,BP2,BP,33.097,SF,12.513,ONF,6.956,ZFCR,1.032
TMA-ZAIN-G-179,/MBC,SF,73.923,BP2,ZFB,18.166,BP,3.064,W,2.188,LB,1.465
TMA-ZAIN-G-180,/MBC,BP,45.745,BP2,LB,41.134,SF,11.53,W,0.796,ZFB,0.517
TMA-ZAIN-G-181,/MBC,SF,91.481,TS,LB,4.876,W,3.541,ZFLTI,0.059,ONF,0.03
TMA-ZAIN-G-182,/MBC,SF,91.89,TS,W,7.957,ONF,0.1,ZFTSP2,0.014,BP1,0.013
TMA-ZAIN-G-183,/MBC,SF,95.388,TS,LB,3.503,W,0.824,ONF,0.213,BP,0.055
TMA-ZAIN-G-184,/MBC,SF,73.553,TS,W,26.421,ZFB,0.022,ONF,0.002,ZFTSP2,0.001
TMA-ZAIN-G-185,/MBC,SF,85.915,TS,W,14.028,ONF,0.021,ZFB,0.017,ZFTSP2,0.012
TMA-ZAIN-G-186,/MBC,SF,99.987,TS,W,0.013,ZFLTI,0,ZFB,0,ZFSW1,0
TMA-ZAIN-G-187,/MBC,SF,99.992,TS,W,0.008,ZFB,0,ZFLTI,0,ZFK,0
TMA-ZAIN-G-188,/MBC,SF,99.285,TS,W,0.672,ONF,0.039,ZFCR,0.001,ZFK,0.001
TMA-ZAIN-G-189,/MBC,SF,99.945,TS,W,0.055,ZFLTI,0,ONF,0,ZFK,0
TMA-ZAIN-G-190,/MBC,SF,91.618,TS,ZFLTI,5.994,W,2.244,ZFTSP2,0.122,BP1,0.009
TMA-ZAIN-G-191,/MBC,SF,98.117,TS,W,1.771,ZFB,0.089,ZFCR,0.018,ZFENP,0.001
TMA-ZAIN-G-192,/MBC,SF,99.938,TS,W,0.058,BP1,0.002,ZFLTI,0.001,ONF,0.001
TMA-ZAIN-G-193,/MBC,SF,92.464,TS,W,3.559,ZFLTI,3.529,ONF,0.201,ZFTSP2,0.174
TMA-ZAIN-G-194,/MBC,SF,84.559,CNS,W,15.428,ZFB,0.003,ZFSW1,0.003,ZFLTI,0.001
TMA-ZAIN-G-195,/MBC,SF,99.474,CNS,W,0.524,LB,0.001,ZFSW1,0.001,ZFTS,0
TMA-ZAIN-G-196,/MBC,SF,95.513,CNS,W,4.022,ZFCC,0.285,ZFO,0.112,ZFLTI,0.045
TMA-ZAIN-G-197,/MBC,SF,64.599,CNS,W,35.359,ZFB,0.023,ZFI,0.007,ZFSW1,0.006
TMA-ZAIN-G-198,/MBC,SF,89.303,CNS,W,10.693,LB,0.002,ZFB,0.001,ZFSW1,0.001
TMA-ZAIN-G-199,/MBC,SF,69.899,CNS,W,28.696,ZFB,1.37,LB,0.015,ZFO,0.005
TMA-ZAIN-G-200,/MBC,SF,99.995,CNS,W,0.005,ZFLTI,0,ZFB,0,ZFK,0
TMA-ZAIN-G-201,/MBC,SF,83.186,LB,W,16.418,ZFSW1,0.304,ZFB,0.032,ZFTS,0.017
TMA-ZAIN-G-202,/MBC,SF,99.923,LB,W,0.067,ZFK,0.006,LB,0.004,ZFENP,0
TMA-ZAIN-G-203,/MBC,LB,73.434,LB,SF,14.131,BP,8.264,W,3.347,ZFK,0.808
TMA-ZAIN-G-204,/MBC,SF,86.711,LB,W,12.778,ONF,0.402,LB,0.05,ZFCR,0.025
TMA-ZAIN-G-205,/MBC,LB,96.778,LB,SF,2.167,BP,0.773,W,0.272,ZFK,0.005
TMA-ZAIN-G-206,/MBC,SF,96.824,LB,LB,2.749,W,0.391,ZFK,0.024,BP,0.006
TMA-ZAIN-G-207,/MBC,LB,48.029,LB,W,29.994,SF,21.237,ZFB,0.258,BP,0.232
TMA-ZAIN-G-208,/MBC,SF,91.406,FDSP,W,8.584,ZFSW1,0.01,ZFB,0,ZFCR,0
TMA-ZAIN-G-209,/MBC,SF,99.17,FDSP,W,0.822,ZFB,0.007,ONF,0,BP2,0
TMA-ZAIN-G-210,/MBC,SF,99.71,FDSP,W,0.282,ONF,0.006,ZFTSP2,0.001,LB,0.001
TMA-ZAIN-G-211,/MBC,SF,92.63,FDSP,W,6.399,LB,0.87,BP,0.072,ZFB,0.013
TMA-ZAIN-G-212,/MBC,SF,98.354,FDSP,W,1.482,LB,0.129,ONF,0.025,ZFTSP2,0.004
TMA-ZAIN-G-213,/MBC,LB,70.573,FDSP,BP,28.101,SF,1.141,W,0.158,ZFB,0.024
TMA-ZAIN-G-214,/MBC,SF,99.275,NWS_North,ONF,0.618,LB,0.046,W,0.045,ZFTSP2,0.016
TMA-ZAIN-G-215,/MBC,SF,98.341,NWS_North,ONF,1.577,W,0.079,BP1,0.001,ZFTSP2,0.001
TMA-ZAIN-G-216,/MBC,SF,99.956,NWS_North,W,0.04,ONF,0.003,BP1,0,ZFTSP2,0
TMA-ZAIN-G-217,/MBC,SF,99.994,NWS_North,W,0.006,ZFLTI,0,ONF,0,LB,0
TMA-ZAIN-G-218,/MBC,ONF,87.131,NWS_North,SF,12.567,ZFTSP2,0.125,W,0.095,BP2,0.068
TMA-ZAIN-G-219,/MBC,SF,99.997,ENP,W,0.003,LB,0,ZFCR,0,ZFB,0
TMA-ZAIN-G-220,/MBC,SF,99.942,ENP,W,0.057,LB,0,ZFSW1,0,ZFCR,0
TMA-ZAIN-G-221,/MBC,SF,99.948,ENP,W,0.051,LB,0.001,ZCF,0,ZFTS,0
TMA-ZAIN-G-222,/MBC,SF,98.159,ENP,ZFK,1.733,LB,0.097,W,0.011,ZFLTI,0
TMA-ZAIN-G-223,/MBC,SF,97.262,ENP,LB,2.147,W,0.471,ZCF,0.092,BP,0.027
TMA-ZAIN-G-224,/MBC,SF,99.984,ENP,W,0.016,LB,0,ZCF,0,ZFK,0
TMA-ZAIN-G-225,/MBC,SF,99.888,ENP,W,0.112,LB,0,ZFSW1,0,ZFCR,0
TMA-ZAIN-G-226,/MBC,SF,99.986,ENP,W,0.013,ZFTS,0,LB,0,ZFB,0
TMA-ZAIN-G-227,/MBC,SF,99.487,ENP,W,0.284,ZFB,0.132,ZFTS,0.039,LB,0.03
