Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per
QAc-G-0053,/DBG,Magazine,27.35,Pryor,Porter,26.15,Pryor,24.54,Sugar_Loaf,21.959
QAc-G-0054,/DBG,Sugar_Loaf,26.668,Pryor,Magazine,25.304,Pryor,24.673,Porter,23.354
QAc-G-0055,/DBG,Sugar_Loaf,26.587,Pryor,Magazine,26.115,Porter,24.103,Pryor,23.196
QAc-G-0056,/DBG,Magazine,26.133,Pryor,Pryor,26.128,Porter,25.139,Sugar_Loaf,22.6
QAc-G-0057,/DBG,Magazine,28.506,Pryor,Pryor,24.081,Sugar_Loaf,23.745,Porter,23.668
QAc-G-0058,/DBG,Pryor,26.312,Pryor,Magazine,25.431,Porter,25.002,Sugar_Loaf,23.255
QAc-G-0059,/DBG,Pryor,25.513,Pryor,Sugar_Loaf,25.258,Magazine,25.117,Porter,24.111
QAc-G-0060,/DBG,Magazine,27.228,Pryor,Porter,25.074,Pryor,24.057,Sugar_Loaf,23.64
QAc-G-0061,/AA,Magazine,27.123,NA,Pryor,26.634,Porter,25.145,Sugar_Loaf,21.098
QAc-G-0062,/AA,Pryor,26.383,NA,Magazine,26.183,Porter,25.692,Sugar_Loaf,21.742
QAc-G-0063,/AA,Pryor,28.966,NA,Magazine,24.961,Porter,24.459,Sugar_Loaf,21.615
QAc-G-0064,/AA,Pryor,29.709,Magazine,Porter,25.575,Magazine,23.774,Sugar_Loaf,20.942
QAc-G-0065,/AA,Porter,28.563,Magazine,Pryor,27.173,Magazine,23.952,Sugar_Loaf,20.312
QAc-G-0066,/AA,Pryor,27.885,Magazine,Magazine,25.901,Sugar_Loaf,23.416,Porter,22.797
QAc-G-0067,/AA,Pryor,27.846,Magazine,Porter,26.742,Magazine,25.873,Sugar_Loaf,19.539
QAc-G-0068,/AA,Pryor,27.108,Magazine,Porter,26.333,Sugar_Loaf,23.417,Magazine,23.142
QAc-G-0070,/AA,Pryor,29.113,Magazine,Magazine,26.475,Porter,24.807,Sugar_Loaf,19.606
QAc-G-0071,/AA,Magazine,28.236,Magazine,Pryor,25.3,Sugar_Loaf,24.317,Porter,22.147
QAc-G-0072,/AA,Pryor,29.289,Magazine,Magazine,25.518,Porter,25.334,Sugar_Loaf,19.859
QAc-G-0073,/AA,Pryor,27.223,NA,Magazine,26.315,Sugar_Loaf,23.458,Porter,23.004
QAc-G-0074,/AA,Pryor,28.519,NA,Porter,24.849,Magazine,23.486,Sugar_Loaf,23.146
QAc-G-0075,/AA,Magazine,27.665,NA,Sugar_Loaf,24.887,Porter,24.068,Pryor,23.38
QAc-G-0076,/AA,Magazine,26.948,NA,Porter,24.715,Pryor,24.58,Sugar_Loaf,23.757
QAc-G-0077,/AA,Magazine,29.133,Pryor,Pryor,25.333,Porter,24.787,Sugar_Loaf,20.747
QAc-G-0078,/AA,Magazine,27.773,Pryor,Pryor,26.262,Porter,23.742,Sugar_Loaf,22.223
QAc-G-0079,/AA,Magazine,27.356,Pryor,Pryor,26.253,Sugar_Loaf,23.213,Porter,23.178
QAc-G-0080,/AA,Pryor,25.541,Pryor,Sugar_Loaf,24.924,Porter,24.88,Magazine,24.655
QAc-G-0081,/AA,Magazine,26.769,NA,Sugar_Loaf,25.619,Porter,25.321,Pryor,22.291
QAc-G-0082,/AA,Porter,25.784,NA,Sugar_Loaf,25.691,Magazine,25.312,Pryor,23.213
QAc-G-0083,/AA,Pryor,31.906,Magazine,Magazine,25.957,Porter,23.062,Sugar_Loaf,19.075
QAc-G-0106,/TMA,Magazine,27.531,Magazine,Pryor,25.828,Porter,23.927,Sugar_Loaf,22.713
QAc-G-0107,/TMA,Magazine,28.887,Magazine,Porter,24.857,Pryor,24.686,Sugar_Loaf,21.569
QAc-G-0108,/TMA,Magazine,26.724,Magazine,Pryor,25.119,Porter,24.829,Sugar_Loaf,23.328
QAc-G-0109,/TMA,Magazine,28.241,Magazine,Pryor,24.882,Porter,24.415,Sugar_Loaf,22.461
QAc-G-0110,/TMA,Magazine,27.37,Magazine,Pryor,25.206,Porter,24.209,Sugar_Loaf,23.215
QAc-G-0111,/TMA,Magazine,27.877,Magazine,Porter,25.807,Pryor,23.827,Sugar_Loaf,22.489
QAc-G-0112,/TMA,Magazine,27.719,Magazine,Pryor,24.245,Sugar_Loaf,24.053,Porter,23.983
QAc-G-0113,/TMA,Magazine,27.54,Magazine,Sugar_Loaf,24.804,Porter,24.69,Pryor,22.966
QAc-G-0114,/TMA,Magazine,26.932,Magazine,Sugar_Loaf,24.902,Pryor,24.178,Porter,23.988
QAc-G-0115,/TMA,Porter,27.89,Magazine,Magazine,25.336,Sugar_Loaf,23.853,Pryor,22.921
QAc-G-0116,/TMA,Magazine,28.432,Magazine,Pryor,24.46,Porter,24.327,Sugar_Loaf,22.781
QAc-G-0117,/TMA,Porter,28.003,Magazine,Pryor,26.213,Magazine,25.601,Sugar_Loaf,20.183
QAc-G-0118,/TMA,Magazine,26.728,Magazine,Sugar_Loaf,25.809,Porter,24.52,Pryor,22.944
QAc-G-0119,/TMA,Magazine,27.015,Magazine,Sugar_Loaf,26.988,Porter,24.774,Pryor,21.223
QAc-G-0120,/TMA,Magazine,25.993,Magazine,Porter,25.726,Sugar_Loaf,24.295,Pryor,23.986
QAc-G-0121,/TMA,Pryor,26.601,Magazine,Porter,25.406,Magazine,25.084,Sugar_Loaf,22.91
QAc-G-0122,/TMA,Pryor,30.135,Magazine,Porter,24.97,Magazine,24.338,Sugar_Loaf,20.557
QAc-G-0123,/TMA,Porter,27.043,Magazine,Magazine,25.447,Pryor,25.19,Sugar_Loaf,22.32
QAc-G-0124,/TMA,Porter,27.432,Magazine,Pryor,27.4,Magazine,24.542,Sugar_Loaf,20.626
QAc-G-0125,/TMA,Pryor,30.022,Magazine,Porter,26.276,Magazine,24.923,Sugar_Loaf,18.779
QAc-G-0126,/TMA,Porter,27.061,Magazine,Pryor,27.049,Magazine,24.62,Sugar_Loaf,21.27
QAc-G-0127,/TMA,Pryor,30.419,Magazine,Porter,28.091,Magazine,20.751,Sugar_Loaf,20.739
QAc-G-0128,/TMA,Porter,28.636,Magazine,Pryor,26.748,Magazine,24.451,Sugar_Loaf,20.165
