Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per,Fifth_Pop,Fifth_Per
TMA-ZAIN-G-124,/MBC,SW,8.046,I,B,7.293,TS,6.222,SW,6.004,ZFI,5.852
TMA-ZAIN-G-125,/MBC,WB,5.831,LTI,CF,5.807,LTI,5.727,ENP,5.556,TSP,4.742
TMA-ZAIN-G-126,/MBC,ENP,5.712,LTI,CF,5.472,LTI,5.449,CC,4.498,WB,4.411
TMA-ZAIN-G-127,/MBC,ENP,7.08,LTI,CF,5.677,LTI,5.44,LB,5.125,BP,5.029
TMA-ZAIN-G-128,/MBC,LTI,6.178,LTI,ENP,5.817,CF,5.504,BP,4.954,TSP,4.9
TMA-ZAIN-G-129,/MBC,LTI,7.453,LTI,WB,6.86,ONF,5.271,ENP,5.081,BP,4.993
TMA-ZAIN-G-130,/MBC,LTI,5.788,LTI,WB,5.062,CF,4.828,TS,4.692,BP,4.577
TMA-ZAIN-G-131,/MBC,ENP,6.733,LTI,LTI,5.961,CF,5.207,WB,4.825,CNS,4.673
TMA-ZAIN-G-132,/MBC,ENP,6.91,LTI,WB,5.962,LTI,5.878,CF,5.77,TSP,4.737
TMA-ZAIN-G-133,/MBC,WB,6.985,LTI,LTI,6.706,ENP,5.579,BP,5.484,TSP,5.478
TMA-ZAIN-G-134,/MBC,BP,8.237,NWS_North,LB,7.651,K,6.533,ENP,6.361,CF,5.071
TMA-ZAIN-G-135,/MBC,BP,6.348,NWS_North,LB,6.13,K,5.544,ENP,5.436,CF,4.941
TMA-ZAIN-G-136,/MBC,LB,7.243,NWS_North,K,6.707,BP,5.444,CF,5.167,TSP,5.13
TMA-ZAIN-G-137,/MBC,CC,6.265,NWS_North,ONF,5.389,BP,5.08,LTI,4.898,BP,4.824
TMA-ZAIN-G-138,/MBC,LB,8.201,NWS_North,K,6.181,BP,5.654,CF,5.42,TSP,5.367
TMA-ZAIN-G-139,/MBC,BP,6.216,NWS_North,CC,5.534,O,5.43,TSP,5.32,BP,5.226
TMA-ZAIN-G-140,/MBC,BP,5.742,NWS_North,K,5.363,O,5.348,LB,5.248,TSP,5.142
TMA-ZAIN-G-141,/MBC,BP,7.774,FDSP,ZFFDSP,6.963,BP,6.82,TSP,6.07,ONF,5.163
TMA-ZAIN-G-142,/MBC,BP,6.125,FDSP,ENP,6.023,TSP,5.837,BP,5.464,ZFFDSP,5.256
TMA-ZAIN-G-143,/MBC,BP,7.535,FDSP,ZFFDSP,6.951,BP,6.495,TSP,6.417,TSP,5.797
TMA-ZAIN-G-144,/MBC,TSP,6.641,FDSP,BP,6.448,WB,6.198,LTI,5.945,TSP,5.942
TMA-ZAIN-G-145,/MBC,K,7.808,FDSP,BP,6.252,O,6.226,BP,5.188,TSP,5.116
TMA-ZAIN-G-146,/MBC,ONF,7.434,FDSP,ZFFDSP,6.409,BP,6.37,BP,5.784,ENP,5.763
TMA-ZAIN-G-147,/MBC,BP,6.338,FDSP,BP,5.477,TSP,5.302,ZFFDSP,5.175,ENP,4.953
TMA-ZAIN-G-148,/MBC,CC,5.394,FDSP,BP,5.272,ENP,4.743,LTI,4.725,O,4.634
TMA-ZAIN-G-149,/MBC,BP,5.823,FDSP,O,5.63,BP,5.372,CC,5.28,TSP,5.221
TMA-ZAIN-G-150,/MBC,BP,5.979,FDSP,O,5.976,CC,5.794,BP,5.214,TSP,5.213
TMA-ZAIN-G-151,/MBC,CC,7.025,FDSP,O,5.257,BP,5.095,BP,5.056,TSP,4.42
TMA-ZAIN-G-152,/MBC,ENP,7.633,FDSP,BP,5.189,BP,5.07,BP,4.865,LB,4.766
TMA-ZAIN-G-153,/MBC,BP,6.432,FDSP,BP,5.902,ZFFDSP,5.041,SW,5.004,SW,4.804
TMA-ZAIN-G-154,/MBC,BP,7.168,FDSP,BP,7.164,ZFFDSP,6.697,ONF,5.534,TSP,5.34
TMA-ZAIN-G-155,/MBC,ENP,6.914,FDSP,BP,5.175,K,4.999,LB,4.995,BP,4.958
TMA-ZAIN-G-156,/MBC,BP,6.851,FDSP,ZFFDSP,5.958,BP,5.769,LB,5.763,K,5.28
TMA-ZAIN-G-157,/MBC,ENP,6.357,FDSP,LB,5.831,BP,5.46,BP,5.275,K,5.213
TMA-ZAIN-G-158,/MBC,LB,7.559,FDSP,ENP,6.072,BP,5.757,TSP,5.44,K,5.332
TMA-ZAIN-G-159,/MBC,ENP,6.917,FDSP,BP,5.603,LB,5.161,K,5.089,BP,5.072
TMA-ZAIN-G-160,/MBC,BP,7.334,FDSP,ZFFDSP,6.994,ONF,6.602,BP,6.173,TSP,5.401
TMA-ZAIN-G-161,/MBC,BP,7.244,FDSP,BP,6.705,ZFFDSP,6.313,ONF,6.267,ONF,4.686
TMA-ZAIN-G-162,/MBC,K,7.152,FDSP,BP,6.546,O,5.8,TSP,5.421,BP,5.1
TMA-ZAIN-G-163,/MBC,BP,6.82,FDSP,BP,5.689,ZFFDSP,5.462,K,5.459,B,5.396
TMA-ZAIN-G-164,/MBC,BP,7.367,FDSP,BP,5.858,K,5.788,ZFFDSP,5.611,ONF,4.994
TMA-ZAIN-G-165,/MBC,BP,6.584,FDSP,BP,6.269,ZFFDSP,5.95,ONF,5.757,ENP,5.657
TMA-ZAIN-G-166,/MBC,BP,8.566,FDSP,BP,7.82,ZFFDSP,6.858,ONF,5.59,TSP,5.023
TMA-ZAIN-G-167,/MBC,BP,7.281,BP,ZFFDSP,5.987,TSP,5.596,ENP,5.47,CF,5.466
TMA-ZAIN-G-168,/MBC,BP,6.825,BP,BP,6.284,ZFFDSP,5.28,TSP,5.129,ONF,5.016
TMA-ZAIN-G-169,/MBC,BP,6.046,BP,ONF,5.596,SW,5.414,BP,5.335,ZFFDSP,4.869
TMA-ZAIN-G-170,/MBC,ONF,7.298,BP,ZFFDSP,5.96,BP,5.902,BP,5.825,LTI,5.69
TMA-ZAIN-G-171,/MBC,ENP,7.433,BP,CF,7.273,LB,5.606,TSP,5.171,O,5.052
TMA-ZAIN-G-172,/MBC,ONF,7.079,BP,BP,7.056,BP,6.899,ZFFDSP,6.726,LTI,4.934
TMA-ZAIN-G-173,/MBC,ENP,6.924,BP,LB,5.795,BP,5.764,CF,5.618,TSP,5.451
TMA-ZAIN-G-174,/MBC,ENP,8.965,BP,CF,6.339,TSP,5.401,BP,5.105,LB,5.044
TMA-ZAIN-G-175,/MBC,BP,7.736,BP,ZFFDSP,6.825,BP,6.427,LTI,6.199,ONF,5.474
TMA-ZAIN-G-176,/MBC,BP,7.224,BP,BP,6.984,ZFFDSP,6.789,ONF,5.97,TSP,5.242
TMA-ZAIN-G-177,/MBC,BP,7.616,BP,ZFFDSP,6.698,BP,6.675,TSP,5.77,ONF,5.519
TMA-ZAIN-G-178,/MBC,LB,7.441,BP,ENP,6.794,TSP,6.108,BP,5.878,CF,5.073
TMA-ZAIN-G-179,/MBC,O,6.072,BP,LB,6.031,B,5.921,TSP,5.481,K,5.459
TMA-ZAIN-G-180,/MBC,ENP,7.816,BP,LB,7.396,TSP,6.365,BP,6.107,BP,5.729
TMA-ZAIN-G-181,/MBC,LTI,6.62,TS,ONF,5.581,ENP,5.495,TSP,5.334,BP,5.276
TMA-ZAIN-G-182,/MBC,TSP,6.519,TS,LB,6.116,ENP,5.604,O,5.369,TSP,5.363
TMA-ZAIN-G-183,/MBC,LB,7.325,TS,O,6.758,TSP,6.05,K,5.974,ENP,5.421
TMA-ZAIN-G-184,/MBC,TSP,7.002,TS,LB,6.78,TSP,5.758,O,5.332,ENP,5.065
TMA-ZAIN-G-185,/MBC,B,6.014,TS,BP,5.671,K,5.497,TSP,5.486,ONF,4.978
TMA-ZAIN-G-186,/MBC,BP,6.506,TS,K,6.258,TS,5.951,SW,5.483,BP,5.395
TMA-ZAIN-G-187,/MBC,ENP,5.846,TS,SW,5.416,CF,5.202,TS,5.116,BP,5.11
TMA-ZAIN-G-188,/MBC,ENP,6.53,TS,CF,5.808,TSP,5.425,BP,5.389,LB,5.261
TMA-ZAIN-G-189,/MBC,BP,6.239,TS,BP,5.802,TSP,5.543,ZFFDSP,5.538,ENP,5.012
TMA-ZAIN-G-190,/MBC,LTI,6.235,TS,BP,5.827,ZFFDSP,5.638,TSP,5.526,CF,5.208
TMA-ZAIN-G-191,/MBC,ENP,7.606,TS,WB,6.537,TSP,5.673,TSP,5.219,BP,4.897
TMA-ZAIN-G-192,/MBC,BP,7.975,TS,BP,6.486,ZFFDSP,6.475,K,6.173,TSP,5.435
TMA-ZAIN-G-193,/MBC,CF,6.049,TS,LB,5.964,TSP,5.2,ENP,5.101,BP,4.93
TMA-ZAIN-G-194,/MBC,CNS,10.557,CNS,ENP,6.279,CC,6.18,O,5.989,TSP,4.538
TMA-ZAIN-G-195,/MBC,CC,6.302,CNS,CNS,6.135,ENP,5.955,O,4.789,CF,4.725
TMA-ZAIN-G-196,/MBC,ENP,7.503,CNS,CNS,7.464,CC,5.736,WB,5.227,O,5.087
TMA-ZAIN-G-197,/MBC,CNS,10.878,CNS,ENP,6.583,CC,5.981,O,5.707,TSP,4.763
TMA-ZAIN-G-198,/MBC,CNS,6.619,CNS,CC,6.094,ENP,5.532,O,5.012,CF,4.495
TMA-ZAIN-G-199,/MBC,CNS,10.356,CNS,ENP,6.752,CC,5.677,O,5.538,TSP,5.017
TMA-ZAIN-G-200,/MBC,ENP,6.67,CNS,BP,6.112,K,5.906,CF,5.366,BP,5.129
TMA-ZAIN-G-201,/MBC,ENP,6.729,LB,O,5.538,CC,5.509,LB,5.442,CNS,5.272
TMA-ZAIN-G-202,/MBC,BP,8.715,LB,ENP,7.878,LB,5.413,CNS,4.644,CF,4.541
TMA-ZAIN-G-203,/MBC,BP,15.121,LB,LB,7.515,ENP,6.197,K,4.603,CF,4.597
TMA-ZAIN-G-204,/MBC,CNS,9.239,LB,CC,7.025,O,6.053,ENP,5.207,TSP,4.505
TMA-ZAIN-G-205,/MBC,BP,10.852,LB,LB,9.122,K,6.805,ENP,5.306,B,5.247
TMA-ZAIN-G-206,/MBC,LB,11.157,LB,BP,8.951,K,7.712,ENP,5.562,CF,5.297
TMA-ZAIN-G-207,/MBC,LB,12.902,LB,BP,11.233,K,6.365,ENP,5.668,CF,4.942
TMA-ZAIN-G-208,/MBC,TS,7.039,FDSP,SW,5.852,WB,5.368,BP,5.001,O,4.981
TMA-ZAIN-G-209,/MBC,BP,6.722,FDSP,LTI,6.101,BP,5.487,ZFFDSP,5.403,ONF,5.317
TMA-ZAIN-G-210,/MBC,CC,5.549,FDSP,ENP,5.297,K,5.201,LB,5.026,O,4.925
TMA-ZAIN-G-211,/MBC,ENP,8.428,FDSP,TSP,6.194,TSP,5.878,O,5.546,BP,5.251
TMA-ZAIN-G-212,/MBC,ENP,6.948,FDSP,TSP,5.662,BP,5.258,O,5.162,TSP,5.108
TMA-ZAIN-G-213,/MBC,BP,8.474,FDSP,ENP,7.388,LB,7.087,TSP,6.515,TSP,5.494
TMA-ZAIN-G-214,/MBC,BP,6.491,NWS_North,LB,6.391,K,6.131,ZFFDSP,5.747,TSP,5.557
TMA-ZAIN-G-215,/MBC,CF,5.025,NWS_North,LTI,4.9,BP,4.872,LB,4.748,ENP,4.673
TMA-ZAIN-G-216,/MBC,K,5.165,NWS_North,BP,5.135,LB,4.97,ENP,4.919,CF,4.838
TMA-ZAIN-G-217,/MBC,ENP,6.039,NWS_North,BP,5.389,LB,5.356,CF,5.233,K,5.198
TMA-ZAIN-G-218,/MBC,LTI,5.2,NWS_North,BP,5.016,CC,4.834,TSP,4.564,CF,4.564
TMA-ZAIN-G-219,/MBC,ENP,8.673,ENP,BP,6.576,CF,5.629,LTI,4.571,LB,4.537
TMA-ZAIN-G-220,/MBC,BP,9.145,ENP,ENP,7.285,LB,5.978,K,5.591,CF,5.277
TMA-ZAIN-G-221,/MBC,ENP,8.924,ENP,BP,5.492,WB,5.318,CF,4.66,K,4.494
TMA-ZAIN-G-222,/MBC,BP,10.166,ENP,LB,7.405,ENP,7.281,K,6.024,CF,5.497
TMA-ZAIN-G-223,/MBC,BP,8.674,ENP,ENP,8.35,LB,5.437,CF,5.35,K,4.881
TMA-ZAIN-G-224,/MBC,ENP,7.248,ENP,BP,6.636,CF,5.933,ZFCR,5.029,LB,4.78
TMA-ZAIN-G-225,/MBC,ENP,8.459,ENP,BP,6.518,CF,5.544,LB,5.351,K,5.294
TMA-ZAIN-G-226,/MBC,ENP,8.227,ENP,BP,8.004,LB,5.371,CF,5.194,CNS,4.759
TMA-ZAIN-G-227,/MBC,BP,9.918,ENP,ENP,9.428,LB,6.874,CF,5.565,K,5.511
TMA-ZAIN-G-228,/MBC,BP,8.535,ENP,ENP,8.101,LB,5.385,CF,5.019,CNS,4.876
TMA-ZAIN-G-229,/MBC,ENP,8.19,ENP,CF,7.14,K,6.13,LB,5.692,BP,5.195
TMA-ZAIN-G-230,/MBC,BP,9.82,ENP,ENP,8.94,CF,5.523,LB,5.505,K,4.616
TMA-ZAIN-G-231,/MBC,ENP,7.561,ENP,CF,6.384,LB,6.077,K,6.042,BP,5.62
TMA-ZAIN-G-232,/MBC,K,7.197,ENP,SW,5.741,TS,5.562,B,5.257,CF,4.861
TMA-ZAIN-G-233,/MBC,K,6.296,ENP,B,5.433,SW,5.414,LB,5.262,TS,5.112
TMA-ZAIN-G-234,/MBC,BP,8.635,ENP,ENP,7.12,LB,6.06,CF,5.409,K,4.814
TMA-ZAIN-G-235,/MBC,ENP,6.738,ENP,CC,6.014,O,5.118,CNS,4.81,CF,4.713
TMA-ZAIN-G-236,/MBC,LB,7.414,ENP,ENP,7.237,K,6.932,CF,5.612,BP,5.567
TMA-ZAIN-G-237,/MBC,BP,11.063,ENP,ENP,7.866,LB,6.744,K,5.545,CF,5.08
TMA-ZAIN-G-238,/MBC,K,7.472,ENP,ENP,7.208,LB,6.589,BP,5.973,CF,5.802
TMA-ZAIN-G-239,/MBC,K,7.33,ENP,LB,6.73,BP,6.595,ENP,5.962,CF,5.481
TMA-ZAIN-G-240,/MBC,LB,6.657,PB,BP,6.531,K,5.821,ENP,5.05,CF,4.755
TMA-ZAIN-G-241,/MBC,BP,13.717,PB,LB,6.827,ENP,6.781,K,4.905,CF,4.682
TMA-ZAIN-G-242,/MBC,BP,14.376,PB,LB,6.976,ENP,6.433,K,4.679,CF,4.647
TMA-ZAIN-G-243,/MBC,BP,15.237,PB,LB,6.844,ENP,6.434,K,4.698,CF,4.592
TMA-ZAIN-G-244,/MBC,BP,12.893,PB,LB,6.535,ENP,6.266,K,4.996,CF,4.647
TMA-ZAIN-G-245,/MBC,BP,14.837,PB,LB,6.752,ENP,6.522,CF,4.687,K,4.654
TMA-ZAIN-G-246,/MBC,BP,13.717,PB,LB,6.896,ENP,6.501,K,4.743,CF,4.715
TMA-ZAIN-G-248,/MBC,BP,9.063,PB,ENP,6.14,LB,5.828,K,5.485,CF,4.648
TMA-ZAIN-G-249,/MBC,BP,12.853,PB,LB,6.431,ENP,6.142,K,5.09,CF,4.544
TMA-ZAIN-G-250,/MBC,BP,14.556,PB,ENP,6.902,LB,6.668,K,4.787,CF,4.718
TMA-ZAIN-G-251,/MBC,BP,12.744,PB,ENP,6.699,LB,6.467,K,5.234,CF,4.664
TMA-ZAIN-G-252,/MBC,BP,9.375,PB,ENP,6.006,LB,5.891,K,5.313,CF,4.688
TMA-ZAIN-G-253,/MBC,ENP,6.466,CC,CC,6.037,O,5.687,WB,5.355,CNS,4.997
TMA-ZAIN-G-254,/MBC,CC,7.258,CC,CNS,5.436,O,5.141,ENP,5.018,CF,4.125
TMA-ZAIN-G-255,/MBC,CC,6.777,CC,O,5.372,K,5.296,ENP,4.922,LB,4.809
TMA-ZAIN-G-256,/MBC,ENP,7.298,CC,WB,5.306,BP,5.306,CC,5.293,O,5.113
TMA-ZAIN-G-257,/MBC,CC,8.494,CC,O,5.386,CNS,5.268,ENP,4.423,BP,4.126
TMA-ZAIN-G-258,/MBC,CC,6.593,CC,O,5.501,K,5.477,LB,5.274,CNS,4.974
TMA-ZAIN-G-259,/MBC,CC,5.986,CC,ENP,5.782,CNS,5.344,O,5.141,LB,4.99
TMA-ZAIN-G-260,/MBC,CC,6.181,CC,ENP,5.938,O,5.097,CNS,4.923,BP,4.873
TMA-ZAIN-G-261,/MBC,CC,7.349,CC,O,5.662,K,5.276,ENP,4.915,CNS,4.768
TMA-ZAIN-G-262,/MBC,CC,8.508,CC,CNS,5.804,O,5.407,ENP,4.288,LTI,4.259
TMA-ZAIN-G-263,/MBC,CC,6.766,CC,ENP,5.96,CNS,5.398,WB,5.165,O,5.122
TMA-ZAIN-G-264,/MBC,ENP,7.059,CC,CC,5.692,O,5.468,LB,5.173,BP,5.112
TMA-ZAIN-G-265,/MBC,CC,6.937,CC,O,6.094,K,6.036,ENP,5.492,SW,4.65
TMA-ZAIN-G-266,/MBC,CC,8.363,CC,O,5.705,CNS,5.26,ENP,4.674,SW,4.62
TMA-ZAIN-G-267,/MBC,LB,9.252,NWS_South,K,8.367,BP,7.091,ENP,6.024,CF,5.307
TMA-ZAIN-G-268,/MBC,CC,6.951,NWS_South,CNS,6.467,ENP,5.91,O,5.546,WB,5.163
TMA-ZAIN-G-269,/MBC,TS,7.895,NWS_South,SW,5.951,O,5.233,BP,5.175,CC,5.048
TMA-ZAIN-G-270,/MBC,SW,7.179,TS,TS,6.921,SW,5.625,ZFSF,5.151,WB,4.75
TMA-ZAIN-G-271,/MBC,SW,6.933,TS,TS,6.488,K,5.211,B,4.915,ZFSF,4.557
TMA-ZAIN-G-272,/MBC,SW,6.75,TS,TS,6.55,K,5.635,B,4.861,BP,4.501
TMA-ZAIN-G-273,/MBC,SW,8.542,TS,TS,7.444,B,5.493,K,5.102,SW,4.603
TMA-ZAIN-G-274,/MBC,K,7.431,TS,SW,5.715,B,5.608,TS,5.411,LB,4.923
TMA-ZAIN-G-275,/MBC,K,7.081,TS,B,5.791,SW,5.489,TS,5.405,LB,5.131
TMA-ZAIN-G-276,/MBC,TS,10.577,TS,SW,8.155,B,5.244,SW,5.036,O,4.901
TMA-ZAIN-G-277,/MBC,TS,6.65,TS,K,6.187,SW,6.034,B,5.497,CF,4.818
TMA-ZAIN-G-278,/MBC,K,7.263,TS,TS,6.121,SW,5.824,B,5.336,CF,4.84
TMA-ZAIN-G-279,/MBC,TS,7.302,TS,CC,6.822,O,5.274,SW,5.27,SW,4.823
TMA-ZAIN-G-280,/MBC,TS,7.102,TS,K,5.792,CC,5.678,O,5.621,SW,5.345
TMA-ZAIN-G-281,/MBC,TS,7.504,TS,SW,5.85,CC,4.941,B,4.91,SW,4.526
TMA-ZAIN-G-282,/MBC,B,6.252,TS,K,6.143,TS,5.581,SW,5.27,CF,5.044
TMA-ZAIN-G-283,/MBC,TS,6.156,TS,B,5.894,SW,5.296,K,5.176,O,4.85
TMA-ZAIN-G-284,/MBC,TS,7.921,TS,SW,6.052,B,5.854,O,5.07,BP,4.923
TMA-ZAIN-G-285,/MBC,TS,9.31,TS,SW,9.021,B,7.517,K,6.61,O,4.719
TMA-ZAIN-G-286,/MBC,K,8.577,TS,SW,7.907,TS,7.283,B,6.719,CF,4.794
TMA-ZAIN-G-287,/MBC,TS,8.511,TS,SW,7.644,B,6.996,K,6.325,O,4.863
TMA-ZAIN-G-288,/MBC,TS,8.949,TS,SW,7.108,B,5.556,K,4.882,SW,4.378
TMA-ZAIN-G-289,/MBC,TS,8.974,TS,SW,7.419,B,5.603,K,4.79,SW,4.449
TMA-ZAIN-G-290,/MBC,TS,11.779,TS,SW,10.445,B,5.82,SW,5.781,WB,4.754
TMA-ZAIN-G-291,/MBC,TS,10.398,TS,SW,7.965,SW,5.83,WB,5.009,B,4.959
TMA-ZAIN-G-292,/MBC,TS,10.02,TS,SW,7.137,B,6.795,SW,5.162,WB,4.87
TMA-ZAIN-G-293,/MBC,B,7.447,NWS_South,K,6.482,CF,5.738,SW,5.569,TS,5.303
TMA-ZAIN-G-294,/MBC,ENP,6.802,NWS_North,K,5.744,LB,5.599,TSP,5.502,BP,5.358
TMA-ZAIN-G-295,/MBC,BP,6.47,NWS_North,LB,6.181,ENP,5.848,K,5.513,CF,5.417
