Ind1,Ind2,Pop,Dist,Rel_Coeff
QAc-G-0029,QAc-G-0029,1,inbreeding coef,0.1365
QAc-G-0029,QAc-G-0030,1,-1,0.209864
QAc-G-0029,QAc-G-0031,1,-1,0.194066
QAc-G-0029,QAc-G-0061,1,-1,0.155811
QAc-G-0029,QAc-G-0062,1,-1,-0.064304
QAc-G-0029,QAc-G-0063,1,-1,-0.006194
QAc-G-0029,QAc-G-0064,1,-1,-0.124276
QAc-G-0029,QAc-G-0065,1,-1,-0.050293
QAc-G-0029,QAc-G-0066,1,-1,-0.100933
QAc-G-0029,QAc-G-0067,1,-1,-0.078336
QAc-G-0029,QAc-G-0068,1,-1,-0.066286
QAc-G-0029,QAc-G-0070,1,-1,0.009227
QAc-G-0029,QAc-G-0071,1,-1,-0.082946
QAc-G-0029,QAc-G-0072,1,-1,0.029868
QAc-G-0029,QAc-G-0073,1,-1,0.077312
QAc-G-0029,QAc-G-0074,1,-1,-0.119105
QAc-G-0029,QAc-G-0075,1,-1,-0.036743
QAc-G-0029,QAc-G-0076,1,-1,0.035736
QAc-G-0029,QAc-G-0077,1,-1,0.205298
QAc-G-0029,QAc-G-0078,1,-1,0.250113
QAc-G-0029,QAc-G-0079,1,-1,0.157786
QAc-G-0029,QAc-G-0080,1,-1,-0.043197
QAc-G-0029,QAc-G-0081,1,-1,0.067849
QAc-G-0029,QAc-G-0082,1,-1,0.034944
QAc-G-0029,QAc-G-0083,1,-1,-0.059946
QAc-G-0029,QAc-G-0001,1,-1,0.210118
QAc-G-0029,QAc-G-0002,1,-1,0.293187
QAc-G-0029,QAc-G-0285,1,-1,0.00668
QAc-G-0029,QAc-G-0286,1,-1,-0.126951
QAc-G-0029,QAc-G-0287,1,-1,0.003113
QAc-G-0029,QAc-G-0288,1,-1,0.152418
QAc-G-0029,QAc-G-0289,1,-1,0.006867
QAc-G-0029,QAc-G-0290,1,-1,0.021654
QAc-G-0029,QAc-G-0291,1,-1,0.01533
QAc-G-0029,QAc-G-0292,1,-1,-0.044009
QAc-G-0029,QAc-G-0293,1,-1,-0.047488
QAc-G-0029,QAc-G-0294,1,-1,0.109452
QAc-G-0029,QAc-G-0295,1,-1,0.097566
QAc-G-0029,QAc-G-0296,1,-1,-0.15918
QAc-G-0029,QAc-G-0297,1,-1,-0.038832
QAc-G-0029,QAc-G-0298,1,-1,0.041427
QAc-G-0029,QAc-G-0299,1,-1,-0.035614
QAc-G-0029,QAc-G-0300,1,-1,-0.007512
