Ind1,Ind2,Pop,Dist,Rel_Coeff
ZFB01,ZFB01,1,inbreeding coef,0.639097
ZFB01,ZFB02,1,-1,0.638056
ZFB01,ZFB03,1,-1,0.440331
ZFB01,ZFB04,1,-1,0.556304
ZFB01,ZFB05,1,-1,0.523095
ZFB01,ZFB06,1,-1,0.598284
ZFB01,ZFB07,1,-1,0.247316
ZFB01,ZFB08,1,-1,0.606821
ZFB01,ZFB09,1,-1,0.752694
ZFB01,ZFB10,1,-1,0.618199
ZFB01,ZFB11,1,-1,0.728455
ZFB01,ZFB12,1,-1,0.679435
ZFB01,ZFB13,1,-1,0.246949
ZFB01,ZFB14,1,-1,0.393607
ZFB01,ZFB15,1,-1,0.79833
ZFB01,ZFB16,1,-1,0.542224
ZFB01,ZFB17,1,-1,0.509187
ZFB01,ZFB18,1,-1,0.726124
ZFB01,ZFB19,1,-1,0.190342
ZFB01,ZFB20,1,-1,0.695041
ZFB01,ZFB21,1,-1,0.699614
ZFB01,ZFB22,1,-1,0.756685
ZFB01,ZFB23,1,-1,0.586051
ZFB01,ZFB24,1,-1,0.763731
ZFB01,ZFB25,1,-1,0.551001
ZFB01,ZFB26,1,-1,0.51733
ZFB01,ZFB27,1,-1,0.874801
ZFB01,ZFB28,1,-1,0.402564
ZFB01,ZFB29,1,-1,0.653746
ZFB01,ZFB30,1,-1,0.644391
ZFB01,ZFB31,1,-1,0.299038
ZFB01,ZFB32,1,-1,0.372564
ZFB01,ZFB33,1,-1,0.802104
ZFB01,ZFB34,1,-1,0.592456
ZFB01,ZFB35,1,-1,0.506521
ZFB02,ZFB02,2,inbreeding coef,0.483301
ZFB02,ZFB03,2,-1,0.285576
ZFB02,ZFB04,2,-1,0.824264
ZFB02,ZFB05,2,-1,0.522054
ZFB02,ZFB06,2,-1,0.520386
ZFB02,ZFB07,2,-1,0.039596
ZFB02,ZFB08,2,-1,0.336779
ZFB02,ZFB09,2,-1,0.444224
ZFB02,ZFB10,2,-1,0.501872
ZFB02,ZFB11,2,-1,0.535271
ZFB02,ZFB12,2,-1,0.370965
ZFB02,ZFB13,2,-1,0.20748
ZFB02,ZFB14,2,-1,0.277281
ZFB02,ZFB15,2,-1,0.643574
ZFB02,ZFB16,2,-1,0.387468
ZFB02,ZFB17,2,-1,0.39286
ZFB02,ZFB18,2,-1,0.417654
ZFB02,ZFB19,2,-1,0.150873
ZFB02,ZFB20,2,-1,0.424999
ZFB02,ZFB21,2,-1,0.352715
ZFB02,ZFB22,2,-1,0.409786
ZFB02,ZFB23,2,-1,0.392867
ZFB02,ZFB24,2,-1,0.532118
ZFB02,ZFB25,2,-1,0.204102
ZFB02,ZFB26,2,-1,0.285717
ZFB02,ZFB27,2,-1,0.56633
ZFB02,ZFB28,2,-1,0.20938
ZFB02,ZFB29,2,-1,0.614276
ZFB02,ZFB30,2,-1,0.374349
ZFB02,ZFB31,2,-1,0.105854
ZFB02,ZFB32,2,-1,0.17938
ZFB02,ZFB33,2,-1,0.685777
ZFB02,ZFB34,2,-1,0.4377
ZFB02,ZFB35,2,-1,0.390194
ZFB03,ZFB03,3,inbreeding coef,0.241566
ZFB03,ZFB04,3,-1,0.242252
ZFB03,ZFB05,3,-1,0.478044
ZFB03,ZFB06,3,-1,0.476376
ZFB03,ZFB07,3,-1,0.279761
ZFB03,ZFB08,3,-1,0.523342
ZFB03,ZFB09,3,-1,0.553929
ZFB03,ZFB10,3,-1,0.534719
ZFB03,ZFB11,3,-1,0.337547
ZFB03,ZFB12,3,-1,0.442241
ZFB03,ZFB13,3,-1,0.317185
ZFB03,ZFB14,3,-1,0.386986
ZFB03,ZFB15,3,-1,0.44585
ZFB03,ZFB16,3,-1,0.497173
ZFB03,ZFB17,3,-1,0.425708
ZFB03,ZFB18,3,-1,0.642645
ZFB03,ZFB19,3,-1,0.18372
ZFB03,ZFB20,3,-1,0.419418
ZFB03,ZFB21,3,-1,0.654563
ZFB03,ZFB22,3,-1,0.442633
ZFB03,ZFB23,3,-1,0.541001
ZFB03,ZFB24,3,-1,0.372822
ZFB03,ZFB25,3,-1,0.505951
ZFB03,ZFB26,3,-1,0.510708
ZFB03,ZFB27,3,-1,0.368606
ZFB03,ZFB28,3,-1,0.434371
ZFB03,ZFB29,3,-1,0.531838
ZFB03,ZFB30,3,-1,0.407197
ZFB03,ZFB31,3,-1,0.138702
ZFB03,ZFB32,3,-1,0.4428
ZFB03,ZFB33,3,-1,0.488052
ZFB03,ZFB34,3,-1,0.432119
ZFB03,ZFB35,3,-1,0.346184
ZFB04,ZFB04,4,inbreeding coef,0.857798
ZFB04,ZFB05,4,-1,0.47873
ZFB04,ZFB06,4,-1,0.515491
ZFB04,ZFB07,4,-1,0.152203
ZFB04,ZFB08,4,-1,0.178169
ZFB04,ZFB09,4,-1,0.4009
ZFB04,ZFB10,4,-1,0.612263
ZFB04,ZFB11,4,-1,0.607234
ZFB04,ZFB12,4,-1,0.442927
ZFB04,ZFB13,4,-1,0.241014
ZFB04,ZFB14,4,-1,0.387672
ZFB04,ZFB15,4,-1,0.715537
ZFB04,ZFB16,4,-1,0.536288
ZFB04,ZFB17,4,-1,0.618537
ZFB04,ZFB18,4,-1,0.412759
ZFB04,ZFB19,4,-1,0.222835
ZFB04,ZFB20,4,-1,0.573819
ZFB04,ZFB21,4,-1,0.309391
ZFB04,ZFB22,4,-1,0.558605
ZFB04,ZFB23,4,-1,0.464829
ZFB04,ZFB24,4,-1,0.642509
ZFB04,ZFB25,4,-1,0.352922
ZFB04,ZFB26,4,-1,0.434537
ZFB04,ZFB27,4,-1,0.523006
ZFB04,ZFB28,4,-1,0.166056
ZFB04,ZFB29,4,-1,0.686239
ZFB04,ZFB30,4,-1,0.292597
ZFB04,ZFB31,4,-1,0.216245
ZFB04,ZFB32,4,-1,0.136056
ZFB04,ZFB33,4,-1,0.757739
ZFB04,ZFB34,4,-1,0.471234
ZFB04,ZFB35,4,-1,0.500585
ZFB05,ZFB05,5,inbreeding coef,0.560808
ZFB05,ZFB06,5,-1,0.789712
ZFB05,ZFB07,5,-1,0.207385
ZFB05,ZFB08,5,-1,0.413961
ZFB05,ZFB09,5,-1,0.521406
ZFB05,ZFB10,5,-1,0.38691
ZFB05,ZFB11,5,-1,0.42031
ZFB05,ZFB12,5,-1,0.525004
ZFB05,ZFB13,5,-1,0.246234
ZFB05,ZFB14,5,-1,0.354463
ZFB05,ZFB15,5,-1,0.60547
ZFB05,ZFB16,5,-1,0.503079
ZFB05,ZFB17,5,-1,0.585329
ZFB05,ZFB18,5,-1,0.494836
ZFB05,ZFB19,5,-1,0.07434
ZFB05,ZFB20,5,-1,0.579039
ZFB05,ZFB21,5,-1,0.660469
ZFB05,ZFB22,5,-1,0.525396
ZFB05,ZFB23,5,-1,0.43162
ZFB05,ZFB24,5,-1,0.532443
ZFB05,ZFB25,5,-1,0.358142
ZFB05,ZFB26,5,-1,0.478185
ZFB05,ZFB27,5,-1,0.41294
ZFB05,ZFB28,5,-1,0.440277
ZFB05,ZFB29,5,-1,0.614601
ZFB05,ZFB30,5,-1,0.528389
ZFB05,ZFB31,5,-1,0.06775
ZFB05,ZFB32,5,-1,0.410277
ZFB05,ZFB33,5,-1,0.609244
ZFB05,ZFB34,5,-1,0.361168
ZFB05,ZFB35,5,-1,0.428947
ZFB06,ZFB06,6,inbreeding coef,0.480615
ZFB06,ZFB07,6,-1,0.244884
ZFB06,ZFB08,6,-1,0.489151
ZFB06,ZFB09,6,-1,0.596596
ZFB06,ZFB10,6,-1,0.423671
ZFB06,ZFB11,6,-1,0.418642
ZFB06,ZFB12,6,-1,0.523336
ZFB06,ZFB13,6,-1,0.282994
ZFB06,ZFB14,6,-1,0.352795
ZFB06,ZFB15,6,-1,0.565374
ZFB06,ZFB16,6,-1,0.462982
ZFB06,ZFB17,6,-1,0.545232
ZFB06,ZFB18,6,-1,0.608455
ZFB06,ZFB19,6,-1,0.111101
ZFB06,ZFB20,6,-1,0.6158
ZFB06,ZFB21,6,-1,0.69723
ZFB06,ZFB22,6,-1,0.562157
ZFB06,ZFB23,6,-1,0.429953
ZFB06,ZFB24,6,-1,0.492346
ZFB06,ZFB25,6,-1,0.433331
ZFB06,ZFB26,6,-1,0.438089
ZFB06,ZFB27,6,-1,0.48813
ZFB06,ZFB28,6,-1,0.477038
ZFB06,ZFB29,6,-1,0.536076
ZFB06,ZFB30,6,-1,0.526721
ZFB06,ZFB31,6,-1,0.14294
ZFB06,ZFB32,6,-1,0.447038
ZFB06,ZFB33,6,-1,0.646005
ZFB06,ZFB34,6,-1,0.513215
ZFB06,ZFB35,6,-1,0.388851
ZFB07,ZFB07,7,inbreeding coef,0.271939
ZFB07,ZFB08,7,-1,0.214392
ZFB07,ZFB09,7,-1,0.363194
ZFB07,ZFB10,7,-1,0.304398
ZFB07,ZFB11,7,-1,0.142467
ZFB07,ZFB12,7,-1,0.210063
ZFB07,ZFB13,7,-1,0.22864
ZFB07,ZFB14,7,-1,0.339043
ZFB07,ZFB15,7,-1,0.331345
ZFB07,ZFB16,7,-1,0.383699
ZFB07,ZFB17,7,-1,0.349999
ZFB07,ZFB18,7,-1,0.414491
ZFB07,ZFB19,7,-1,0.170897
ZFB07,ZFB20,7,-1,0.382784
ZFB07,ZFB21,7,-1,0.544249
ZFB07,ZFB22,7,-1,0.445665
ZFB07,ZFB23,7,-1,0.271606
ZFB07,ZFB24,7,-1,0.217651
ZFB07,ZFB25,7,-1,0.510254
ZFB07,ZFB26,7,-1,0.436706
ZFB07,ZFB27,7,-1,0.29175
ZFB07,ZFB28,7,-1,0.162836
ZFB07,ZFB29,7,-1,0.183858
ZFB07,ZFB30,7,-1,0.331117
ZFB07,ZFB31,7,-1,0.427919
ZFB07,ZFB32,7,-1,0.093033
ZFB07,ZFB33,7,-1,0.295995
ZFB07,ZFB34,7,-1,0.306682
ZFB07,ZFB35,7,-1,0.336622
ZFB08,ZFB08,8,inbreeding coef,0.574545
ZFB08,ZFB09,8,-1,0.605132
ZFB08,ZFB10,8,-1,0.432208
ZFB08,ZFB11,8,-1,0.273464
ZFB08,ZFB12,8,-1,0.339729
ZFB08,ZFB13,8,-1,0.32996
ZFB08,ZFB14,8,-1,0.169188
ZFB08,ZFB15,8,-1,0.497053
ZFB08,ZFB16,8,-1,0.471519
ZFB08,ZFB17,8,-1,0.323196
ZFB08,ZFB18,8,-1,0.501705
ZFB08,ZFB19,8,-1,0.196495
ZFB08,ZFB20,8,-1,0.432193
ZFB08,ZFB21,8,-1,0.59048
ZFB08,ZFB22,8,-1,0.37855
ZFB08,ZFB23,8,-1,0.323203
ZFB08,ZFB24,8,-1,0.308739
ZFB08,ZFB25,8,-1,0.36501
ZFB08,ZFB26,8,-1,0.331339
ZFB08,ZFB27,8,-1,0.458238
ZFB08,ZFB28,8,-1,0.293431
ZFB08,ZFB29,8,-1,0.275611
ZFB08,ZFB30,8,-1,0.4584
ZFB08,ZFB31,8,-1,-0.002238
ZFB08,ZFB32,8,-1,0.417146
ZFB08,ZFB33,8,-1,0.462398
ZFB08,ZFB34,8,-1,0.483323
ZFB08,ZFB35,8,-1,0.32053
ZFB09,ZFB09,9,inbreeding coef,0.32829
ZFB09,ZFB10,9,-1,0.61651
