Ind1,Ind2,Pop,Dist,Rel_Coeff
ZFB01,ZFB01,1,inbreeding coef,-0.035924
ZFB01,ZFB02,1,-1,0.197302
ZFB01,ZFB03,1,-1,-0.102998
ZFB01,ZFB04,1,-1,0.016947
ZFB01,ZFB05,1,-1,-0.037414
ZFB01,ZFB06,1,-1,0.034132
ZFB01,ZFB07,1,-1,-0.132269
ZFB01,ZFB08,1,-1,0.186167
ZFB01,ZFB09,1,-1,0.126546
ZFB01,ZFB10,1,-1,-0.022509
ZFB01,ZFB11,1,-1,0.116112
ZFB01,ZFB12,1,-1,0.075867
ZFB01,ZFB13,1,-1,-0.163409
ZFB01,ZFB14,1,-1,-0.175333
ZFB01,ZFB15,1,-1,0.132508
ZFB01,ZFB16,1,-1,-0.111941
ZFB01,ZFB17,1,-1,-0.144733
ZFB01,ZFB18,1,-1,0.017736
ZFB01,ZFB19,1,-1,-0.133598
ZFB01,ZFB20,1,-1,0.020717
ZFB01,ZFB21,1,-1,0.017736
ZFB01,ZFB22,1,-1,0.074377
ZFB01,ZFB23,1,-1,-0.068715
ZFB01,ZFB24,1,-1,0.117602
ZFB01,ZFB25,1,-1,-0.10896
ZFB01,ZFB26,1,-1,-0.13728
ZFB01,ZFB27,1,-1,0.283053
ZFB01,ZFB28,1,-1,-0.100017
ZFB01,ZFB29,1,-1,-0.047848
ZFB01,ZFB30,1,-1,0.119093
ZFB01,ZFB31,1,-1,-0.144821
ZFB01,ZFB32,1,-1,-0.049338
ZFB01,ZFB33,1,-1,0.147413
ZFB01,ZFB34,1,-1,0.110851
ZFB01,ZFB35,1,-1,0.006513
ZFB02,ZFB02,2,inbreeding coef,0.221853
ZFB02,ZFB03,2,-1,-0.078448
ZFB02,ZFB04,2,-1,0.615356
ZFB02,ZFB05,2,-1,0.195812
ZFB02,ZFB06,2,-1,0.16302
ZFB02,ZFB07,2,-1,-0.351449
ZFB02,ZFB08,2,-1,0.05421
ZFB02,ZFB09,2,-1,-0.05758
ZFB02,ZFB10,2,-1,0.05421
ZFB02,ZFB11,2,-1,0.088493
ZFB02,ZFB12,2,-1,-0.108259
ZFB02,ZFB13,2,-1,0.017648
ZFB02,ZFB14,2,-1,-0.098614
ZFB02,ZFB15,2,-1,0.157058
ZFB02,ZFB16,2,-1,-0.087391
ZFB02,ZFB17,2,-1,-0.068014
ZFB02,ZFB18,2,-1,-0.16639
ZFB02,ZFB19,2,-1,0.047459
ZFB02,ZFB20,2,-1,-0.11124
ZFB02,ZFB21,2,-1,-0.218559
ZFB02,ZFB22,2,-1,-0.161918
ZFB02,ZFB23,2,-1,-0.096334
ZFB02,ZFB24,2,-1,0.037814
ZFB02,ZFB25,2,-1,-0.345255
ZFB02,ZFB26,2,-1,-0.217068
ZFB02,ZFB27,2,-1,0.098927
ZFB02,ZFB28,2,-1,-0.127636
ZFB02,ZFB29,2,-1,0.133209
ZFB02,ZFB30,2,-1,-0.012864
ZFB02,ZFB31,2,-1,-0.17244
ZFB02,ZFB32,2,-1,-0.076957
ZFB02,ZFB33,2,-1,0.224132
ZFB02,ZFB34,2,-1,0.135401
ZFB02,ZFB35,2,-1,0.083232
ZFB03,ZFB03,3,inbreeding coef,-0.170072
ZFB03,ZFB04,3,-1,-0.206634
ZFB03,ZFB05,3,-1,0.104187
ZFB03,ZFB06,3,-1,0.071396
ZFB03,ZFB07,3,-1,0.126051
ZFB03,ZFB08,3,-1,0.2756
ZFB03,ZFB09,3,-1,0.059471
ZFB03,ZFB10,3,-1,0.066924
ZFB03,ZFB11,3,-1,-0.211807
ZFB03,ZFB12,3,-1,-0.043376
ZFB03,ZFB13,3,-1,0.1347
ZFB03,ZFB14,3,-1,0.018437
ZFB03,ZFB15,3,-1,-0.143243
ZFB03,ZFB16,3,-1,0.02966
ZFB03,ZFB17,3,-1,-0.055301
ZFB03,ZFB18,3,-1,0.107169
ZFB03,ZFB19,3,-1,0.060173
ZFB03,ZFB20,3,-1,-0.150695
ZFB03,ZFB21,3,-1,0.159338
ZFB03,ZFB22,3,-1,-0.149205
ZFB03,ZFB23,3,-1,0.072886
ZFB03,ZFB24,3,-1,-0.210317
ZFB03,ZFB25,3,-1,0.032641
ZFB03,ZFB26,3,-1,0.05649
ZFB03,ZFB27,3,-1,-0.201374
ZFB03,ZFB28,3,-1,0.145923
ZFB03,ZFB29,3,-1,-0.010584
ZFB03,ZFB30,3,-1,-0.00015
ZFB03,ZFB31,3,-1,-0.159726
ZFB03,ZFB32,3,-1,0.24877
ZFB03,ZFB33,3,-1,-0.076168
ZFB03,ZFB34,3,-1,0.095946
ZFB03,ZFB35,3,-1,-0.008392
ZFB04,ZFB04,4,inbreeding coef,0.591507
ZFB04,ZFB05,4,-1,0.067625
ZFB04,ZFB06,4,-1,0.087002
ZFB04,ZFB07,4,-1,-0.266908
ZFB04,ZFB08,4,-1,-0.230483
ZFB04,ZFB09,4,-1,-0.185767
ZFB04,ZFB10,4,-1,0.1347
ZFB04,ZFB11,4,-1,0.116813
ZFB04,ZFB12,4,-1,-0.079938
ZFB04,ZFB13,4,-1,-0.0062
ZFB04,ZFB14,4,-1,-0.018125
ZFB04,ZFB15,4,-1,0.185378
ZFB04,ZFB16,4,-1,0.045267
ZFB04,ZFB17,4,-1,0.168982
ZFB04,ZFB18,4,-1,-0.242407
ZFB04,ZFB19,4,-1,0.075779
ZFB04,ZFB20,4,-1,0.021419
ZFB04,ZFB21,4,-1,-0.346745
ZFB04,ZFB22,4,-1,-0.02926
ZFB04,ZFB23,4,-1,-0.068014
ZFB04,ZFB24,4,-1,0.118304
ZFB04,ZFB25,4,-1,-0.212597
ZFB04,ZFB26,4,-1,-0.08441
ZFB04,ZFB27,4,-1,-0.02926
ZFB04,ZFB28,4,-1,-0.255822
ZFB04,ZFB29,4,-1,0.161529
ZFB04,ZFB30,4,-1,-0.19322
ZFB04,ZFB31,4,-1,-0.09195
ZFB04,ZFB32,4,-1,-0.205144
ZFB04,ZFB33,4,-1,0.252453
ZFB04,ZFB34,4,-1,0.111552
ZFB04,ZFB35,4,-1,0.163721
ZFB05,ZFB05,5,inbreeding coef,0.169771
ZFB05,ZFB06,5,-1,0.449993
ZFB05,ZFB07,5,-1,-0.024244
ZFB05,ZFB08,5,-1,0.080339
ZFB05,ZFB09,5,-1,-0.031452
ZFB05,ZFB10,5,-1,-0.180506
ZFB05,ZFB11,5,-1,-0.146224
ZFB05,ZFB12,5,-1,0.022208
ZFB05,ZFB13,5,-1,-0.008392
ZFB05,ZFB14,5,-1,-0.072486
ZFB05,ZFB15,5,-1,0.026679
ZFB05,ZFB16,5,-1,-0.009094
ZFB05,ZFB17,5,-1,0.114621
ZFB05,ZFB18,5,-1,-0.140261
ZFB05,ZFB19,5,-1,-0.135088
ZFB05,ZFB20,5,-1,0.019227
ZFB05,ZFB21,5,-1,0.120583
ZFB05,ZFB22,5,-1,-0.083621
ZFB05,ZFB23,5,-1,-0.122375
ZFB05,ZFB24,5,-1,-0.040395
ZFB05,ZFB25,5,-1,-0.214789
ZFB05,ZFB26,5,-1,-0.034433
ZFB05,ZFB27,5,-1,-0.187959
ZFB05,ZFB28,5,-1,0.107169
ZFB05,ZFB29,5,-1,0.055
ZFB05,ZFB30,5,-1,0.117602
ZFB05,ZFB31,5,-1,-0.302818
ZFB05,ZFB32,5,-1,0.157847
ZFB05,ZFB33,5,-1,0.041585
ZFB05,ZFB34,5,-1,-0.047146
ZFB05,ZFB35,5,-1,0.057192
ZFB06,ZFB06,6,inbreeding coef,-0.000151
ZFB06,ZFB07,6,-1,-0.003892
ZFB06,ZFB08,6,-1,0.151885
ZFB06,ZFB09,6,-1,0.040094
ZFB06,ZFB10,6,-1,-0.161129
ZFB06,ZFB11,6,-1,-0.179016
ZFB06,ZFB12,6,-1,-0.010584
ZFB06,ZFB13,6,-1,0.010985
ZFB06,ZFB14,6,-1,-0.105278
ZFB06,ZFB15,6,-1,-0.058282
ZFB06,ZFB16,6,-1,-0.094055
ZFB06,ZFB17,6,-1,0.02966
ZFB06,ZFB18,6,-1,-0.016546
ZFB06,ZFB19,6,-1,-0.115711
ZFB06,ZFB20,6,-1,0.038604
ZFB06,ZFB21,6,-1,0.13996
ZFB06,ZFB22,6,-1,-0.064244
ZFB06,ZFB23,6,-1,-0.155167
ZFB06,ZFB24,6,-1,-0.125356
ZFB06,ZFB25,6,-1,-0.143243
ZFB06,ZFB26,6,-1,-0.119394
ZFB06,ZFB27,6,-1,-0.116413
ZFB06,ZFB28,6,-1,0.126546
ZFB06,ZFB29,6,-1,-0.08213
ZFB06,ZFB30,6,-1,0.08481
ZFB06,ZFB31,6,-1,-0.231272
