Lat,Long
29.58888889,-82.93333333
29.58888889,-82.93333333
29.42433333,-81.88041667
26.87344444,-82.02633333
29.58888889,-82.93333333
29.42433333,-81.88041667
30.45358333,-81.42102778
30.45358333,-81.42102778
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.67425,-81.26602778
29.67425,-81.26602778
28.90533333,-80.80955
28.90533333,-80.80955
29.62791667,-81.20663889
30.67008333,-81.4345
25.41667,-80.71667
25.41667,-80.71667
25.4,-80.71667
26.39175,-80.11944444
29.73738,-83.47088983
29.73751983,-83.47124983
29.74972222,-83.49097
25.66268611,-80.282325
27.17133333,-82.47069444
28.95722222,-82.65363889
29.49680556,-82.96475
29.18083333,-81.77
28.29144444,-82.71875
29.20278333,-82.97661667
29.20758333,-83.06241667
29.49680556,-82.96475
29.42433333,-81.88041667
29.42433333,-81.88041667
29.63483333,-81.644
29.744,-82.46316667
29.97402778,-82.76861111
29.433,-81.14
29.433,-81.14
29.31338889,-81.08169444
29.31338889,-81.08169444
28.90533333,-80.80955
26.07836111,-80.27980556
29.62791667,-81.20663889
26.39175,-80.11944444
26.69813889,-82.25019444
26.75244444,-82.05477778
25.66111111,-80.27961111
25.66153911,-80.2807715
25.66300231,-80.27921981
25.66141061,-80.28324581
25.65998969,-80.28255469
27.17133333,-82.47069444
27.17133333,-82.47069444
27.17388889,-82.46058333
27.17388889,-82.46058333
28.95722222,-82.65363889
29.49680556,-82.96475
29.49680556,-82.96475
29.58888889,-82.93333333
29.58888889,-82.93333333
29.58888889,-82.93333333
29.18083333,-81.77
29.18083333,-81.77
29.18083333,-81.77
29.18083333,-81.77
29.18083333,-81.77
29.18083333,-81.77
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.47855556,-81.83177778
29.42433333,-81.88041667
29.42433333,-81.88041667
29.47855556,-81.83177778
26.43530556,-81.81205556
26.43530556,-81.81205556
26.43530556,-81.81205556
26.87344444,-82.02633333
26.87344444,-82.02633333
26.87344444,-82.02633333
26.87344444,-82.02633333
26.87344444,-82.02633333
26.87344444,-82.02633333
26.87344444,-82.02633333
28.29144444,-82.71875
28.29144444,-82.71875
29.20278333,-82.97661667
29.20278333,-82.97661667
29.20278333,-82.97661667
29.20278333,-82.97661667
29.20278333,-82.97661667
29.20758333,-83.06241667
29.20758333,-83.06241667
29.20758333,-83.06241667
29.20758333,-83.06241667
29.49680556,-82.96475
29.49680556,-82.96475
29.49680556,-82.96475
29.49680556,-82.96475
29.49680556,-82.96475
29.49680556,-82.96475
29.49680556,-82.96475
29.58888889,-82.93333333
29.58888889,-82.93333333
29.58888889,-82.93333333
29.42433333,-81.88041667
29.42433333,-81.88041667
29.42433333,-81.88041667
29.42433333,-81.88041667
29.42433333,-81.88041667
29.42433333,-81.88041667
29.744,-82.46316667
29.97402778,-82.76861111
30.45358333,-81.42102778
30.45358333,-81.42102778
30.45358333,-81.42102778
30.45358333,-81.42102778
30.45358333,-81.42102778
30.45358333,-81.42102778
30.45358333,-81.42102778
30.45358333,-81.42102778
30.45358333,-81.42102778
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.71441667,-81.23369444
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.67425,-81.26602778
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.433,-81.14
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
