Ind,Pop_Abbrev,Pop_Name,Long,Lat,Variety
ZFTS29,TS,Tide Swamp,-83.47108299,29.73720099,integrifolia
ZFTS30,TS,Tide Swamp,-83.47113747,29.73740341,integrifolia
ZFTS31,TS,Tide Swamp,-83.47091627,29.73742923,integrifolia
ZFTS32,TS,Tide Swamp,-83.47087294,29.73744188,integrifolia
ZFTS33,TS,Tide Swamp,-83.47084855,29.73751003,integrifolia
ZFTS34,TS,Tide Swamp,-83.47078493,29.73741624,integrifolia
ZFTS35,TS,Tide Swamp,-83.47079834,29.73737307,integrifolia
ZFTS36,TS,Tide Swamp,-83.47076163,29.73737676,integrifolia
ZFTS37,TS,Tide Swamp,-83.47090445,29.73720484,integrifolia
ZFTS38,TS,Tide Swamp,-83.47090982,29.73734658,integrifolia
ZFTS39,TS,Tide Swamp,-83.47105424,29.73714978,integrifolia
ZFTS40,TS,Tide Swamp,-83.4710275,29.73706,integrifolia
ZFTS41,TS,Tide Swamp,-83.47130721,29.73706252,integrifolia
ZFTS42,TS,Tide Swamp,-83.47130679,29.73700963,integrifolia
ZFTSP101,TSP1,Tomoka 1,-81.0823296,29.31359737,umbrosa
ZFTSP102,TSP1,Tomoka 1,-81.08191906,29.31374456,umbrosa
ZFTSP103,TSP1,Tomoka 1,-81.08158931,29.31407087,umbrosa
ZFTSP104,TSP1,Tomoka 1,-81.08161706,29.31408604,umbrosa
ZFTSP105,TSP1,Tomoka 1,-81.08157012,29.31411579,umbrosa
ZFTSP106,TSP1,Tomoka 1,-81.08150398,29.31432668,umbrosa
ZFTSP107,TSP1,Tomoka 1,-81.08147431,29.3143188,umbrosa
ZFTSP108,TSP1,Tomoka 1,-81.08142327,29.31438854,umbrosa
ZFTSP109,TSP1,Tomoka 1,-81.08139116,29.31456565,umbrosa
ZFTSP110,TSP1,Tomoka 1,-81.08130164,29.31475198,umbrosa
ZFTSP111,TSP1,Tomoka 1,-81.08129268,29.31473698,umbrosa
ZFTSP112,TSP1,Tomoka 1,-81.08130885,29.31469917,umbrosa
ZFTSP113,TSP1,Tomoka 1,-81.08131455,29.31455282,umbrosa
ZFTSP114,TSP1,Tomoka 1,-81.08137348,29.31438594,umbrosa
ZFTSP115,TSP1,Tomoka 1,-81.08147121,29.31392058,umbrosa
ZFTSP116,TSP1,Tomoka 1,-81.08138295,29.31384749,umbrosa
ZFTSP117,TSP1,Tomoka 1,-81.08153625,29.31349964,umbrosa
ZFTSP118,TSP1,Tomoka 1,-81.08157498,29.31334809,umbrosa
ZFTSP119,TSP1,Tomoka 1,-81.08157557,29.31325153,umbrosa
ZFTSP120,TSP1,Tomoka 1,-81.08158068,29.31323762,umbrosa
ZFTSP121,TSP1,Tomoka 1,-81.08101138,29.30989307,umbrosa
ZFTSP122,TSP1,Tomoka 1,-81.08091834,29.30994689,umbrosa
ZFTSP123,TSP1,Tomoka 1,-81.07882471,29.30304674,umbrosa
ZFTSP124,TSP1,Tomoka 1,-81.07877919,29.30298764,umbrosa
ZFTSP125,TSP1,Tomoka 1,-81.07866445,29.30290994,umbrosa
ZFTSP126,TSP1,Tomoka 1,-81.07862287,29.30293978,umbrosa
ZFTSP127,TSP1,Tomoka 1,-81.07860284,29.30292352,umbrosa
ZFTSP128,TSP1,Tomoka 1,-81.07854987,29.30287583,umbrosa
ZFTSP129,TSP1,Tomoka 1,-81.07853947,29.30283593,umbrosa
ZFTSP130,TSP1,Tomoka 1,-81.07857032,29.30292562,umbrosa
ZFTSP131,TSP1,Tomoka 1,-81.07857644,29.30295336,umbrosa
ZFTSP132,TSP1,Tomoka 1,-81.07848382,29.30288807,umbrosa
ZFTSP133,TSP1,Tomoka 1,-81.07840603,29.30279176,umbrosa
ZFTSP134,TSP1,Tomoka 1,-81.07847619,29.30277818,umbrosa
ZFTSP135,TSP1,Tomoka 1,-81.07844811,29.30265991,umbrosa
ZFTSP136,TSP1,Tomoka 1,-81.07842975,29.30264927,umbrosa
ZFTSP137,TSP1,Tomoka 1,-81.07845691,29.30258674,umbrosa
ZFTSP138,TSP1,Tomoka 1,-81.07843797,29.30254768,umbrosa
ZFTSP139,TSP1,Tomoka 1,-81.0782591,29.30207569,umbrosa
ZFTSP140,TSP1,Tomoka 1,-81.07826932,29.30204351,umbrosa
ZFTSP141,TSP1,Tomoka 1,-81.07828181,29.30195617,umbrosa
ZFTSP142,TSP1,Tomoka 1,-81.07798727,29.30177797,umbrosa
ZFTSP143,TSP1,Tomoka 1,-81.07789105,29.30156297,umbrosa
ZFTSP144,TSP1,Tomoka 1,-81.07764336,29.30088848,umbrosa
ZFTSP145,TSP1,Tomoka 1,-81.07784713,29.30125779,umbrosa
ZFTSP146,TSP1,Tomoka 1,-81.07818852,29.30196027,umbrosa
ZFTSP201,TSP2,Tomoka 2,-81.09089029,29.35351845,umbrosa
ZFTSP202,TSP2,Tomoka 2,-81.09080303,29.35373026,umbrosa
ZFTSP203,TSP2,Tomoka 2,-81.09079323,29.35374409,umbrosa
ZFTSP204,TSP2,Tomoka 2,-81.09078635,29.35376303,umbrosa
ZFTSP205,TSP2,Tomoka 2,-81.0907374,29.35398155,umbrosa
ZFTSP206,TSP2,Tomoka 2,-81.09057798,29.35437575,umbrosa
ZFTSP207,TSP2,Tomoka 2,-81.09030356,29.35506323,umbrosa
ZFTSP208,TSP2,Tomoka 2,-81.09023608,29.35517639,umbrosa
ZFTSP209,TSP2,Tomoka 2,-81.0902339,29.3553773,umbrosa
ZFTSP210,TSP2,Tomoka 2,-81.0890606,29.3539813,umbrosa
ZFTSP211,TSP2,Tomoka 2,-81.08753166,29.35088544,umbrosa
ZFTSP212,TSP2,Tomoka 2,-81.08756888,29.35116984,umbrosa
ZFTSP213,TSP2,Tomoka 2,-81.08773459,29.35150746,umbrosa
ZFTSP214,TSP2,Tomoka 2,-81.08810029,29.35208213,umbrosa
ZFTSP215,TSP2,Tomoka 2,-81.08807757,29.35215815,umbrosa
ZFTSP216,TSP2,Tomoka 2,-81.08899187,29.35391583,umbrosa
ZFTSP217,TSP2,Tomoka 2,-81.08895944,29.35396386,umbrosa
ZFTSP218,TSP2,Tomoka 2,-81.08758975,29.34873724,umbrosa
ZFTSP219,TSP2,Tomoka 2,-81.08690453,29.34794507,umbrosa
ZFTSP220,TSP2,Tomoka 2,-81.08645425,29.34789327,umbrosa
ZFTSP221,TSP2,Tomoka 2,-81.08644285,29.34788078,umbrosa
ZFTSP222,TSP2,Tomoka 2,-81.08590323,29.3480107,umbrosa
ZFTSP223,TSP2,Tomoka 2,-81.08453957,29.34210146,umbrosa
ZFTSP224,TSP2,Tomoka 2,-81.08439012,29.3420023,umbrosa
ZFTSP225,TSP2,Tomoka 2,-81.08417287,29.34183391,umbrosa
ZFTSP226,TSP2,Tomoka 2,-81.0842043,29.34183265,umbrosa
ZFTSP227,TSP2,Tomoka 2,-81.08424051,29.34185042,umbrosa
ZFTSP228,TSP2,Tomoka 2,-81.08358454,29.3407767,umbrosa
ZFW01,W,Waccassassa Bay,-82.98221637,29.20524736,integrifolia
ZFW02,W,Waccassassa Bay,-82.98226523,29.20534627,integrifolia
ZFW03,W,Waccassassa Bay,-82.98184848,29.20550351,integrifolia
ZFW04,W,Waccassassa Bay,-82.97756106,29.20116898,integrifolia
ZFW05,W,Waccassassa Bay,-82.98325899,29.2046872,integrifolia
ZFW06,W,Waccassassa Bay,-82.98329537,29.20464261,integrifolia
ZFWB01,WB,Werner-Boyce,-82.71762198,28.2927715,integrifolia
ZFWB02,WB,Werner-Boyce,-82.7176576,28.29280243,integrifolia
ZFWB03,WB,Werner-Boyce,-82.71761837,28.29284149,integrifolia
ZFWB04,WB,Werner-Boyce,-82.71749684,28.29281643,integrifolia
ZFWB05,WB,Werner-Boyce,-82.71731051,28.29274653,integrifolia
ZFWB06,WB,Werner-Boyce,-82.71768317,28.29289757,integrifolia
ZFWB07,WB,Werner-Boyce,-82.7177545,28.29290201,integrifolia
ZFWB08,WB,Werner-Boyce,-82.71772457,28.29292296,integrifolia
ZFWB09,WB,Werner-Boyce,-82.71769867,28.29307099,integrifolia
ZFWB10,WB,Werner-Boyce,-82.71769842,28.29309806,integrifolia
ZFWB11,WB,Werner-Boyce,-82.71794074,28.29313394,integrifolia
ZFWB12,WB,Werner-Boyce,-82.71800394,28.29310787,integrifolia
ZFWB13,WB,Werner-Boyce,-82.71809011,28.293131,integrifolia
ZFWB14,WB,Werner-Boyce,-82.71813478,28.29307744,integrifolia
ZFWB15,WB,Werner-Boyce,-82.71809287,28.29296462,integrifolia
ZFWB16,WB,Werner-Boyce,-82.7180922,28.29300787,integrifolia
ZFWB17,WB,Werner-Boyce,-82.7180653,28.29294509,integrifolia
ZFWB18,WB,Werner-Boyce,-82.7180622,28.29287846,integrifolia
ZFWB19,WB,Werner-Boyce,-82.71812649,28.29290846,integrifolia
ZFWB20,WB,Werner-Boyce,-82.71813839,28.29295448,integrifolia
ZFWB21,WB,Werner-Boyce,-82.71815892,28.2929844,integrifolia
ZFWB22,WB,Werner-Boyce,-82.71781376,28.29275801,integrifolia
ZFWB23,WB,Werner-Boyce,-82.71780672,28.29271652,integrifolia
ZFWB24,WB,Werner-Boyce,-82.7177472,28.29270353,integrifolia
ZFWB25,WB,Werner-Boyce,-82.71774502,28.29266774,integrifolia
ZFWB26,WB,Werner-Boyce,-82.71768618,28.29268022,integrifolia
ZFWB27,WB,Werner-Boyce,-82.71870626,28.2914729,integrifolia
ZFWB28,WB,Werner-Boyce,-82.71877893,28.29146569,integrifolia
ZFWB29,WB,Werner-Boyce,-82.71879469,28.291433,integrifolia
ZFWB30,WB,Werner-Boyce,-82.71885571,28.29140098,integrifolia
ZFWB31,WB,Werner-Boyce,-82.71887792,28.29129688,integrifolia
ZFWB32,WB,Werner-Boyce,-82.71895797,28.29130123,integrifolia
ZFWB33,WB,Werner-Boyce,-82.71900415,28.29131674,integrifolia
ZFWB34,WB,Werner-Boyce,-82.71907121,28.29130308,integrifolia
ZFWB35,WB,Werner-Boyce,-82.71912125,28.29127827,integrifolia
ZFWB36,WB,Werner-Boyce,-82.71918462,28.2912548,integrifolia
ZFWB37,WB,Werner-Boyce,-82.71927271,28.29124407,integrifolia
ZFWB38,WB,Werner-Boyce,-82.71930062,28.2909554,integrifolia
ZFWB39,WB,Werner-Boyce,-82.71931697,28.29061341,integrifolia
ZFWB40,WB,Werner-Boyce,-82.71934848,28.29056664,integrifolia
ZFWB41,WB,Werner-Boyce,-82.71926265,28.29052121,integrifolia
ZFWB42,WB,Werner-Boyce,-82.71919384,28.29069153,integrifolia
ZFWB43,WB,Werner-Boyce,-82.7190666,28.29126544,integrifolia
ZFWB44,WB,Werner-Boyce,-82.71902754,28.29122948,integrifolia
ZFWB45,WB,Werner-Boyce,-82.71904321,28.2911983,integrifolia
ZFWB46,WB,Werner-Boyce,-82.7190314,28.29117718,integrifolia
ZFWB47,WB,Werner-Boyce,-82.71898664,28.29125362,integrifolia
ZFWB48,WB,Werner-Boyce,-82.7192826,28.29081626,integrifolia
ZFWB49,WB,Werner-Boyce,-82.71933666,28.29081131,integrifolia
ZFWB50,WB,Werner-Boyce,-82.71881238,28.29132797,integrifolia
ZFWB51,WB,Werner-Boyce,-82.718777,28.29139587,integrifolia
ZFOS01,OS,Oscar Scherer,-82.47031954,27.1716917,integrifolia
ZFOS02,OS,Oscar Scherer,-82.47278751,27.17106658,integrifolia
ZFOS03,OS,Oscar Scherer,-82.47416859,27.16997668,integrifolia
ZFOS04,OS,Oscar Scherer,-82.47412618,27.16994902,integrifolia
ZFOS05,OS,Oscar Scherer,-82.47418016,27.16992899,integrifolia
ZFOS06,OS,Oscar Scherer,-82.47392175,27.16978566,integrifolia
ZFOS07,OS,Oscar Scherer,-82.47400037,27.16998875,integrifolia
ZFOS08,OS,Oscar Scherer,-82.47065884,27.17146078,integrifolia
ZFOS09,OS,Oscar Scherer,-82.46956743,27.17178684,integrifolia
ZFOS10,OS,Oscar Scherer,-82.46935965,27.17196328,integrifolia
ZFOS11,OS,Oscar Scherer,-82.46879387,27.17193402,integrifolia
ZFOS12,OS,Oscar Scherer,-82.46872815,27.17233091,integrifolia
ZFOS13,OS,Oscar Scherer,-82.46865431,27.17231213,integrifolia
ZFOS14,OS,Oscar Scherer,-82.46849975,27.17245203,integrifolia
ZFOS15,OS,Oscar Scherer,-82.46666369,27.17258471,integrifolia
ZFOS16,OS,Oscar Scherer,-82.46635809,27.17268018,integrifolia
ZFOS17,OS,Oscar Scherer,-82.4658374,27.17294446,integrifolia
ZFOS18,OS,Oscar Scherer,-82.4654971,27.17303256,integrifolia
ZFOS19,OS,Oscar Scherer,-82.46465396,27.17316935,integrifolia
ZFOS20,OS,Oscar Scherer,-82.46113172,27.17435656,integrifolia
ZFOS21,OS,Oscar Scherer,-82.46077222,27.17433762,integrifolia
ZFOS22,OS,Oscar Scherer,-82.46060659,27.17439269,integrifolia
ZFOS23,OS,Oscar Scherer,-82.46055932,27.17434692,integrifolia
ZFOS24,OS,Oscar Scherer,-82.46030308,27.17452579,integrifolia
ZFOS25,OS,Oscar Scherer,-82.45983453,27.17507715,integrifolia
ZFOS26,OS,Oscar Scherer,-82.45991793,27.17501798,integrifolia
ZFOS27,OS,Oscar Scherer,-82.45854615,27.17590386,integrifolia
ZFOS28,OS,Oscar Scherer,-82.46693132,27.17324588,integrifolia
ZFOS29,OS,Oscar Scherer,-82.46696284,27.17319701,integrifolia
ZFOS30,OS,Oscar Scherer,-82.46936233,27.17248547,integrifolia
ZFOS31,OS,Oscar Scherer,-82.46999633,27.17229897,integrifolia
ZFOS32,OS,Oscar Scherer,-82.46950071,27.17174099,integrifolia
