Sample.Name,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
ZFPB08,ZFBP,0.004,0.003,0.004,0.004,0.005,0.003,0.004,0.003,0.004,0.004,0.003,0.004,0.945,0.003,0.004,0.004
ZFPB10,ZFBP,0.003,0.002,0.003,0.004,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.956,0.002,0.002,0.004
ZFPB11,ZFBP,0.003,0.002,0.004,0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.958,0.002,0.002,0.002
ZFPB12,ZFBP,0.003,0.002,0.003,0.004,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.004,0.956,0.002,0.002,0.003
ZFPB13,ZFBP,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.004,0.955,0.003,0.003,0.003
ZFPB14,ZFBP,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.004,0.004,0.003,0.003,0.003,0.955,0.003,0.004,0.002
ZFPB15,ZFBP,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.003,0.002,0.003,0.951,0.003,0.005,0.003
ZFPB17,ZFBP,0.003,0.002,0.003,0.004,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.004,0.957,0.002,0.002,0.002
ZFPB18,ZFBP,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.961,0.002,0.003,0.002
ZFPB19,ZFBP,0.003,0.003,0.005,0.005,0.005,0.005,0.005,0.003,0.004,0.003,0.003,0.008,0.938,0.003,0.004,0.004
ZFPB20,ZFBP,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.964,0.002,0.003,0.002
ZFPB21,ZFBP,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.002,0.003,0.953,0.003,0.004,0.003
ZFPB22,ZFBP,0.002,0.002,0.003,0.004,0.002,0.003,0.004,0.002,0.002,0.002,0.003,0.004,0.96,0.002,0.002,0.003
ZFPB23,ZFBP,0.003,0.002,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.952,0.003,0.003,0.003
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFSF01,ZFSF,0.003,0.005,0.005,0.059,0.003,0.773,0.004,0.002,0.004,0.004,0.121,0.005,0.002,0.004,0.003,0.003
ZFSF02,ZFSF,0.01,0.03,0.009,0.03,0.007,0.32,0.008,0.005,0.014,0.017,0.474,0.008,0.005,0.044,0.014,0.005
ZFSF03,ZFSF,0.005,0.007,0.004,0.089,0.005,0.62,0.007,0.004,0.007,0.007,0.153,0.075,0.003,0.008,0.006,0.003
ZFSF04,ZFSF,0.006,0.018,0.006,0.006,0.014,0.739,0.041,0.01,0.011,0.02,0.061,0.038,0.002,0.013,0.011,0.003
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFSW101,ZFSW1,0.009,0.015,0.004,0.013,0.01,0.368,0.008,0.005,0.021,0.113,0.007,0.114,0.003,0.271,0.036,0.004
ZFSW102,ZFSW1,0.006,0.009,0.009,0.006,0.008,0.771,0.048,0.009,0.012,0.022,0.016,0.044,0.003,0.018,0.016,0.003
ZFSW103,ZFSW1,0.044,0.014,0.005,0.01,0.024,0.74,0.01,0.012,0.021,0.012,0.012,0.015,0.003,0.054,0.011,0.015
ZFSW104,ZFSW1,0.011,0.027,0.011,0.008,0.008,0.769,0.014,0.014,0.016,0.032,0.025,0.019,0.003,0.03,0.011,0.002
ZFSW105,ZFSW1,0.007,0.009,0.005,0.005,0.019,0.658,0.007,0.009,0.017,0.121,0.006,0.005,0.003,0.098,0.027,0.004
ZFSW106,ZFSW1,0.027,0.003,0.008,0.062,0.056,0.651,0.004,0.047,0.014,0.01,0.04,0.029,0.012,0.014,0.01,0.013
ZFSW107,ZFSW1,0.005,0.005,0.006,0.005,0.005,0.384,0.017,0.006,0.009,0.087,0.006,0.395,0.004,0.042,0.021,0.003
ZFSW108,ZFSW1,0.003,0.003,0.005,0.011,0.003,0.915,0.004,0.003,0.003,0.004,0.005,0.026,0.004,0.004,0.003,0.003
ZFSW109,ZFSW1,0.009,0.003,0.015,0.004,0.013,0.825,0.003,0.011,0.004,0.004,0.005,0.074,0.003,0.014,0.003,0.009
ZFSW110,ZFSW1,0.027,0.006,0.005,0.008,0.018,0.695,0.013,0.016,0.019,0.013,0.012,0.051,0.005,0.089,0.015,0.008
ZFSW111,ZFSW1,0.005,0.009,0.014,0.008,0.006,0.129,0.011,0.005,0.011,0.197,0.007,0.206,0.005,0.352,0.032,0.004
ZFSW112,ZFSW1,0.006,0.009,0.042,0.006,0.007,0.8,0.009,0.005,0.009,0.038,0.006,0.006,0.004,0.033,0.013,0.006
ZFSW113,ZFSW1,0.032,0.024,0.008,0.021,0.025,0.572,0.006,0.005,0.05,0.032,0.055,0.012,0.005,0.101,0.047,0.004
ZFSW114,ZFSW1,0.005,0.016,0.007,0.007,0.009,0.833,0.006,0.01,0.009,0.029,0.015,0.015,0.002,0.024,0.01,0.003
ZFSW115,ZFSW1,0.006,0.012,0.006,0.026,0.008,0.804,0.01,0.02,0.01,0.024,0.034,0.005,0.002,0.019,0.01,0.003
ZFSW116,ZFSW1,0.014,0.008,0.006,0.012,0.022,0.5,0.02,0.009,0.056,0.081,0.038,0.105,0.011,0.036,0.076,0.004
ZFSW117,ZFSW1,0.047,0.006,0.007,0.012,0.061,0.574,0.011,0.018,0.036,0.021,0.045,0.076,0.008,0.05,0.02,0.007
ZFSW119,ZFSW1,0.003,0.003,0.009,0.005,0.003,0.923,0.006,0.003,0.003,0.005,0.018,0.006,0.003,0.005,0.003,0.003
ZFSW120,ZFSW1,0.002,0.003,0.004,0.005,0.002,0.899,0.005,0.002,0.003,0.003,0.024,0.038,0.003,0.003,0.003,0.002
ZFSW121,ZFSW1,0.007,0.019,0.009,0.005,0.009,0.651,0.014,0.025,0.014,0.036,0.139,0.018,0.004,0.035,0.014,0.002
ZFSW122,ZFSW1,0.011,0.003,0.006,0.005,0.021,0.849,0.006,0.012,0.007,0.005,0.004,0.04,0.003,0.014,0.004,0.009
ZFSW123,ZFSW1,0.003,0.003,0.004,0.005,0.004,0.929,0.004,0.003,0.003,0.005,0.003,0.02,0.004,0.004,0.004,0.003
ZFSW124,ZFSW1,0.003,0.004,0.007,0.006,0.004,0.929,0.007,0.003,0.004,0.005,0.004,0.008,0.003,0.005,0.004,0.003
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFSW201,ZFSW2,0.004,0.005,0.007,0.012,0.004,0.644,0.008,0.003,0.004,0.005,0.008,0.276,0.005,0.004,0.004,0.007
ZFSW202,ZFSW2,0.003,0.004,0.008,0.005,0.003,0.92,0.008,0.004,0.004,0.006,0.007,0.013,0.005,0.004,0.004,0.003
ZFSW203,ZFSW2,0.003,0.003,0.011,0.008,0.004,0.901,0.006,0.003,0.003,0.005,0.007,0.031,0.004,0.004,0.004,0.004
ZFSW204,ZFSW2,0.004,0.005,0.013,0.01,0.003,0.882,0.015,0.003,0.005,0.005,0.007,0.025,0.005,0.005,0.006,0.005
ZFSW205,ZFSW2,0.005,0.009,0.005,0.007,0.004,0.919,0.005,0.003,0.006,0.005,0.007,0.008,0.003,0.005,0.005,0.006
ZFSW206,ZFSW2,0.004,0.006,0.005,0.021,0.004,0.913,0.004,0.003,0.004,0.005,0.009,0.005,0.003,0.006,0.005,0.005
ZFSW207,ZFSW2,0.01,0.004,0.005,0.006,0.016,0.9,0.003,0.01,0.005,0.004,0.005,0.006,0.003,0.007,0.004,0.013
ZFSW208,ZFSW2,0.004,0.005,0.006,0.017,0.004,0.898,0.006,0.005,0.005,0.007,0.011,0.014,0.003,0.005,0.005,0.006
ZFSW209,ZFSW2,0.004,0.005,0.006,0.089,0.003,0.831,0.004,0.006,0.005,0.005,0.015,0.007,0.004,0.005,0.005,0.005
ZFSW210,ZFSW2,0.03,0.006,0.008,0.01,0.014,0.785,0.007,0.01,0.012,0.009,0.01,0.021,0.003,0.023,0.009,0.043
ZFSW211,ZFSW2,0.011,0.012,0.006,0.101,0.004,0.772,0.008,0.003,0.01,0.007,0.019,0.009,0.004,0.013,0.011,0.011
ZFSW212,ZFSW2,0.006,0.009,0.007,0.007,0.004,0.909,0.006,0.003,0.006,0.006,0.007,0.007,0.003,0.006,0.006,0.007
ZFSW213,ZFSW2,0.003,0.004,0.009,0.005,0.004,0.921,0.006,0.004,0.004,0.008,0.006,0.007,0.003,0.006,0.005,0.005
ZFSW214,ZFSW2,0.004,0.007,0.012,0.006,0.004,0.914,0.004,0.003,0.004,0.008,0.006,0.006,0.002,0.009,0.006,0.004
ZFSW215,ZFSW2,0.003,0.003,0.008,0.005,0.004,0.937,0.003,0.003,0.003,0.006,0.004,0.006,0.004,0.005,0.003,0.003
ZFSW216,ZFSW2,0.009,0.013,0.006,0.015,0.003,0.885,0.006,0.003,0.007,0.006,0.008,0.008,0.003,0.011,0.008,0.009
ZFSW217,ZFSW2,0.003,0.005,0.01,0.005,0.004,0.919,0.005,0.003,0.004,0.007,0.006,0.013,0.003,0.005,0.004,0.004
ZFSW218,ZFSW2,0.004,0.007,0.007,0.006,0.004,0.928,0.005,0.003,0.004,0.005,0.005,0.005,0.002,0.006,0.005,0.005
ZFSW219,ZFSW2,0.008,0.01,0.011,0.057,0.004,0.818,0.021,0.003,0.009,0.007,0.013,0.009,0.005,0.008,0.01,0.008
ZFSW220,ZFSW2,0.004,0.005,0.008,0.025,0.003,0.885,0.009,0.003,0.005,0.006,0.008,0.015,0.009,0.005,0.006,0.005
ZFSW221,ZFSW2,0.007,0.008,0.007,0.027,0.004,0.873,0.007,0.004,0.008,0.007,0.014,0.008,0.003,0.007,0.008,0.009
ZFSW222,ZFSW2,0.003,0.003,0.004,0.005,0.003,0.944,0.003,0.003,0.003,0.004,0.006,0.008,0.004,0.003,0.003,0.003
ZFSW223,ZFSW2,0.003,0.004,0.009,0.022,0.004,0.899,0.007,0.004,0.004,0.006,0.007,0.011,0.01,0.004,0.005,0.003
ZFSW224,ZFSW2,0.006,0.007,0.006,0.018,0.004,0.879,0.008,0.004,0.006,0.01,0.013,0.008,0.003,0.009,0.01,0.008
ZFSW225,ZFSW2,0.006,0.01,0.006,0.01,0.004,0.906,0.005,0.003,0.006,0.005,0.007,0.013,0.004,0.005,0.005,0.007
ZFSW226,ZFSW2,0.003,0.004,0.006,0.006,0.005,0.917,0.005,0.004,0.004,0.007,0.004,0.015,0.005,0.005,0.005,0.005
ZFSW227,ZFSW2,0.004,0.006,0.005,0.007,0.003,0.923,0.005,0.003,0.005,0.005,0.006,0.01,0.003,0.005,0.005,0.006
ZFSW229,ZFSW2,0.005,0.008,0.005,0.01,0.004,0.92,0.004,0.002,0.005,0.004,0.007,0.007,0.003,0.004,0.004,0.006
ZFSW230,ZFSW2,0.006,0.009,0.007,0.005,0.006,0.898,0.004,0.003,0.008,0.009,0.005,0.005,0.004,0.016,0.012,0.004
ZFSW231,ZFSW2,0.005,0.007,0.006,0.02,0.003,0.894,0.006,0.003,0.006,0.006,0.01,0.011,0.004,0.007,0.007,0.007
ZFSW232,ZFSW2,0.004,0.005,0.005,0.007,0.004,0.924,0.004,0.004,0.005,0.007,0.009,0.006,0.004,0.004,0.005,0.005
ZFSW233,ZFSW2,0.006,0.01,0.005,0.028,0.007,0.815,0.007,0.007,0.009,0.015,0.016,0.033,0.006,0.02,0.012,0.005
ZFSW234,ZFSW2,0.003,0.004,0.006,0.005,0.004,0.941,0.003,0.003,0.003,0.004,0.004,0.009,0.003,0.003,0.003,0.003
ZFSW235,ZFSW2,0.003,0.007,0.011,0.01,0.004,0.897,0.013,0.004,0.006,0.008,0.011,0.007,0.005,0.004,0.005,0.006
ZFSW236,ZFSW2,0.003,0.005,0.008,0.004,0.005,0.933,0.004,0.003,0.004,0.006,0.006,0.005,0.002,0.004,0.004,0.004
ZFSW237,ZFSW2,0.003,0.005,0.015,0.01,0.004,0.903,0.008,0.004,0.004,0.007,0.01,0.008,0.003,0.005,0.005,0.005
ZFSW238,ZFSW2,0.008,0.015,0.061,0.025,0.007,0.723,0.011,0.029,0.008,0.019,0.066,0.006,0.006,0.007,0.006,0.003
ZFSW239,ZFSW2,0.006,0.006,0.004,0.004,0.004,0.916,0.003,0.003,0.006,0.006,0.004,0.012,0.004,0.01,0.008,0.003
ZFSW240,ZFSW2,0.004,0.006,0.005,0.006,0.003,0.916,0.005,0.002,0.004,0.003,0.005,0.026,0.004,0.004,0.003,0.004
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFTS01,ZFTS,0.005,0.003,0.002,0.004,0.005,0.005,0.003,0.004,0.006,0.005,0.003,0.931,0.005,0.008,0.007,0.003
ZFTS02,ZFTS,0.004,0.005,0.004,0.004,0.005,0.006,0.011,0.005,0.005,0.006,0.006,0.924,0.003,0.004,0.006,0.003
ZFTS03,ZFTS,0.003,0.004,0.005,0.004,0.004,0.007,0.008,0.004,0.005,0.005,0.005,0.933,0.003,0.003,0.005,0.003
ZFTS04,ZFTS,0.002,0.003,0.003,0.004,0.003,0.005,0.005,0.003,0.003,0.003,0.004,0.951,0.005,0.003,0.003,0.002
ZFTS05,ZFTS,0.005,0.005,0.006,0.012,0.006,0.007,0.098,0.003,0.006,0.004,0.006,0.805,0.022,0.005,0.006,0.004
ZFTS07,ZFTS,0.003,0.002,0.003,0.005,0.003,0.004,0.004,0.002,0.003,0.002,0.004,0.952,0.006,0.002,0.003,0.002
ZFTS08,ZFTS,0.003,0.003,0.005,0.005,0.003,0.01,0.005,0.003,0.003,0.004,0.005,0.94,0.004,0.003,0.004,0.003
ZFTS09,ZFTS,0.003,0.003,0.003,0.008,0.002,0.006,0.004,0.002,0.003,0.002,0.004,0.945,0.007,0.003,0.003,0.002
ZFTS10,ZFTS,0.004,0.006,0.004,0.006,0.003,0.015,0.013,0.003,0.006,0.005,0.006,0.915,0.003,0.005,0.004,0.004
ZFTS11,ZFTS,0.003,0.003,0.003,0.006,0.003,0.006,0.004,0.002,0.003,0.003,0.004,0.946,0.004,0.003,0.003,0.003
ZFTS12,ZFTS,0.004,0.003,0.007,0.006,0.004,0.006,0.01,0.005,0.005,0.004,0.005,0.925,0.005,0.003,0.004,0.004
ZFTS14,ZFTS,0.003,0.003,0.003,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.943,0.005,0.003,0.004,0.003
ZFTS15,ZFTS,0.004,0.004,0.002,0.006,0.003,0.004,0.005,0.003,0.004,0.003,0.004,0.943,0.005,0.004,0.004,0.003
ZFTS16,ZFTS,0.006,0.008,0.004,0.009,0.009,0.032,0.021,0.006,0.014,0.016,0.005,0.832,0.005,0.016,0.01,0.007
ZFTS17,ZFTS,0.005,0.008,0.004,0.008,0.003,0.012,0.008,0.003,0.006,0.005,0.005,0.912,0.008,0.005,0.004,0.006
ZFTS18,ZFTS,0.003,0.003,0.006,0.004,0.003,0.009,0.007,0.003,0.004,0.004,0.005,0.937,0.004,0.003,0.004,0.003
ZFTS19,ZFTS,0.003,0.005,0.005,0.006,0.003,0.083,0.006,0.003,0.004,0.005,0.005,0.858,0.006,0.004,0.003,0.004
ZFTS20,ZFTS,0.003,0.003,0.007,0.006,0.003,0.01,0.007,0.003,0.004,0.004,0.006,0.927,0.004,0.003,0.004,0.004
ZFTS21,ZFTS,0.002,0.002,0.003,0.004,0.003,0.005,0.004,0.003,0.003,0.003,0.004,0.953,0.005,0.002,0.003,0.003
ZFTS22,ZFTS,0.003,0.003,0.005,0.007,0.003,0.008,0.005,0.003,0.003,0.003,0.004,0.941,0.004,0.002,0.003,0.003
ZFTS23,ZFTS,0.003,0.004,0.005,0.004,0.004,0.005,0.01,0.004,0.004,0.005,0.006,0.929,0.005,0.004,0.005,0.003
ZFTS24,ZFTS,0.003,0.003,0.007,0.004,0.003,0.007,0.011,0.003,0.004,0.004,0.004,0.933,0.005,0.003,0.004,0.003
ZFTS25,ZFTS,0.005,0.007,0.002,0.007,0.003,0.008,0.004,0.002,0.006,0.004,0.005,0.929,0.004,0.006,0.004,0.004
ZFTS26,ZFTS,0.003,0.004,0.003,0.005,0.002,0.031,0.003,0.002,0.004,0.004,0.004,0.921,0.004,0.003,0.003,0.004
ZFTS27,ZFTS,0.004,0.004,0.005,0.007,0.013,0.009,0.02,0.004,0.009,0.008,0.005,0.865,0.027,0.008,0.009,0.003
ZFTS28,ZFTS,0.007,0.006,0.008,0.009,0.023,0.011,0.035,0.007,0.02,0.018,0.009,0.787,0.018,0.014,0.022,0.006
ZFTS29,ZFTS,0.002,0.003,0.004,0.009,0.003,0.009,0.008,0.002,0.002,0.002,0.004,0.933,0.01,0.002,0.002,0.003
ZFTS30,ZFTS,0.003,0.003,0.004,0.008,0.003,0.008,0.01,0.002,0.003,0.003,0.004,0.933,0.009,0.003,0.003,0.003
ZFTS31,ZFTS,0.003,0.004,0.005,0.005,0.004,0.006,0.053,0.004,0.005,0.004,0.005,0.88,0.011,0.004,0.005,0.003
ZFTS32,ZFTS,0.004,0.005,0.005,0.011,0.004,0.008,0.018,0.003,0.005,0.004,0.005,0.907,0.007,0.005,0.005,0.004
ZFTS33,ZFTS,0.006,0.006,0.004,0.008,0.004,0.007,0.008,0.003,0.007,0.005,0.007,0.913,0.004,0.006,0.007,0.004
ZFTS34,ZFTS,0.004,0.003,0.003,0.004,0.008,0.008,0.004,0.007,0.008,0.007,0.004,0.915,0.005,0.007,0.009,0.004
ZFTS35,ZFTS,0.004,0.005,0.005,0.007,0.004,0.01,0.013,0.004,0.005,0.005,0.007,0.914,0.003,0.004,0.005,0.004
ZFTS36,ZFTS,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.004,0.004,0.004,0.004,0.944,0.004,0.003,0.004,0.003
ZFTS37,ZFTS,0.004,0.005,0.005,0.006,0.005,0.015,0.025,0.003,0.005,0.005,0.006,0.896,0.005,0.004,0.006,0.003
ZFTS38,ZFTS,0.003,0.004,0.004,0.005,0.003,0.011,0.015,0.003,0.004,0.004,0.006,0.923,0.005,0.003,0.005,0.003
ZFTS39,ZFTS,0.004,0.003,0.005,0.007,0.009,0.012,0.004,0.007,0.007,0.008,0.005,0.902,0.006,0.006,0.008,0.006
ZFTS40,ZFTS,0.009,0.006,0.005,0.011,0.028,0.008,0.056,0.009,0.019,0.016,0.008,0.778,0.007,0.017,0.019,0.006
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFTSP101,ZFTSP1,0.28,0.029,0.01,0.004,0.058,0.004,0.009,0.01,0.065,0.019,0.005,0.003,0.003,0.102,0.161,0.238
ZFTSP102,ZFTSP1,0.034,0.086,0.006,0.006,0.007,0.006,0.018,0.006,0.019,0.03,0.012,0.004,0.002,0.018,0.018,0.729
ZFTSP103,ZFTSP1,0.108,0.085,0.035,0.005,0.007,0.006,0.005,0.012,0.012,0.017,0.013,0.002,0.003,0.031,0.011,0.647
ZFTSP104,ZFTSP1,0.89,0.014,0.003,0.003,0.007,0.003,0.004,0.008,0.023,0.011,0.005,0.002,0.002,0.009,0.011,0.005
ZFTSP105,ZFTSP1,0.298,0.232,0.01,0.004,0.004,0.004,0.006,0.007,0.031,0.045,0.013,0.003,0.003,0.024,0.015,0.302
ZFTSP106,ZFTSP1,0.131,0.013,0.007,0.007,0.031,0.005,0.005,0.102,0.122,0.082,0.016,0.004,0.005,0.026,0.423,0.021
ZFTSP107,ZFTSP1,0.856,0.024,0.014,0.005,0.009,0.004,0.004,0.01,0.007,0.011,0.013,0.003,0.003,0.006,0.006,0.027
ZFTSP108,ZFTSP1,0.341,0.017,0.014,0.009,0.015,0.004,0.008,0.429,0.034,0.012,0.024,0.005,0.006,0.009,0.016,0.059
ZFTSP109,ZFTSP1,0.486,0.239,0.009,0.007,0.017,0.003,0.006,0.034,0.046,0.053,0.042,0.004,0.003,0.011,0.031,0.007
ZFTSP110,ZFTSP1,0.583,0.043,0.007,0.006,0.03,0.004,0.005,0.009,0.158,0.019,0.008,0.003,0.003,0.048,0.057,0.018
ZFTSP111,ZFTSP1,0.8,0.041,0.005,0.004,0.03,0.003,0.008,0.005,0.025,0.009,0.004,0.003,0.002,0.016,0.014,0.03
ZFTSP112,ZFTSP1,0.7,0.08,0.015,0.006,0.006,0.005,0.027,0.007,0.046,0.023,0.008,0.004,0.007,0.009,0.01,0.047
ZFTSP113,ZFTSP1,0.795,0.029,0.011,0.006,0.028,0.004,0.006,0.014,0.022,0.022,0.015,0.004,0.003,0.013,0.019,0.009
ZFTSP114,ZFTSP1,0.809,0.02,0.011,0.003,0.006,0.002,0.006,0.01,0.012,0.005,0.004,0.003,0.003,0.006,0.006,0.096
ZFTSP115,ZFTSP1,0.707,0.029,0.017,0.005,0.007,0.005,0.012,0.018,0.025,0.086,0.015,0.004,0.006,0.022,0.025,0.017
ZFTSP116,ZFTSP1,0.733,0.049,0.008,0.005,0.027,0.004,0.02,0.006,0.025,0.016,0.007,0.003,0.003,0.012,0.017,0.066
ZFTSP117,ZFTSP1,0.899,0.019,0.003,0.003,0.005,0.003,0.004,0.004,0.015,0.006,0.003,0.003,0.003,0.01,0.007,0.013
ZFTSP118,ZFTSP1,0.761,0.021,0.007,0.003,0.006,0.005,0.005,0.005,0.029,0.01,0.005,0.003,0.003,0.006,0.011,0.12
ZFTSP119,ZFTSP1,0.247,0.032,0.005,0.021,0.01,0.03,0.006,0.393,0.016,0.023,0.055,0.015,0.005,0.011,0.081,0.052
ZFTSP120,ZFTSP1,0.592,0.03,0.008,0.003,0.033,0.006,0.005,0.006,0.057,0.026,0.003,0.003,0.003,0.033,0.024,0.168
ZFTSP121,ZFTSP1,0.091,0.051,0.003,0.033,0.013,0.009,0.006,0.016,0.008,0.008,0.012,0.02,0.017,0.006,0.006,0.7
ZFTSP122,ZFTSP1,0.529,0.044,0.013,0.004,0.024,0.003,0.008,0.037,0.073,0.027,0.008,0.003,0.003,0.013,0.048,0.165
ZFTSP123,ZFTSP1,0.918,0.006,0.003,0.003,0.006,0.002,0.003,0.008,0.014,0.008,0.004,0.002,0.003,0.009,0.007,0.005
ZFTSP124,ZFTSP1,0.78,0.024,0.009,0.003,0.012,0.002,0.004,0.015,0.055,0.012,0.006,0.002,0.003,0.036,0.03,0.006
ZFTSP125,ZFTSP1,0.875,0.008,0.005,0.003,0.008,0.002,0.003,0.034,0.008,0.011,0.006,0.003,0.003,0.013,0.01,0.008
ZFTSP126,ZFTSP1,0.618,0.013,0.007,0.005,0.033,0.003,0.006,0.019,0.166,0.026,0.009,0.004,0.004,0.014,0.039,0.035
ZFTSP127,ZFTSP1,0.812,0.052,0.007,0.003,0.011,0.002,0.004,0.024,0.026,0.008,0.008,0.003,0.003,0.009,0.019,0.008
ZFTSP128,ZFTSP1,0.889,0.012,0.006,0.003,0.007,0.003,0.004,0.005,0.009,0.005,0.004,0.003,0.003,0.017,0.009,0.022
ZFTSP129,ZFTSP1,0.548,0.116,0.017,0.003,0.032,0.003,0.006,0.019,0.15,0.02,0.005,0.002,0.003,0.033,0.028,0.013
ZFTSP130,ZFTSP1,0.905,0.015,0.004,0.003,0.005,0.002,0.003,0.01,0.009,0.006,0.006,0.003,0.003,0.006,0.006,0.014
ZFTSP131,ZFTSP1,0.745,0.048,0.005,0.003,0.005,0.003,0.003,0.007,0.026,0.017,0.005,0.002,0.003,0.097,0.009,0.023
ZFTSP132,ZFTSP1,0.077,0.466,0.006,0.005,0.038,0.004,0.014,0.009,0.191,0.013,0.004,0.003,0.003,0.02,0.084,0.063
ZFTSP133,ZFTSP1,0.126,0.208,0.018,0.003,0.013,0.003,0.005,0.379,0.031,0.043,0.006,0.002,0.004,0.014,0.1,0.044
ZFTSP134,ZFTSP1,0.567,0.098,0.012,0.005,0.074,0.003,0.007,0.062,0.07,0.009,0.006,0.003,0.003,0.006,0.017,0.06
ZFTSP135,ZFTSP1,0.521,0.101,0.006,0.003,0.004,0.004,0.004,0.009,0.056,0.082,0.007,0.003,0.003,0.047,0.027,0.121
ZFTSP136,ZFTSP1,0.26,0.016,0.005,0.003,0.019,0.004,0.003,0.013,0.155,0.07,0.005,0.003,0.003,0.057,0.078,0.306
ZFTSP137,ZFTSP1,0.111,0.031,0.013,0.017,0.104,0.007,0.005,0.04,0.169,0.038,0.021,0.019,0.033,0.016,0.063,0.314
ZFTSP138,ZFTSP1,0.48,0.027,0.008,0.005,0.039,0.003,0.007,0.011,0.162,0.015,0.007,0.004,0.004,0.029,0.133,0.064
ZFTSP139,ZFTSP1,0.702,0.011,0.004,0.003,0.019,0.003,0.003,0.049,0.065,0.028,0.005,0.002,0.003,0.034,0.027,0.042
ZFTSP140,ZFTSP1,0.449,0.075,0.014,0.006,0.006,0.005,0.017,0.009,0.137,0.058,0.03,0.007,0.013,0.023,0.093,0.058
ZFTSP141,ZFTSP1,0.087,0.022,0.011,0.005,0.017,0.005,0.025,0.082,0.055,0.077,0.019,0.006,0.007,0.012,0.015,0.555
ZFTSP142,ZFTSP1,0.269,0.027,0.006,0.006,0.009,0.005,0.006,0.007,0.072,0.034,0.009,0.003,0.003,0.02,0.041,0.484
ZFTSP143,ZFTSP1,0.251,0.307,0.011,0.004,0.019,0.004,0.005,0.021,0.084,0.036,0.007,0.003,0.002,0.161,0.017,0.067
ZFTSP144,ZFTSP1,0.279,0.361,0.007,0.006,0.006,0.005,0.008,0.009,0.088,0.049,0.008,0.004,0.003,0.029,0.018,0.12
ZFTSP145,ZFTSP1,0.313,0.039,0.007,0.003,0.014,0.003,0.006,0.019,0.03,0.015,0.005,0.003,0.003,0.018,0.014,0.51
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFTSP201,ZFTSP2,0.018,0.024,0.019,0.005,0.014,0.003,0.025,0.045,0.524,0.058,0.008,0.004,0.004,0.007,0.225,0.016
ZFTSP202,ZFTSP2,0.078,0.089,0.019,0.006,0.127,0.003,0.081,0.064,0.214,0.011,0.004,0.003,0.025,0.069,0.005,0.202
ZFTSP203,ZFTSP2,0.019,0.042,0.007,0.005,0.03,0.004,0.01,0.007,0.579,0.011,0.003,0.003,0.003,0.016,0.215,0.046
ZFTSP204,ZFTSP2,0.051,0.189,0.011,0.004,0.294,0.007,0.005,0.011,0.24,0.013,0.003,0.003,0.003,0.015,0.024,0.128
ZFTSP205,ZFTSP2,0.039,0.094,0.036,0.01,0.042,0.006,0.043,0.011,0.3,0.057,0.005,0.004,0.011,0.094,0.129,0.118
ZFTSP206,ZFTSP2,0.015,0.061,0.033,0.005,0.01,0.007,0.02,0.023,0.294,0.262,0.006,0.004,0.004,0.153,0.089,0.015
ZFTSP207,ZFTSP2,0.021,0.027,0.005,0.006,0.024,0.007,0.006,0.007,0.148,0.23,0.005,0.003,0.003,0.328,0.175,0.007
ZFTSP208,ZFTSP2,0.026,0.014,0.006,0.007,0.019,0.009,0.01,0.005,0.092,0.196,0.005,0.004,0.004,0.285,0.245,0.073
ZFTSP209,ZFTSP2,0.069,0.323,0.012,0.003,0.014,0.004,0.007,0.021,0.274,0.079,0.007,0.003,0.003,0.042,0.108,0.031
ZFTSP210,ZFTSP2,0.064,0.193,0.004,0.005,0.027,0.004,0.005,0.01,0.225,0.026,0.004,0.003,0.003,0.027,0.386,0.013
ZFTSP211,ZFTSP2,0.328,0.067,0.009,0.005,0.033,0.004,0.014,0.004,0.447,0.012,0.004,0.004,0.009,0.025,0.009,0.026
ZFTSP212,ZFTSP2,0.731,0.009,0.007,0.003,0.021,0.004,0.004,0.029,0.023,0.022,0.003,0.002,0.002,0.09,0.04,0.01
