Sample.Name,Pop,C1,C2
ZFTSP122,ZFTSP1,0.011,0.989
ZFTSP123,ZFTSP1,0.012,0.988
ZFTSP124,ZFTSP1,0.011,0.989
ZFTSP125,ZFTSP1,0.011,0.989
ZFTSP126,ZFTSP1,0.016,0.984
ZFTSP127,ZFTSP1,0.012,0.988
ZFTSP128,ZFTSP1,0.013,0.987
ZFTSP129,ZFTSP1,0.011,0.989
ZFTSP130,ZFTSP1,0.012,0.988
ZFTSP131,ZFTSP1,0.01,0.99
ZFTSP132,ZFTSP1,0.016,0.984
ZFTSP133,ZFTSP1,0.01,0.99
ZFTSP134,ZFTSP1,0.011,0.989
ZFTSP135,ZFTSP1,0.012,0.988
ZFTSP136,ZFTSP1,0.013,0.987
ZFTSP137,ZFTSP1,0.055,0.945
ZFTSP138,ZFTSP1,0.017,0.983
ZFTSP139,ZFTSP1,0.01,0.99
ZFTSP140,ZFTSP1,0.026,0.974
ZFTSP141,ZFTSP1,0.024,0.976
ZFTSP142,ZFTSP1,0.017,0.983
ZFTSP143,ZFTSP1,0.014,0.986
ZFTSP144,ZFTSP1,0.019,0.981
ZFTSP145,ZFTSP1,0.012,0.988
NA,NA,0,0
ZFTSP201,ZFTSP2,0.018,0.982
ZFTSP202,ZFTSP2,0.026,0.974
ZFTSP203,ZFTSP2,0.015,0.985
ZFTSP204,ZFTSP2,0.015,0.985
ZFTSP205,ZFTSP2,0.024,0.976
ZFTSP206,ZFTSP2,0.019,0.981
ZFTSP207,ZFTSP2,0.015,0.985
ZFTSP208,ZFTSP2,0.02,0.98
ZFTSP209,ZFTSP2,0.013,0.987
ZFTSP210,ZFTSP2,0.015,0.985
ZFTSP211,ZFTSP2,0.02,0.98
ZFTSP212,ZFTSP2,0.009,0.991
ZFTSP213,ZFTSP2,0.016,0.984
ZFTSP214,ZFTSP2,0.014,0.986
ZFTSP215,ZFTSP2,0.014,0.986
ZFTSP216,ZFTSP2,0.076,0.924
ZFTSP217,ZFTSP2,0.016,0.984
ZFTSP218,ZFTSP2,0.016,0.984
ZFTSP219,ZFTSP2,0.024,0.976
ZFTSP220,ZFTSP2,0.052,0.948
ZFTSP221,ZFTSP2,0.017,0.983
ZFTSP222,ZFTSP2,0.09,0.91
ZFTSP223,ZFTSP2,0.012,0.988
ZFTSP224,ZFTSP2,0.012,0.988
ZFTSP225,ZFTSP2,0.013,0.987
ZFTSP226,ZFTSP2,0.014,0.986
ZFTSP227,ZFTSP2,0.027,0.973
ZFTSP228,ZFTSP2,0.026,0.974
NA,NA,0,0
ZFW01,ZFW,0.965,0.035
ZFW02,ZFW,0.966,0.034
ZFW03,ZFW,0.959,0.041
ZFW04,ZFW,0.984,0.016
ZFW05,ZFW,0.972,0.028
ZFW06,ZFW,0.983,0.017
NA,NA,0,0
ZFWB01,ZFWB,0.652,0.348
ZFWB02,ZFWB,0.947,0.053
ZFWB03,ZFWB,0.803,0.197
ZFWB05,ZFWB,0.854,0.146
ZFWB06,ZFWB,0.783,0.217
ZFWB07,ZFWB,0.845,0.155
ZFWB10,ZFWB,0.772,0.228
ZFWB11,ZFWB,0.883,0.117
ZFWB12,ZFWB,0.666,0.334
ZFWB13,ZFWB,0.574,0.426
ZFWB14,ZFWB,0.57,0.43
ZFWB15,ZFWB,0.861,0.139
ZFWB18,ZFWB,0.62,0.38
ZFWB19,ZFWB,0.955,0.045
ZFWB20,ZFWB,0.858,0.142
ZFWB21,ZFWB,0.841,0.159
ZFWB22,ZFWB,0.773,0.227
ZFWB23,ZFWB,0.29,0.71
ZFWB24,ZFWB,0.55,0.45
ZFWB25,ZFWB,0.871,0.129
ZFWB26,ZFWB,0.926,0.074
ZFWB27,ZFWB,0.908,0.092
ZFWB29,ZFWB,0.928,0.072
ZFWB30,ZFWB,0.812,0.188
ZFWB31,ZFWB,0.589,0.411
ZFWB32,ZFWB,0.938,0.062
ZFWB35,ZFWB,0.771,0.229
ZFWB36,ZFWB,0.927,0.073
ZFWB37,ZFWB,0.846,0.154
ZFWB38,ZFWB,0.911,0.089
ZFWB39,ZFWB,0.731,0.269
ZFWB40,ZFWB,0.743,0.257
ZFWB41,ZFWB,0.789,0.211
ZFWB42,ZFWB,0.7,0.3
ZFWB43,ZFWB,0.9,0.1
ZFWB44,ZFWB,0.974,0.026
ZFWB46,ZFWB,0.892,0.108
ZFWB47,ZFWB,0.917,0.083
ZFWB48,ZFWB,0.609,0.391
ZFWB49,ZFWB,0.411,0.589
NA,NA,0,0
ZCF01,ZCF,0.974,0.026
ZCF02,ZCF,0.984,0.016
ZCF03,ZCF,0.963,0.037
ZCF04,ZCF,0.959,0.041
ZCF05,ZCF,0.986,0.014
ZCF06,ZCF,0.737,0.263
ZCF07,ZCF,0.972,0.028
ZCF08,ZCF,0.951,0.049
ZCF09,ZCF,0.412,0.588
ZCF10,ZCF,0.884,0.116
ZCF11,ZCF,0.962,0.038
ZCF12,ZCF,0.982,0.018
ZCF13,ZCF,0.945,0.055
ZCF14,ZCF,0.912,0.088
ZCF15,ZCF,0.965,0.035
ZCF16,ZCF,0.963,0.037
ZCF17,ZCF,0.977,0.023
ZCF18,ZCF,0.946,0.054
ZCF19,ZCF,0.98,0.02
ZCF20,ZCF,0.959,0.041
ZCF21,ZCF,0.949,0.051
ZCF22,ZCF,0.922,0.078
ZCF23,ZCF,0.961,0.039
ZCF24,ZCF,0.616,0.384
ZCF25,ZCF,0.869,0.131
ZCF26,ZCF,0.814,0.186
ZCF27,ZCF,0.971,0.029
ZCF28,ZCF,0.983,0.017
ZCF29,ZCF,0.931,0.069
ZCF30,ZCF,0.973,0.027
ZCF31,ZCF,0.957,0.043
ZCF32,ZCF,0.965,0.035
ZCF33,ZCF,0.984,0.016
ZCF34,ZCF,0.501,0.499
ZCF35,ZCF,0.937,0.063
ZCF36,ZCF,0.946,0.054
ZCF37,ZCF,0.966,0.034
ZCF38,ZCF,0.912,0.088
ZCF39,ZCF,0.185,0.815
ZCF40,ZCF,0.788,0.212
ZCF41,ZCF,0.978,0.022
ZCF42,ZCF,0.829,0.171
