Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per
QAc-G-0121,/TMA,Pryor,98.1,Magazine,Magazine,1.834,Porter,0.064,Sugar_Loaf,0.001
QAc-G-0122,/TMA,Pryor,99.851,Magazine,Porter,0.115,Magazine,0.034,Sugar_Loaf,0
QAc-G-0123,/TMA,Magazine,51.051,Magazine,Pryor,48.837,Porter,0.108,Sugar_Loaf,0.004
QAc-G-0124,/TMA,Pryor,94.642,Magazine,Magazine,4.541,Porter,0.815,Sugar_Loaf,0.002
QAc-G-0125,/TMA,Pryor,99.756,Magazine,Magazine,0.125,Porter,0.118,Sugar_Loaf,0
QAc-G-0126,/TMA,Pryor,98.77,Magazine,Magazine,0.891,Porter,0.339,Sugar_Loaf,0
QAc-G-0127,/TMA,Pryor,50.081,Magazine,Porter,49.915,Magazine,0.004,Sugar_Loaf,0
QAc-G-0128,/TMA,Porter,88.908,Magazine,Pryor,9.472,Magazine,1.62,Sugar_Loaf,0
QAc-G-0129,/TMA,Porter,62.361,Magazine,Pryor,29.571,Magazine,8.068,Sugar_Loaf,0
QAc-G-0130,/TMA,Pryor,99.999,Magazine,Porter,0.001,Magazine,0,Sugar_Loaf,0
QAc-G-0131,/TMA,Pryor,74.89,Magazine,Porter,14.367,Magazine,10.743,Sugar_Loaf,0.001
QAc-G-0132,/TMA,Pryor,93.405,Magazine,Porter,6.458,Magazine,0.136,Sugar_Loaf,0
QAc-G-0133,/TMA,Porter,90.307,Magazine,Pryor,9.693,Magazine,0,Sugar_Loaf,0
QAc-G-0134,/TMA,Pryor,98.157,Magazine,Magazine,1.441,Porter,0.391,Sugar_Loaf,0.012
QAc-G-0135,/TMA,Magazine,99.713,Magazine,Sugar_Loaf,0.214,Porter,0.073,Pryor,0
QAc-G-0136,/TMA,Magazine,99.54,Magazine,Porter,0.247,Pryor,0.213,Sugar_Loaf,0
QAc-G-0137,/TMA,Magazine,99.988,Magazine,Pryor,0.011,Porter,0.002,Sugar_Loaf,0
QAc-G-0138,/TMA,Magazine,99.87,Magazine,Sugar_Loaf,0.091,Pryor,0.035,Porter,0.004
QAc-G-0139,/TMA,Magazine,99.825,Magazine,Porter,0.147,Pryor,0.027,Sugar_Loaf,0.002
QAc-G-0140,/TMA,Porter,58.722,Magazine,Magazine,40.682,Pryor,0.596,Sugar_Loaf,0
QAc-G-0141,/TMA,Magazine,69.692,Magazine,Pryor,29.75,Porter,0.52,Sugar_Loaf,0.038
QAc-G-0142,/TMA,Magazine,99.961,Magazine,Sugar_Loaf,0.032,Porter,0.007,Pryor,0.001
QAc-G-0143,/TMA,Porter,99.962,Magazine,Sugar_Loaf,0.033,Magazine,0.006,Pryor,0
QAc-G-0144,/TMA,Magazine,99.997,Magazine,Porter,0.003,Sugar_Loaf,0,Pryor,0
QAc-G-0145,/TMA,Magazine,58.967,Magazine,Pryor,41.018,Porter,0.015,Sugar_Loaf,0
QAc-G-0146,/TMA,Magazine,53.291,Magazine,Pryor,40.126,Porter,6.582,Sugar_Loaf,0
QAc-G-0147,/TMA,Magazine,52.093,Magazine,Porter,46.877,Pryor,0.963,Sugar_Loaf,0.067
QAc-G-0148,/TMA,Porter,99.879,Magazine,Magazine,0.12,Pryor,0,Sugar_Loaf,0
QAc-G-0149,/TMA,Pryor,98.998,Magazine,Porter,0.982,Magazine,0.019,Sugar_Loaf,0
QAc-G-0150,/TMA,Pryor,96.796,Magazine,Magazine,1.668,Porter,1.534,Sugar_Loaf,0.002
QAc-G-0151,/TMA,Pryor,85.129,Magazine,Magazine,14.795,Porter,0.076,Sugar_Loaf,0
QAc-G-0152,/TMA,Magazine,56.894,Magazine,Pryor,42.89,Porter,0.215,Sugar_Loaf,0.001
QAc-G-0153,/TMA,Magazine,36.635,Magazine,Pryor,32.157,Porter,31.201,Sugar_Loaf,0.008
QAc-G-0154,/TMA,Pryor,97.845,Magazine,Porter,1.882,Magazine,0.273,Sugar_Loaf,0
QAc-G-0155,/TMA,Pryor,91.243,Magazine,Magazine,8.394,Porter,0.363,Sugar_Loaf,0
QAc-G-0158,/TMA,Pryor,99.06,Magazine,Porter,0.667,Magazine,0.273,Sugar_Loaf,0
QAc-G-0159,/TMA,Porter,96.804,Magazine,Magazine,2.818,Sugar_Loaf,0.378,Pryor,0.001
QAc-G-0160,/TMA,Magazine,82.326,Magazine,Pryor,10.798,Porter,4.547,Sugar_Loaf,2.329
QAc-G-0161,/TMA,Magazine,99.161,Magazine,Pryor,0.756,Sugar_Loaf,0.053,Porter,0.03
QAc-G-0162,/TMA,Magazine,98.646,Magazine,Porter,0.855,Pryor,0.485,Sugar_Loaf,0.014
QAc-G-0163,/TMA,Magazine,93.45,Magazine,Porter,5.045,Sugar_Loaf,1.499,Pryor,0.006
QAc-G-0164,/TMA,Pryor,99.824,Magazine,Sugar_Loaf,0.093,Magazine,0.045,Porter,0.038
QAc-G-0165,/TMA,Magazine,99.429,Magazine,Pryor,0.558,Porter,0.013,Sugar_Loaf,0
QAc-G-0166,/TMA,Magazine,100,Magazine,Porter,0,Sugar_Loaf,0,Pryor,0
QAc-G-0167,/TMA,Magazine,99.632,Magazine,Pryor,0.352,Porter,0.015,Sugar_Loaf,0
QAc-G-0168,/TMA,Magazine,99.997,Magazine,Pryor,0.002,Sugar_Loaf,0,Porter,0
QAc-G-0169,/TMA,Porter,99.771,Magazine,Magazine,0.084,Pryor,0.075,Sugar_Loaf,0.07
QAc-G-0170,/TMA,Magazine,75.284,Magazine,Pryor,22.781,Porter,1.935,Sugar_Loaf,0
QAc-G-0171,/TMA,Pryor,82.56,Magazine,Magazine,16.916,Porter,0.524,Sugar_Loaf,0
QAc-G-0172,/TMA,Magazine,99.208,Magazine,Sugar_Loaf,0.424,Pryor,0.353,Porter,0.015
QAc-G-0173,/TMA,Magazine,99.768,Magazine,Pryor,0.23,Porter,0.001,Sugar_Loaf,0
QAc-G-0174,/TMA,Magazine,97.141,Magazine,Pryor,2.805,Porter,0.055,Sugar_Loaf,0
QAc-G-0175,/TMA,Pryor,97.817,Magazine,Magazine,2.176,Porter,0.003,Sugar_Loaf,0.003
QAc-G-0176,/TMA,Magazine,96.789,Magazine,Porter,2.553,Pryor,0.654,Sugar_Loaf,0.003
QAc-G-0177,/TMA,Magazine,86.017,Magazine,Porter,11.069,Pryor,2.821,Sugar_Loaf,0.093
QAc-G-0178,/TMA,Pryor,99.88,Magazine,Magazine,0.061,Porter,0.059,Sugar_Loaf,0
