Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per,Fifth_Pop,Fifth_Per
TMA-ZAIN-G-56,/MBC,CF,4.96,OS,TS,4.933,B,4.792,LB,4.778,BP,4.566
TMA-ZAIN-G-57,/MBC,CR,5.181,OS,B,4.734,SF,4.724,SW,4.688,CF,4.663
TMA-ZAIN-G-58,/MBC,CR,5.187,CR,CF,4.875,ENP,4.55,WB,4.483,B,4.45
TMA-ZAIN-G-59,/MBC,TS,5.047,NWS_North,CF,4.97,CR,4.825,ENP,4.61,LB,4.447
TMA-ZAIN-G-60,/MBC,TS,5.528,NWS_North,CF,5.284,ENP,4.993,CR,4.953,LB,4.725
TMA-ZAIN-G-61,/MBC,CR,4.951,NWS_North,CF,4.737,TS,4.552,SW,4.394,ENP,4.385
TMA-ZAIN-G-62,/MBC,CR,5.2,NWS_North,SF,5.111,SW,4.548,B,4.486,ZFCC,4.449
TMA-ZAIN-G-63,/MBC,CR,5.277,NWS_North,SW,5.046,B,4.887,CF,4.686,SF,4.644
TMA-ZAIN-G-64,/MBC,B,4.969,ONF,ONF,4.555,BP,4.542,CR,4.467,TSP,4.433
TMA-ZAIN-G-65,/MBC,B,5.106,ONF,CR,4.639,ZFW,4.348,ONF,4.279,BP,4.276
TMA-ZAIN-G-66,/MBC,B,5.139,ONF,BP,4.583,TSP,4.512,CR,4.456,ONF,4.368
TMA-ZAIN-G-67,/MBC,B,5.024,ONF,CR,4.783,BP,4.531,ONF,4.447,ONF,4.378
TMA-ZAIN-G-68,/MBC,B,4.615,ONF,CR,4.499,ONF,4.497,WB,4.395,CF,4.379
TMA-ZAIN-G-69,/MBC,ONF,4.645,ONF,B,4.535,CR,4.517,ONF,4.411,WB,4.361
TMA-ZAIN-G-70,/MBC,ONF,4.921,ONF,BP,4.799,B,4.758,TSP,4.619,TSP,4.516
TMA-ZAIN-G-71,/MBC,B,5.318,ONF,CR,4.816,BP,4.56,ZFFDSP,4.522,BP,4.421
TMA-ZAIN-G-72,/MBC,B,4.837,ONF,CR,4.788,BP,4.637,SW,4.515,SF,4.449
TMA-ZAIN-G-73,/MBC,B,5.305,ONF,CR,5.251,SW,4.67,SF,4.441,ZFO,4.391
TMA-ZAIN-G-74,/MBC,CR,5.109,ONF,B,4.949,BP,4.784,ZFFDSP,4.655,BP,4.594
TMA-ZAIN-G-75,/MBC,CR,5.137,ONF,B,4.833,SF,4.488,ZFO,4.483,SW,4.433
TMA-ZAIN-G-76,/MBC,B,4.857,ONF,CR,4.682,BP,4.55,TSP,4.526,BP,4.518
TMA-ZAIN-G-77,/MBC,B,5.134,ONF,CR,4.686,BP,4.514,TS,4.508,TSP,4.432
TMA-ZAIN-G-78,/MBC,CR,4.874,ONF,B,4.857,TS,4.568,ONF,4.467,CF,4.455
TMA-ZAIN-G-79,/MBC,B,4.896,ONF,CR,4.7,TS,4.653,CF,4.555,TSP,4.412
TMA-ZAIN-G-80,/MBC,B,5.153,ONF,CR,5.07,BP,4.733,ZFFDSP,4.583,BP,4.552
TMA-ZAIN-G-81,/MBC,B,5.238,ONF,CR,4.713,CF,4.685,ENP,4.561,TS,4.444
TMA-ZAIN-G-82,/MBC,CR,4.991,ONF,B,4.839,ONF,4.419,ONF,4.391,BP,4.301
TMA-ZAIN-G-83,/MBC,B,5.266,ONF,CR,4.763,ONF,4.546,TS,4.409,BP,4.36
TMA-ZAIN-G-84,/MBC,B,5.33,ONF,BP,4.612,TSP,4.578,CR,4.573,CF,4.506
TMA-ZAIN-G-85,/MBC,LB,5.28,K,TS,4.782,CF,4.773,BP,4.736,B,4.55
TMA-ZAIN-G-86,/MBC,LB,5.342,K,CF,4.731,B,4.716,BP,4.705,CR,4.581
TMA-ZAIN-G-87,/MBC,LB,4.88,K,TS,4.743,CF,4.669,B,4.585,CR,4.559
TMA-ZAIN-G-88,/MBC,B,4.695,NWS_South,BP,4.656,CR,4.629,ONF,4.549,TSP,4.533
TMA-ZAIN-G-89,/MBC,B,4.764,NWS_South,BP,4.653,CR,4.505,TSP,4.452,ONF,4.435
TMA-ZAIN-G-90,/MBC,LB,5.111,NWS_South,CF,5.019,TS,4.946,CR,4.672,ENP,4.639
TMA-ZAIN-G-91,/MBC,LB,5.221,NWS_South,CF,4.855,TS,4.617,CR,4.608,BP,4.579
TMA-ZAIN-G-92,/MBC,TS,5.265,NWS_South,CF,4.995,CR,4.722,ENP,4.716,LB,4.67
TMA-ZAIN-G-93,/MBC,TS,5.293,NWS_South,CF,4.778,WB,4.7,CR,4.652,ENP,4.582
TMA-ZAIN-G-94,/MBC,TS,5.115,NWS_South,CF,5.042,LB,4.764,CR,4.746,ENP,4.696
TMA-ZAIN-G-95,/MBC,TS,5.384,WB,SF,5.359,CR,4.747,B,4.671,SW,4.652
TMA-ZAIN-G-96,/MBC,TS,5.136,WB,CR,4.913,B,4.835,CF,4.739,ENP,4.646
TMA-ZAIN-G-97,/MBC,CR,5.12,W,CF,4.994,ENP,4.47,TS,4.464,ONF,4.364
TMA-ZAIN-G-98,/MBC,CF,4.996,W,CR,4.977,TS,4.582,ENP,4.436,ONF,4.399
TMA-ZAIN-G-99,/MBC,CR,4.787,W,ONF,4.748,BP,4.683,BP,4.475,TSP,4.385
TMA-ZAIN-G-101,/MBC,CR,5.047,W,LB,4.912,BP,4.797,CF,4.783,ENP,4.509
TMA-ZAIN-G-102,/MBC,CR,5.355,W,SW,4.702,CF,4.456,WB,4.45,ONF,4.374
TMA-ZAIN-G-103,/MBC,SW,4.807,SW,CR,4.743,B,4.679,TS,4.505,CF,4.475
TMA-ZAIN-G-104,/MBC,CF,4.836,SW,B,4.75,TS,4.7,CR,4.683,SW,4.487
TMA-ZAIN-G-105,/MBC,SF,5.094,SW,CR,4.996,SW,4.656,CF,4.656,B,4.546
TMA-ZAIN-G-106,/MBC,CF,4.97,SW,TS,4.834,B,4.797,CR,4.689,ENP,4.521
TMA-ZAIN-G-107,/MBC,B,4.888,NWS_North,BP,4.858,BP,4.78,CR,4.591,TSP,4.523
TMA-ZAIN-G-108,/MBC,B,5.287,NWS_North,CR,5.106,CF,4.535,ONF,4.52,ENP,4.364
TMA-ZAIN-G-109,/MBC,B,5.302,NWS_North,CR,5.025,LB,4.733,BP,4.726,CF,4.681
TMA-ZAIN-G-110,/MBC,B,5.335,NWS_North,CR,5.171,ONF,4.42,ZFFDSP,4.408,ZFW,4.384
TMA-ZAIN-G-111,/MBC,B,4.887,NWS_North,CR,4.699,ONF,4.543,CF,4.519,BP,4.499
TMA-ZAIN-G-112,/MBC,SF,5.655,NWS_North,B,5.366,CR,5.242,SW,4.471,TS,4.346
TMA-ZAIN-G-113,/MBC,B,5.336,NWS_North,CR,5.059,CF,4.821,ENP,4.42,SF,4.405
TMA-ZAIN-G-114,/MBC,CR,5.241,NWS_North,B,4.864,ONF,4.62,CF,4.569,SF,4.393
TMA-ZAIN-G-115,/MBC,CR,5.129,NWS_North,CF,4.757,B,4.481,LB,4.381,ONF,4.336
TMA-ZAIN-G-116,/MBC,CR,5.558,NWS_North,B,5.165,SW,4.887,ZFW,4.73,SF,4.618
TMA-ZAIN-G-117,/MBC,B,4.94,ONF,CR,4.906,ONF,4.479,BP,4.444,SF,4.416
TMA-ZAIN-G-118,/MBC,B,5.064,ONF,CR,4.762,TS,4.598,CF,4.378,ONF,4.254
TMA-ZAIN-G-119,/MBC,B,5.471,ONF,CR,4.889,SF,4.628,ZFW,4.45,ONF,4.317
TMA-ZAIN-G-120,/MBC,CR,4.886,ONF,B,4.874,BP,4.542,ONF,4.532,SF,4.409
TMA-ZAIN-G-121,/MBC,B,5.42,ONF,TS,4.831,CR,4.741,SF,4.341,ONF,4.29
TMA-ZAIN-G-122,/MBC,B,5.1,ONF,CR,4.712,TS,4.505,ONF,4.284,CF,4.274
TMA-ZAIN-G-123,/MBC,LB,4.788,SF,B,4.712,CF,4.626,CR,4.579,ENP,4.52
TMA-ZAIN-G-124,/MBC,B,5.023,I,CR,4.864,SW,4.8,CF,4.583,TS,4.541
TMA-ZAIN-G-125,/MBC,CF,4.75,LTI,CR,4.609,TS,4.549,B,4.509,ENP,4.449
TMA-ZAIN-G-126,/MBC,CR,4.891,LTI,CF,4.461,B,4.403,SW,4.356,SF,4.322
TMA-ZAIN-G-127,/MBC,CR,4.733,LTI,B,4.516,ZFO,4.472,CF,4.419,ONF,4.352
TMA-ZAIN-G-128,/MBC,B,4.577,LTI,TSP,4.503,CR,4.468,CF,4.465,BP,4.401
TMA-ZAIN-G-129,/MBC,B,4.545,LTI,CF,4.495,CR,4.467,TS,4.359,ONF,4.293
TMA-ZAIN-G-130,/MBC,CR,4.558,LTI,CF,4.503,ONF,4.502,TS,4.476,B,4.419
TMA-ZAIN-G-131,/MBC,CR,4.902,LTI,ZFO,4.729,ZFCC,4.478,B,4.39,SF,4.379
TMA-ZAIN-G-132,/MBC,CF,4.741,LTI,CR,4.587,TS,4.549,B,4.51,ENP,4.448
TMA-ZAIN-G-133,/MBC,CR,4.746,LTI,B,4.605,CF,4.526,TS,4.305,ENP,4.301
TMA-ZAIN-G-134,/MBC,B,5.135,NWS_North,CR,4.617,CF,4.576,TS,4.413,ENP,4.409
TMA-ZAIN-G-135,/MBC,CR,4.57,NWS_North,ONF,4.552,B,4.522,TSP,4.482,CF,4.38
TMA-ZAIN-G-136,/MBC,ONF,5.147,NWS_North,B,4.802,TSP,4.733,BP,4.715,BP,4.712
TMA-ZAIN-G-137,/MBC,CR,4.714,NWS_North,B,4.681,ONF,4.645,BP,4.618,ONF,4.412
TMA-ZAIN-G-138,/MBC,ONF,5.037,NWS_North,B,4.853,CR,4.83,BP,4.541,BP,4.485
TMA-ZAIN-G-139,/MBC,ONF,4.919,NWS_North,BP,4.753,B,4.695,CR,4.682,BP,4.649
TMA-ZAIN-G-140,/MBC,CR,4.892,NWS_North,ZFO,4.786,ONF,4.779,B,4.633,BP,4.623
TMA-ZAIN-G-141,/MBC,B,5.167,FDSP,ONF,4.682,BP,4.64,BP,4.592,TSP,4.562
TMA-ZAIN-G-142,/MBC,B,4.911,FDSP,ONF,4.767,CR,4.607,CF,4.591,BP,4.519
TMA-ZAIN-G-143,/MBC,B,5.323,FDSP,BP,4.645,ONF,4.634,TSP,4.569,BP,4.479
TMA-ZAIN-G-144,/MBC,B,4.849,FDSP,ONF,4.815,CR,4.551,TSP,4.497,CF,4.469
TMA-ZAIN-G-145,/MBC,B,5.021,FDSP,CR,4.907,CF,4.698,TS,4.634,LB,4.414
TMA-ZAIN-G-146,/MBC,CR,4.992,FDSP,B,4.852,CF,4.41,BP,4.31,ENP,4.276
TMA-ZAIN-G-147,/MBC,BP,4.761,FDSP,B,4.749,TSP,4.676,BP,4.574,CR,4.519
TMA-ZAIN-G-148,/MBC,B,4.997,FDSP,BP,4.773,BP,4.562,TSP,4.558,TSP,4.452
TMA-ZAIN-G-149,/MBC,TSP,4.756,FDSP,TSP,4.582,CF,4.571,B,4.446,CR,4.445
TMA-ZAIN-G-150,/MBC,B,4.793,FDSP,CR,4.601,CF,4.579,TSP,4.572,ONF,4.478
TMA-ZAIN-G-151,/MBC,B,4.459,FDSP,CR,4.448,ONF,4.435,ONF,4.421,TSP,4.394
TMA-ZAIN-G-152,/MBC,B,5.291,FDSP,CR,5.093,ZFFDSP,4.681,BP,4.612,BP,4.519
TMA-ZAIN-G-153,/MBC,B,5.789,FDSP,CR,5.031,SF,4.384,BP,4.236,ZFO,4.23
TMA-ZAIN-G-154,/MBC,B,4.966,FDSP,CR,4.763,BP,4.725,BP,4.613,TSP,4.515
TMA-ZAIN-G-155,/MBC,B,4.936,FDSP,CR,4.813,BP,4.409,ZFFDSP,4.401,BP,4.382
TMA-ZAIN-G-156,/MBC,B,4.827,FDSP,ONF,4.822,CR,4.583,CF,4.533,TSP,4.411
TMA-ZAIN-G-157,/MBC,B,5.337,FDSP,CR,4.966,ZFO,4.724,ZFCC,4.226,CF,4.216
TMA-ZAIN-G-158,/MBC,B,5.141,FDSP,CF,4.698,CR,4.62,TSP,4.433,ENP,4.414
TMA-ZAIN-G-159,/MBC,B,4.974,FDSP,CR,4.926,ZFFDSP,4.455,BP,4.445,SF,4.325
TMA-ZAIN-G-160,/MBC,CR,5.055,FDSP,ONF,4.828,B,4.723,BP,4.382,ONF,4.345
TMA-ZAIN-G-161,/MBC,CR,4.927,FDSP,B,4.863,ONF,4.76,BP,4.587,ONF,4.366
TMA-ZAIN-G-162,/MBC,B,5.063,FDSP,CR,4.913,CF,4.73,TS,4.386,ENP,4.307
TMA-ZAIN-G-163,/MBC,B,5.326,FDSP,CR,4.994,BP,4.729,ZFFDSP,4.588,BP,4.519
TMA-ZAIN-G-164,/MBC,B,5.237,FDSP,CR,4.968,BP,4.477,ONF,4.465,BP,4.402
TMA-ZAIN-G-165,/MBC,CR,4.968,FDSP,B,4.828,ONF,4.52,BP,4.45,BP,4.269
TMA-ZAIN-G-166,/MBC,B,5.051,FDSP,ONF,4.872,BP,4.847,CR,4.737,BP,4.666
TMA-ZAIN-G-167,/MBC,CR,4.976,BP2,B,4.893,BP,4.575,BP,4.475,CF,4.396
TMA-ZAIN-G-168,/MBC,B,5.073,BP2,CR,4.618,BP,4.596,CF,4.585,TS,4.572
TMA-ZAIN-G-169,/MBC,B,5.082,BP2,CR,4.748,CF,4.608,ONF,4.509,TS,4.492
TMA-ZAIN-G-170,/MBC,B,4.777,BP2,CR,4.702,BP,4.573,ONF,4.559,CF,4.386
TMA-ZAIN-G-171,/MBC,B,5.12,BP2,CR,4.867,ONF,4.622,CF,4.475,BP,4.467
TMA-ZAIN-G-172,/MBC,B,4.811,BP2,BP,4.727,ONF,4.638,CR,4.578,CF,4.46
TMA-ZAIN-G-173,/MBC,B,5.338,BP2,CF,4.759,LB,4.65,CR,4.629,BP,4.529
TMA-ZAIN-G-174,/MBC,B,5.381,BP2,CF,4.964,CR,4.764,TS,4.752,ENP,4.628
TMA-ZAIN-G-175,/MBC,B,4.865,BP2,CR,4.8,CF,4.579,BP,4.538,LB,4.423
TMA-ZAIN-G-176,/MBC,B,4.763,BP2,BP,4.684,ONF,4.509,TSP,4.494,CR,4.476
TMA-ZAIN-G-177,/MBC,B,4.808,BP2,BP,4.645,TSP,4.582,CF,4.539,CR,4.535
TMA-ZAIN-G-178,/MBC,B,4.931,BP2,CR,4.62,CF,4.552,LB,4.533,BP,4.516
TMA-ZAIN-G-179,/MBC,B,5.776,BP2,CR,4.754,CF,4.745,TS,4.725,ENP,4.54
TMA-ZAIN-G-180,/MBC,B,5.173,BP2,LB,4.697,BP,4.695,CF,4.659,CR,4.658
TMA-ZAIN-G-181,/MBC,B,4.911,TS,CR,4.466,TSP,4.452,LB,4.446,CF,4.392
TMA-ZAIN-G-182,/MBC,B,5.339,TS,CR,4.821,ZFO,4.667,BP,4.5,BP,4.461
TMA-ZAIN-G-183,/MBC,B,4.753,TS,CF,4.624,CR,4.553,ZFO,4.484,ENP,4.386
TMA-ZAIN-G-184,/MBC,B,5.714,TS,CR,4.668,ZFW,4.457,TSP,4.416,CF,4.277
TMA-ZAIN-G-185,/MBC,B,5.342,TS,CR,4.654,TSP,4.481,ZFFDSP,4.401,ZFW,4.396
TMA-ZAIN-G-186,/MBC,B,4.935,TS,CR,4.813,SF,4.632,SW,4.351,CF,4.339
TMA-ZAIN-G-187,/MBC,B,5.159,TS,CR,4.83,SF,4.789,TS,4.589,CF,4.348
TMA-ZAIN-G-188,/MBC,B,5.296,TS,CR,4.828,CF,4.539,ENP,4.505,TS,4.486
TMA-ZAIN-G-189,/MBC,CR,4.891,TS,B,4.605,SF,4.501,CF,4.382,ZFO,4.373
TMA-ZAIN-G-190,/MBC,B,5.097,TS,TSP,4.664,BP,4.568,TSP,4.52,ZFLTI,4.433
TMA-ZAIN-G-191,/MBC,B,5.633,TS,CR,5.044,TS,4.498,CF,4.453,ENP,4.452
TMA-ZAIN-G-192,/MBC,B,4.86,TS,CR,4.721,BP,4.645,BP,4.562,TSP,4.354
TMA-ZAIN-G-193,/MBC,B,5.212,TS,BP,4.562,TSP,4.555,CR,4.514,BP,4.473
TMA-ZAIN-G-194,/MBC,B,5.146,CNS,TS,4.663,CR,4.533,ZFO,4.477,CF,4.34
TMA-ZAIN-G-195,/MBC,TS,5.035,CNS,B,5.022,CR,4.64,CF,4.541,ENP,4.479
TMA-ZAIN-G-196,/MBC,B,4.88,CNS,CR,4.759,ZFO,4.723,TS,4.639,ZFCC,4.597
TMA-ZAIN-G-197,/MBC,B,5.497,CNS,CR,4.601,TS,4.525,ZFO,4.44,ZFCC,4.268
TMA-ZAIN-G-198,/MBC,B,5.032,CNS,TS,4.593,CR,4.547,CF,4.389,TSP,4.279
TMA-ZAIN-G-199,/MBC,B,5.692,CNS,CR,4.58,TS,4.272,TSP,4.265,ZFO,4.234
TMA-ZAIN-G-200,/MBC,B,4.946,CNS,CR,4.866,SF,4.647,CF,4.383,ENP,4.343
TMA-ZAIN-G-201,/MBC,TS,5.251,LB,B,5.042,CR,4.644,ENP,4.55,SW,4.445
TMA-ZAIN-G-202,/MBC,B,4.679,LB,TS,4.654,CR,4.608,ENP,4.51,CF,4.446
TMA-ZAIN-G-203,/MBC,B,5.042,LB,LB,4.678,BP,4.643,CR,4.607,ENP,4.5
TMA-ZAIN-G-204,/MBC,B,5.045,LB,TS,4.66,CR,4.65,ZFO,4.49,ONF,4.484
TMA-ZAIN-G-205,/MBC,LB,5.269,LB,CF,4.794,BP,4.79,TS,4.637,CR,4.626
TMA-ZAIN-G-206,/MBC,CF,4.816,LB,CR,4.793,B,4.686,LB,4.604,TS,4.541
TMA-ZAIN-G-207,/MBC,CF,5.255,LB,LB,5.235,B,5.153,ENP,5.109,CR,4.767
TMA-ZAIN-G-208,/MBC,B,5.113,FDSP,CR,5.01,SW,4.796,SF,4.673,ZFW,4.445
TMA-ZAIN-G-209,/MBC,B,5.198,FDSP,CR,4.784,ZFFDSP,4.59,BP,4.565,SF,4.449
TMA-ZAIN-G-210,/MBC,CR,4.773,FDSP,B,4.605,CF,4.465,TSP,4.409,BP,4.387
TMA-ZAIN-G-211,/MBC,B,5.034,FDSP,CF,4.928,TS,4.805,CR,4.733,ENP,4.667
TMA-ZAIN-G-212,/MBC,B,4.747,FDSP,CR,4.594,CF,4.523,TSP,4.461,BP,4.348
TMA-ZAIN-G-213,/MBC,B,5.088,FDSP,LB,5.076,BP,4.836,CF,4.674,CR,4.631
TMA-ZAIN-G-214,/MBC,CF,4.702,NWS_North,B,4.65,CR,4.479,TSP,4.479,ENP,4.374
TMA-ZAIN-G-215,/MBC,CR,4.709,NWS_North,B,4.694,ONF,4.66,TSP,4.463,BP,4.411
TMA-ZAIN-G-216,/MBC,B,4.852,NWS_North,CR,4.582,TSP,4.502,BP,4.487,BP,4.441
TMA-ZAIN-G-217,/MBC,B,4.873,NWS_North,CR,4.693,CF,4.416,SF,4.415,TSP,4.319
TMA-ZAIN-G-218,/MBC,ONF,4.811,NWS_North,TSP,4.62,BP,4.598,B,4.577,CR,4.494
TMA-ZAIN-G-219,/MBC,SF,5.207,ENP,CR,5.054,TS,4.854,B,4.722,CF,4.691
TMA-ZAIN-G-220,/MBC,CR,4.973,ENP,TS,4.692,B,4.586,ENP,4.498,CF,4.495
TMA-ZAIN-G-221,/MBC,TS,5.19,ENP,SF,4.964,CR,4.936,CF,4.886,B,4.714
TMA-ZAIN-G-222,/MBC,ZFK,4.527,ENP,TS,4.51,B,4.479,CR,4.458,TSP,4.396
TMA-ZAIN-G-223,/MBC,CF,5.425,ENP,LB,4.917,TS,4.879,B,4.844,ENP,4.806
TMA-ZAIN-G-224,/MBC,CF,4.928,ENP,CR,4.916,SF,4.91,TS,4.852,B,4.698
TMA-ZAIN-G-225,/MBC,CF,4.829,ENP,CR,4.734,TS,4.641,B,4.627,ENP,4.592
TMA-ZAIN-G-226,/MBC,TS,5.366,ENP,B,5.1,CF,4.987,SF,4.829,CR,4.784
TMA-ZAIN-G-227,/MBC,B,5.587,ENP,TS,5.321,CF,5.075,ENP,4.768,CR,4.643
TMA-ZAIN-G-228,/MBC,B,5.251,ENP,TS,5.208,CF,4.831,CR,4.748,ENP,4.564
TMA-ZAIN-G-229,/MBC,CF,4.846,ENP,CR,4.831,B,4.829,TS,4.792,SF,4.657
TMA-ZAIN-G-230,/MBC,CF,5.215,ENP,SF,5.022,CR,4.878,TS,4.829,B,4.73
TMA-ZAIN-G-231,/MBC,CF,5.422,ENP,LB,4.971,TS,4.891,ENP,4.703,CR,4.682
TMA-ZAIN-G-232,/MBC,CR,4.745,ENP,B,4.639,TS,4.622,CF,4.598,SW,4.597
TMA-ZAIN-G-233,/MBC,CF,5.018,ENP,ENP,4.622,B,4.599,CR,4.517,WB,4.442
TMA-ZAIN-G-234,/MBC,CR,5.121,ENP,CF,4.745,WB,4.659,ENP,4.594,B,4.582
TMA-ZAIN-G-235,/MBC,CR,5.088,ENP,B,5.048,SW,4.897,TS,4.697,CF,4.654
