Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per
QAc-G-0001,/BTRL,Magazine,26.326,NA,Pryor,25,Porter,24.662,Sugar_Loaf,24.012
QAc-G-0002,/BTRL,Magazine,26.16,NA,Pryor,25.313,Porter,25.035,Sugar_Loaf,23.492
QAc-G-0003,/MBG,Pryor,25.836,NA,Magazine,25.508,Porter,24.885,Sugar_Loaf,23.772
QAc-G-0004,/MBG,Magazine,26.416,NA,Porter,24.716,Pryor,24.455,Sugar_Loaf,24.413
QAc-G-0005,/MBG,Pryor,25.705,NA,Porter,25.547,Magazine,25.019,Sugar_Loaf,23.728
QAc-G-0006,/MBG,Magazine,26.212,NA,Sugar_Loaf,25.298,Porter,24.728,Pryor,23.761
QAc-G-0010,/TMA,Pryor,25.276,NA,Porter,25.155,Magazine,25.066,Sugar_Loaf,24.503
QAc-G-0011,/TMA,Porter,25.623,NA,Pryor,25.405,Magazine,24.753,Sugar_Loaf,24.22
QAc-G-0015,/TMA,Pryor,25.929,NA,Magazine,24.819,Porter,24.728,Sugar_Loaf,24.524
QAc-G-0016,/HBG,Magazine,25.778,NA,Pryor,24.91,Sugar_Loaf,24.733,Porter,24.579
QAc-G-0017,/HBG,Porter,25.538,Porter,Magazine,25.103,Pryor,24.936,Sugar_Loaf,24.423
QAc-G-0018,/HBG,Pryor,25.762,Porter,Magazine,25.332,Porter,24.745,Sugar_Loaf,24.161
QAc-G-0019,/HBG,Porter,25.856,Porter,Pryor,25.817,Magazine,24.831,Sugar_Loaf,23.496
QAc-G-0020,/HBG,Porter,25.633,Porter,Magazine,25.322,Pryor,24.575,Sugar_Loaf,24.47
QAc-G-0021,/HBG,Porter,25.451,Pryor,Magazine,25.243,Sugar_Loaf,24.741,Pryor,24.564
QAc-G-0022,/HBG,Porter,25.698,Pryor,Sugar_Loaf,25.006,Magazine,24.915,Pryor,24.381
QAc-G-0023,/HBG,Pryor,26.218,Pryor,Magazine,24.734,Sugar_Loaf,24.542,Porter,24.506
QAc-G-0024,/HBG,Magazine,25.637,Pryor,Pryor,25.339,Porter,25.111,Sugar_Loaf,23.914
QAc-G-0025,/USNA,Magazine,25.981,Magazine,Pryor,25.252,Porter,24.541,Sugar_Loaf,24.226
QAc-G-0028,/USNA,Pryor,25.687,Porter,Magazine,25.127,Porter,24.729,Sugar_Loaf,24.457
QAc-G-0029,/AP,Magazine,25.937,Pryor,Porter,25.117,Pryor,24.515,Sugar_Loaf,24.431
QAc-G-0030,/AP,Pryor,25.515,Pryor,Magazine,25.464,Porter,24.81,Sugar_Loaf,24.211
QAc-G-0031,/AP,Pryor,25.88,Pryor,Porter,25.353,Magazine,24.894,Sugar_Loaf,23.873
QAc-G-0032,/DBG,Magazine,25.434,Magazine,Pryor,25.425,Porter,24.583,Sugar_Loaf,24.558
QAc-G-0033,/DBG,Magazine,25.62,Porter,Porter,25.415,Pryor,24.974,Sugar_Loaf,23.99
QAc-G-0034,/DBG,Magazine,25.591,Porter,Pryor,25.536,Porter,24.92,Sugar_Loaf,23.953
QAc-G-0035,/DBG,Pryor,25.985,Porter,Magazine,25.193,Porter,24.757,Sugar_Loaf,24.066
QAc-G-0036,/DBG,Pryor,25.551,Porter,Porter,25.342,Magazine,24.622,Sugar_Loaf,24.485
QAc-G-0037,/DBG,Magazine,25.382,Porter,Pryor,24.999,Sugar_Loaf,24.882,Porter,24.738
QAc-G-0038,/DBG,Magazine,25.597,Porter,Sugar_Loaf,24.992,Porter,24.729,Pryor,24.682
QAc-G-0039,/DBG,Sugar_Loaf,25.548,Porter,Porter,25.496,Magazine,24.766,Pryor,24.191
QAc-G-0040,/DBG,Magazine,25.675,Porter,Porter,25.205,Pryor,24.703,Sugar_Loaf,24.417
QAc-G-0041,/DBG,Pryor,25.615,Porter,Magazine,25.428,Porter,24.632,Sugar_Loaf,24.325
QAc-G-0042,/DBG,Magazine,25.436,Porter,Pryor,25.258,Porter,24.714,Sugar_Loaf,24.592
QAc-G-0043,/DBG,Sugar_Loaf,25.093,Porter,Pryor,25.066,Magazine,25.049,Porter,24.791
QAc-G-0044,/DBG,Porter,25.402,Porter,Pryor,25.397,Magazine,25.281,Sugar_Loaf,23.921
QAc-G-0045,/DBG,Pryor,25.507,Porter,Magazine,25.479,Porter,24.94,Sugar_Loaf,24.074
QAc-G-0046,/DBG,Porter,25.488,Porter,Magazine,25.067,Sugar_Loaf,24.986,Pryor,24.46
QAc-G-0047,/DBG,Pryor,25.345,Porter,Porter,25.091,Magazine,24.932,Sugar_Loaf,24.632
QAc-G-0048,/DBG,Porter,25.394,Porter,Magazine,25.177,Sugar_Loaf,25.164,Pryor,24.265
QAc-G-0049,/DBG,Magazine,25.871,Pryor,Pryor,24.993,Porter,24.899,Sugar_Loaf,24.238
QAc-G-0050,/DBG,Magazine,25.269,Pryor,Porter,25.166,Sugar_Loaf,24.956,Pryor,24.609
QAc-G-0051,/DBG,Pryor,26.006,Pryor,Magazine,25.403,Porter,24.617,Sugar_Loaf,23.973
QAc-G-0052,/DBG,Pryor,25.358,Pryor,Magazine,25.278,Porter,25.108,Sugar_Loaf,24.256
QAc-G-0053,/DBG,Magazine,25.567,Pryor,Porter,25.139,Pryor,24.726,Sugar_Loaf,24.567
QAc-G-0054,/DBG,Sugar_Loaf,25.539,Pryor,Pryor,24.986,Magazine,24.871,Porter,24.604
QAc-G-0055,/DBG,Magazine,25.578,Pryor,Sugar_Loaf,25.427,Pryor,24.515,Porter,24.479
QAc-G-0056,/DBG,Magazine,25.579,Pryor,Porter,25.081,Pryor,24.866,Sugar_Loaf,24.474
QAc-G-0057,/DBG,Magazine,26.059,Pryor,Pryor,24.933,Sugar_Loaf,24.513,Porter,24.494
QAc-G-0058,/DBG,Pryor,25.909,Pryor,Magazine,25.16,Porter,25.072,Sugar_Loaf,23.859
QAc-G-0059,/DBG,Magazine,25.623,Pryor,Sugar_Loaf,25.192,Pryor,24.81,Porter,24.375
