Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per
QAc-G-0061,/AA,Magazine,25.618,NA,Porter,25.438,Pryor,25.381,Sugar_Loaf,23.563
QAc-G-0062,/AA,Pryor,26.494,NA,Magazine,25.649,Porter,25.158,Sugar_Loaf,22.699
QAc-G-0063,/AA,Pryor,26.106,NA,Porter,25.392,Magazine,25.185,Sugar_Loaf,23.317
QAc-G-0064,/AA,Pryor,27.166,Magazine,Porter,25.937,Magazine,24.245,Sugar_Loaf,22.652
QAc-G-0065,/AA,Pryor,26.388,Magazine,Porter,26.102,Magazine,24.646,Sugar_Loaf,22.863
QAc-G-0066,/AA,Pryor,26.261,Magazine,Magazine,25.689,Porter,24.533,Sugar_Loaf,23.517
QAc-G-0067,/AA,Magazine,25.975,Magazine,Pryor,25.56,Porter,25.439,Sugar_Loaf,23.026
QAc-G-0068,/AA,Porter,25.725,Magazine,Magazine,25.069,Pryor,24.975,Sugar_Loaf,24.231
QAc-G-0070,/AA,Pryor,26.335,Magazine,Magazine,25.724,Porter,24.936,Sugar_Loaf,23.005
QAc-G-0071,/AA,Magazine,26.009,Magazine,Pryor,25.987,Porter,24.169,Sugar_Loaf,23.835
QAc-G-0072,/AA,Pryor,26.265,Magazine,Magazine,25.654,Porter,25.282,Sugar_Loaf,22.799
QAc-G-0073,/AA,Magazine,25.739,NA,Pryor,25.533,Porter,24.454,Sugar_Loaf,24.274
QAc-G-0074,/AA,Pryor,26.266,NA,Porter,25.573,Sugar_Loaf,24.218,Magazine,23.942
QAc-G-0075,/AA,Magazine,27.217,NA,Sugar_Loaf,25.539,Porter,24.101,Pryor,23.144
QAc-G-0076,/AA,Magazine,26.087,NA,Porter,25.127,Sugar_Loaf,24.716,Pryor,24.07
QAc-G-0077,/AA,Magazine,26.696,Pryor,Pryor,25.26,Porter,24.813,Sugar_Loaf,23.232
QAc-G-0078,/AA,Magazine,26.092,Pryor,Pryor,25.731,Porter,24.652,Sugar_Loaf,23.524
QAc-G-0079,/AA,Magazine,25.946,Pryor,Pryor,25.736,Porter,24.852,Sugar_Loaf,23.467
QAc-G-0080,/AA,Pryor,25.979,Pryor,Sugar_Loaf,25.546,Magazine,24.397,Porter,24.078
QAc-G-0081,/AA,Magazine,26.579,NA,Sugar_Loaf,25.388,Porter,25.046,Pryor,22.988
QAc-G-0082,/AA,Magazine,25.661,NA,Sugar_Loaf,25.43,Porter,24.656,Pryor,24.253
QAc-G-0083,/AA,Pryor,27.71,Magazine,Magazine,25.354,Porter,24.18,Sugar_Loaf,22.756
QAc-G-0106,/TMA,Magazine,26.986,Magazine,Pryor,24.588,Porter,24.563,Sugar_Loaf,23.864
QAc-G-0107,/TMA,Magazine,27.556,Magazine,Porter,25.101,Pryor,24.216,Sugar_Loaf,23.127
QAc-G-0108,/TMA,Magazine,26.109,Magazine,Porter,25.329,Pryor,24.657,Sugar_Loaf,23.904
QAc-G-0109,/TMA,Magazine,27.383,Magazine,Pryor,25.037,Porter,23.899,Sugar_Loaf,23.681
QAc-G-0110,/TMA,Magazine,26.79,Magazine,Porter,24.599,Pryor,24.535,Sugar_Loaf,24.077
QAc-G-0111,/TMA,Magazine,26.824,Magazine,Porter,24.967,Pryor,24.245,Sugar_Loaf,23.964
QAc-G-0112,/TMA,Magazine,26.378,Magazine,Sugar_Loaf,24.892,Porter,24.596,Pryor,24.133
QAc-G-0113,/TMA,Magazine,26.703,Magazine,Porter,24.997,Sugar_Loaf,24.311,Pryor,23.989
QAc-G-0114,/TMA,Magazine,26.82,Magazine,Pryor,24.808,Sugar_Loaf,24.437,Porter,23.935
QAc-G-0115,/TMA,Magazine,25.859,Magazine,Porter,25.572,Sugar_Loaf,24.903,Pryor,23.666
QAc-G-0116,/TMA,Magazine,27.4,Magazine,Pryor,24.307,Sugar_Loaf,24.226,Porter,24.067
QAc-G-0117,/TMA,Porter,26.131,Magazine,Magazine,26.027,Pryor,25.545,Sugar_Loaf,22.296
QAc-G-0118,/TMA,Magazine,26.289,Magazine,Sugar_Loaf,25.019,Porter,24.933,Pryor,23.759
QAc-G-0119,/TMA,Magazine,26.441,Magazine,Sugar_Loaf,25.962,Porter,24.411,Pryor,23.186
QAc-G-0120,/TMA,Magazine,25.977,Magazine,Sugar_Loaf,25.511,Porter,24.862,Pryor,23.651
QAc-G-0121,/TMA,Pryor,26.348,Magazine,Magazine,25.069,Porter,24.971,Sugar_Loaf,23.612
QAc-G-0122,/TMA,Pryor,27.848,Magazine,Porter,25.302,Magazine,24.374,Sugar_Loaf,22.476
QAc-G-0123,/TMA,Magazine,25.502,Magazine,Pryor,25.477,Porter,25.016,Sugar_Loaf,24.006
QAc-G-0124,/TMA,Pryor,26.737,Magazine,Porter,25.072,Magazine,24.98,Sugar_Loaf,23.211
QAc-G-0125,/TMA,Pryor,27.589,Magazine,Porter,25.458,Magazine,25.319,Sugar_Loaf,21.634
QAc-G-0126,/TMA,Pryor,26.572,Magazine,Porter,25.263,Magazine,24.828,Sugar_Loaf,23.337
QAc-G-0127,/TMA,Pryor,27.066,Magazine,Porter,26.539,Magazine,23.742,Sugar_Loaf,22.653
QAc-G-0128,/TMA,Porter,26.426,Magazine,Pryor,25.86,Magazine,24.7,Sugar_Loaf,23.014
QAc-G-0129,/TMA,Porter,26.11,Magazine,Pryor,25.804,Magazine,25.005,Sugar_Loaf,23.081
QAc-G-0130,/TMA,Pryor,28.177,Magazine,Porter,25.253,Magazine,24.458,Sugar_Loaf,22.112
QAc-G-0131,/TMA,Porter,25.962,Magazine,Pryor,25.768,Magazine,25.186,Sugar_Loaf,23.084
QAc-G-0132,/TMA,Pryor,26.767,Magazine,Porter,25.795,Magazine,24.577,Sugar_Loaf,22.862
QAc-G-0133,/TMA,Pryor,27.774,Magazine,Porter,27.243,Magazine,23.34,Sugar_Loaf,21.644
QAc-G-0134,/TMA,Pryor,25.679,Magazine,Porter,25.21,Magazine,25.152,Sugar_Loaf,23.959
QAc-G-0135,/TMA,Magazine,26.546,Magazine,Sugar_Loaf,25.831,Porter,25.103,Pryor,22.519
QAc-G-0136,/TMA,Magazine,26.28,Magazine,Pryor,25.499,Porter,24.642,Sugar_Loaf,23.578
QAc-G-0137,/TMA,Magazine,26.767,Magazine,Pryor,25.073,Porter,24.558,Sugar_Loaf,23.602
QAc-G-0138,/TMA,Magazine,26.231,Magazine,Sugar_Loaf,24.945,Pryor,24.822,Porter,24.002
QAc-G-0139,/TMA,Magazine,26.315,Magazine,Porter,25.154,Sugar_Loaf,24.304,Pryor,24.227
QAc-G-0140,/TMA,Porter,26.101,Magazine,Magazine,25.712,Pryor,25.613,Sugar_Loaf,22.573
QAc-G-0141,/TMA,Pryor,26.059,Magazine,Magazine,25.193,Porter,24.489,Sugar_Loaf,24.259
QAc-G-0142,/TMA,Magazine,26.719,Magazine,Sugar_Loaf,25.048,Porter,24.422,Pryor,23.811
QAc-G-0143,/TMA,Porter,27.378,Magazine,Sugar_Loaf,24.869,Magazine,24.62,Pryor,23.133
QAc-G-0144,/TMA,Magazine,27.978,Magazine,Sugar_Loaf,24.781,Porter,24.654,Pryor,22.587
QAc-G-0145,/TMA,Magazine,25.912,Magazine,Pryor,25.869,Porter,24.309,Sugar_Loaf,23.91
QAc-G-0146,/TMA,Pryor,26.478,Magazine,Porter,25.429,Magazine,25.34,Sugar_Loaf,22.753
QAc-G-0147,/TMA,Porter,25.838,Magazine,Magazine,25.437,Pryor,25.192,Sugar_Loaf,23.533
QAc-G-0148,/TMA,Porter,26.918,Magazine,Magazine,25.349,Pryor,24.899,Sugar_Loaf,22.835
QAc-G-0149,/TMA,Pryor,27.594,Magazine,Porter,26.449,Magazine,24.49,Sugar_Loaf,21.467
QAc-G-0150,/TMA,Pryor,26.504,Magazine,Porter,25.066,Magazine,24.911,Sugar_Loaf,23.519
QAc-G-0151,/TMA,Pryor,26.538,Magazine,Magazine,25.341,Porter,24.956,Sugar_Loaf,23.165
QAc-G-0152,/TMA,Pryor,25.868,Magazine,Magazine,25.587,Porter,24.993,Sugar_Loaf,23.551
QAc-G-0153,/TMA,Pryor,25.946,Magazine,Porter,25.31,Magazine,25.123,Sugar_Loaf,23.621
QAc-G-0154,/TMA,Pryor,27.856,Magazine,Porter,25.976,Magazine,24.706,Sugar_Loaf,21.463
QAc-G-0155,/TMA,Pryor,26.837,Magazine,Porter,25.444,Magazine,25.195,Sugar_Loaf,22.524
QAc-G-0158,/TMA,Pryor,26.664,Magazine,Porter,25.834,Magazine,24.937,Sugar_Loaf,22.565
QAc-G-0159,/TMA,Porter,26.043,Magazine,Magazine,25.206,Sugar_Loaf,25.106,Pryor,23.646
QAc-G-0160,/TMA,Pryor,25.254,Magazine,Magazine,25.151,Porter,25.005,Sugar_Loaf,24.591
QAc-G-0161,/TMA,Magazine,25.905,Magazine,Pryor,25.285,Sugar_Loaf,24.49,Porter,24.32
QAc-G-0162,/TMA,Magazine,25.568,Magazine,Pryor,25.411,Porter,24.623,Sugar_Loaf,24.398
QAc-G-0163,/TMA,Magazine,25.675,Magazine,Porter,25.412,Sugar_Loaf,25.27,Pryor,23.644
QAc-G-0164,/TMA,Pryor,26.317,Magazine,Sugar_Loaf,24.84,Porter,24.667,Magazine,24.176
QAc-G-0165,/TMA,Magazine,26.003,Magazine,Pryor,25.457,Porter,25.014,Sugar_Loaf,23.526
QAc-G-0166,/TMA,Magazine,27.259,Magazine,Sugar_Loaf,24.386,Pryor,24.181,Porter,24.174
QAc-G-0167,/TMA,Magazine,26.468,Magazine,Pryor,25.684,Porter,24.988,Sugar_Loaf,22.86
QAc-G-0168,/TMA,Magazine,26.737,Magazine,Pryor,24.97,Sugar_Loaf,24.338,Porter,23.955
QAc-G-0169,/TMA,Porter,26.127,Magazine,Pryor,24.824,Sugar_Loaf,24.599,Magazine,24.45
QAc-G-0170,/TMA,Pryor,26.171,Magazine,Magazine,25.367,Porter,25.235,Sugar_Loaf,23.227
QAc-G-0171,/TMA,Pryor,26.385,Magazine,Magazine,25.758,Porter,25.082,Sugar_Loaf,22.775
QAc-G-0172,/TMA,Magazine,26.271,Magazine,Pryor,25.115,Sugar_Loaf,24.698,Porter,23.916
QAc-G-0173,/TMA,Magazine,26.703,Magazine,Pryor,25.528,Sugar_Loaf,23.923,Porter,23.846
QAc-G-0174,/TMA,Magazine,26.673,Magazine,Pryor,26.58,Porter,24.621,Sugar_Loaf,22.126
QAc-G-0175,/TMA,Pryor,26.436,Magazine,Magazine,25.66,Sugar_Loaf,24.092,Porter,23.812
QAc-G-0176,/TMA,Porter,25.467,Magazine,Magazine,25.45,Pryor,25.215,Sugar_Loaf,23.868
QAc-G-0177,/TMA,Pryor,25.299,Magazine,Porter,25.198,Magazine,25.162,Sugar_Loaf,24.341
QAc-G-0178,/TMA,Pryor,27.505,Magazine,Porter,25.178,Magazine,24.442,Sugar_Loaf,22.875
QAc-G-0179,/TMA,Magazine,26.073,Magazine,Pryor,25.589,Porter,24.393,Sugar_Loaf,23.945
QAc-G-0180,/TMA,Magazine,25.491,Magazine,Pryor,25.488,Porter,24.976,Sugar_Loaf,24.044
QAc-G-0181,/TMA,Magazine,25.956,Magazine,Pryor,25.378,Porter,24.777,Sugar_Loaf,23.889
QAc-G-0182,/TMA,Pryor,27.504,Magazine,Magazine,24.938,Porter,24.285,Sugar_Loaf,23.273
QAc-G-0183,/TMA,Magazine,26.24,Magazine,Pryor,25.918,Porter,24.256,Sugar_Loaf,23.587
QAc-G-0184,/TMA,Magazine,26.958,Magazine,Pryor,25.366,Porter,24.099,Sugar_Loaf,23.577
QAc-G-0185,/TMA,Pryor,26.403,Magazine,Magazine,25.98,Porter,24.374,Sugar_Loaf,23.244
QAc-G-0186,/TMA,Magazine,25.442,Magazine,Porter,25.16,Sugar_Loaf,24.725,Pryor,24.673
QAc-G-0187,/TMA,Magazine,25.743,Magazine,Pryor,25.074,Porter,24.92,Sugar_Loaf,24.264
QAc-G-0188,/TMA,Sugar_Loaf,25.475,Magazine,Magazine,25.421,Pryor,25.24,Porter,23.865
QAc-G-0189,/TMA,Pryor,26.796,Magazine,Porter,24.963,Magazine,24.821,Sugar_Loaf,23.42
QAc-G-0190,/TMA,Porter,25.749,Magazine,Magazine,25.433,Pryor,25.101,Sugar_Loaf,23.717
QAc-G-0191,/TMA,Magazine,25.543,Magazine,Porter,25.427,Pryor,25.21,Sugar_Loaf,23.82
QAc-G-0192,/TMA,Pryor,26.832,Magazine,Porter,24.934,Magazine,24.879,Sugar_Loaf,23.356
QAc-G-0193,/TMA,Pryor,25.699,Magazine,Porter,25.517,Magazine,25.106,Sugar_Loaf,23.678
QAc-G-0194,/TMA,Pryor,26.358,Magazine,Porter,25.515,Magazine,24.424,Sugar_Loaf,23.703
QAc-G-0195,/TMA,Magazine,27.316,Magazine,Pryor,24.373,Sugar_Loaf,24.19,Porter,24.121
QAc-G-0196,/TMA,Magazine,27.76,Magazine,Pryor,24.589,Porter,24.172,Sugar_Loaf,23.479
QAc-G-0197,/TMA,Pryor,26.133,Magazine,Magazine,25.283,Porter,24.384,Sugar_Loaf,24.2
QAc-G-0198,/TMA,Magazine,26.169,Magazine,Pryor,25.854,Porter,24.987,Sugar_Loaf,22.989
QAc-G-0199,/TMA,Pryor,26.765,Magazine,Magazine,25.241,Porter,24.801,Sugar_Loaf,23.193
QAc-G-0200,/TMA,Magazine,26.526,Magazine,Pryor,24.999,Sugar_Loaf,24.556,Porter,23.919
QAc-G-0201,/TMA,Magazine,26.273,Magazine,Pryor,25.994,Porter,24.279,Sugar_Loaf,23.454
QAc-G-0202,/TMA,Pryor,27.114,Magazine,Magazine,25.74,Porter,24.42,Sugar_Loaf,22.727
QAc-G-0203,/TMA,Magazine,25.974,Magazine,Pryor,25.818,Porter,24.181,Sugar_Loaf,24.027
QAc-G-0204,/TMA,Magazine,26.797,Pryor,Pryor,25.818,Porter,24.011,Sugar_Loaf,23.375
QAc-G-0205,/TMA,Magazine,26.663,Pryor,Pryor,25.907,Porter,24.658,Sugar_Loaf,22.772
QAc-G-0206,/TMA,Pryor,26.118,Pryor,Porter,25.542,Magazine,24.706,Sugar_Loaf,23.633
QAc-G-0207,/TMA,Pryor,26.041,Pryor,Magazine,25.774,Porter,24.462,Sugar_Loaf,23.723
QAc-G-0208,/TMA,Magazine,25.708,Pryor,Pryor,25.34,Porter,24.922,Sugar_Loaf,24.03
QAc-G-0209,/TMA,Magazine,26.068,Pryor,Pryor,25.925,Porter,24.577,Sugar_Loaf,23.43
QAc-G-0210,/TMA,Magazine,25.934,Pryor,Pryor,25.792,Porter,24.665,Sugar_Loaf,23.609
QAc-G-0211,/TMA,Pryor,26.719,Pryor,Magazine,25.167,Porter,24.116,Sugar_Loaf,23.998
QAc-G-0212,/TMA,Magazine,25.514,Pryor,Pryor,25.228,Porter,24.892,Sugar_Loaf,24.366
QAc-G-0213,/TMA,Pryor,26.336,Pryor,Magazine,25.111,Porter,24.362,Sugar_Loaf,24.192
QAc-G-0214,/TMA,Pryor,26.119,Pryor,Magazine,25.945,Porter,24.58,Sugar_Loaf,23.356
QAc-G-0215,/TMA,Magazine,25.827,Pryor,Sugar_Loaf,25.097,Pryor,24.657,Porter,24.419
QAc-G-0216,/TMA,Magazine,26.027,Pryor,Porter,24.884,Sugar_Loaf,24.784,Pryor,24.305
QAc-G-0217,/TMA,Pryor,25.814,Pryor,Porter,25.687,Sugar_Loaf,24.356,Magazine,24.143
QAc-G-0218,/TMA,Porter,25.698,Pryor,Magazine,25.527,Sugar_Loaf,24.42,Pryor,24.355
QAc-G-0219,/TMA,Pryor,25.751,Pryor,Magazine,25.367,Sugar_Loaf,24.637,Porter,24.244
QAc-G-0220,/TMA,Porter,25.401,Pryor,Pryor,25.072,Sugar_Loaf,24.787,Magazine,24.74
QAc-G-0221,/TMA,Magazine,25.757,Pryor,Porter,25.485,Sugar_Loaf,24.6,Pryor,24.158
QAc-G-0222,/TMA,Magazine,26.214,Pryor,Pryor,25.478,Porter,25.077,Sugar_Loaf,23.232
QAc-G-0223,/TMA,Porter,25.704,Pryor,Pryor,25.16,Magazine,24.924,Sugar_Loaf,24.211
QAc-G-0224,/TMA,Magazine,25.381,Pryor,Sugar_Loaf,25.004,Pryor,24.9,Porter,24.716
QAc-G-0226,/TMA,Pryor,25.7,Porter,Magazine,25.634,Porter,24.797,Sugar_Loaf,23.869
QAc-G-0227,/TMA,Porter,27.429,Porter,Pryor,24.893,Magazine,24.785,Sugar_Loaf,22.893
QAc-G-0228,/TMA,Magazine,26.956,Porter,Sugar_Loaf,24.869,Pryor,24.352,Porter,23.823
QAc-G-0229,/TMA,Porter,25.516,Porter,Pryor,25.306,Magazine,24.854,Sugar_Loaf,24.324
QAc-G-0230,/TMA,Magazine,26.003,Porter,Pryor,25.302,Porter,24.543,Sugar_Loaf,24.153
QAc-G-0231,/TMA,Pryor,25.971,Porter,Magazine,25.397,Porter,25.169,Sugar_Loaf,23.463
QAc-G-0232,/TMA,Porter,26.675,Porter,Sugar_Loaf,25.759,Pryor,23.901,Magazine,23.664
QAc-G-0233,/TMA,Pryor,26.529,Porter,Magazine,25.559,Porter,24.833,Sugar_Loaf,23.078
QAc-G-0234,/TMA,Pryor,26.497,Porter,Porter,25.092,Magazine,24.587,Sugar_Loaf,23.823
QAc-G-0235,/TMA,Pryor,26.204,Porter,Magazine,25.473,Sugar_Loaf,25.124,Porter,23.198
QAc-G-0236,/TMA,Magazine,26.602,Porter,Pryor,24.743,Porter,24.345,Sugar_Loaf,24.31
QAc-G-0237,/TMA,Porter,26.694,Porter,Magazine,24.671,Pryor,24.545,Sugar_Loaf,24.09
QAc-G-0238,/TMA,Magazine,26.629,Porter,Sugar_Loaf,25.072,Pryor,24.676,Porter,23.622
QAc-G-0239,/TMA,Magazine,26.105,Porter,Sugar_Loaf,25.041,Porter,24.461,Pryor,24.393
QAc-G-0240,/TMA,Magazine,26.474,Porter,Sugar_Loaf,25.533,Porter,25.075,Pryor,22.917
QAc-G-0241,/TMA,Porter,25.662,Porter,Magazine,25.282,Sugar_Loaf,24.939,Pryor,24.117
QAc-G-0242,/TMA,Pryor,26.613,Porter,Porter,25.775,Magazine,24.578,Sugar_Loaf,23.034
QAc-G-0243,/TMA,Porter,26.569,Porter,Magazine,25.321,Pryor,24.333,Sugar_Loaf,23.777
QAc-G-0244,/TMA,Magazine,26.176,Porter,Porter,26.149,Pryor,24.362,Sugar_Loaf,23.313
QAc-G-0245,/TMA,Magazine,26.473,Porter,Sugar_Loaf,24.667,Porter,24.596,Pryor,24.263
QAc-G-0246,/TMA,Magazine,26.666,Porter,Pryor,24.874,Porter,24.518,Sugar_Loaf,23.942
QAc-G-0247,/TMA,Magazine,26.193,Porter,Sugar_Loaf,24.877,Porter,24.584,Pryor,24.346
QAc-G-0248,/TMA,Magazine,26.665,NA,Sugar_Loaf,25.362,Porter,24.834,Pryor,23.139
QAc-G-0249,/TTA,Porter,26.046,NA,Magazine,25.444,Sugar_Loaf,24.428,Pryor,24.081
QAc-G-0250,/MeBG,Pryor,26.123,NA,Porter,25,Magazine,24.728,Sugar_Loaf,24.149
QAc-G-0251,/JFG,Magazine,25.78,Porter,Porter,24.93,Pryor,24.849,Sugar_Loaf,24.441
QAc-G-0252,/JFG,Sugar_Loaf,25.725,Porter,Porter,25.421,Magazine,25.012,Pryor,23.842
QAc-G-0253,/JFG,Pryor,26.736,Pryor,Magazine,25.651,Sugar_Loaf,24.071,Porter,23.542
QAc-G-0254,/JFG,Magazine,26.077,Pryor,Pryor,25.894,Porter,25.221,Sugar_Loaf,22.808
QAc-G-0255,/JFG,Pryor,25.66,Magazine,Sugar_Loaf,25.276,Magazine,24.736,Porter,24.329
QAc-G-0256,/JFG,Magazine,26.797,Magazine,Pryor,24.986,Porter,24.759,Sugar_Loaf,23.458
QAc-G-0257,/JFG,Porter,25.496,Magazine,Sugar_Loaf,25.02,Magazine,24.828,Pryor,24.656
QAc-G-0258,/JFG,Magazine,26.37,Magazine,Sugar_Loaf,24.742,Porter,24.545,Pryor,24.343
QAc-G-0259,/JFG,Porter,25.384,Magazine,Sugar_Loaf,25.075,Magazine,24.885,Pryor,24.656
QAc-G-0260,/JFG,Porter,26.572,Magazine,Pryor,25.36,Magazine,24.343,Sugar_Loaf,23.725
QAc-G-0261,/JFG,Magazine,26.212,Magazine,Porter,25.687,Pryor,24.486,Sugar_Loaf,23.615
QAc-G-0262,/JFG,Magazine,25.335,Magazine,Porter,25.234,Pryor,25.051,Sugar_Loaf,24.38
QAc-G-0263,/ZBGP,Magazine,25.789,NA,Porter,25.091,Pryor,25.005,Sugar_Loaf,24.114
QAc-G-0265,/MA,Pryor,26.663,NA,Porter,25.146,Magazine,24.265,Sugar_Loaf,23.927
QAc-G-0266,/MA,Magazine,26.817,NA,Pryor,25.109,Porter,24.284,Sugar_Loaf,23.789
QAc-G-0267,/MA,Pryor,26.352,Magazine,Magazine,25.687,Porter,24.449,Sugar_Loaf,23.512
QAc-G-0268,/MA,Magazine,25.799,Magazine,Sugar_Loaf,24.916,Pryor,24.681,Porter,24.603
QAc-G-0269,/MA,Magazine,26.87,Magazine,Pryor,25.174,Porter,23.993,Sugar_Loaf,23.963
QAc-G-0270,/MA,Porter,26.492,Pryor,Pryor,24.973,Magazine,24.764,Sugar_Loaf,23.77
QAc-G-0271,/MA,Porter,26.815,Pryor,Magazine,24.751,Pryor,24.711,Sugar_Loaf,23.723
