"","QUAC_wK","QUAC_woK","ZAIN_og","ZAIN_rebinned","ZAIN_red_sample","ZAIN_og_wo_smallpops","ZAIN_rebinned_wo_smallpops","ZAIN_sample_wo_smallpops"
"Garden_allSSR",10.5763341527961,10.47661288313,7.05135942950386,7.05135942950386,6.38873642183753,7.05135942950386,7.05135942950386,6.32504638599948
"Wild_allSSR",9.22591357543819,8.82272150507834,8.18181818181818,8,5.90377141584027,8.18181818181818,8,5.90328579211914
"Garden_gSSR",12.2694845033164,12.1202341412421,NA,NA,NA,NA,NA,NA
"Wild_gSSR",10.7588296599374,10.3681260464417,NA,NA,NA,NA,NA,NA
"Garden_EST",9.82609468645095,9.75676859567743,NA,NA,NA,NA,NA,NA
"Wild_EST",8.49528083705565,8.09384817922976,NA,NA,NA,NA,NA,NA
