"","global","glob_v_com","glob_com","glob_lowfr","glob_rare","reg_rare","loc_com_d1","loc_com_d2","loc_rare"
"1 or more copies",0.805882352941176,0.75,0.805555555555556,0.885714285714286,0.75,0,0,0,0
"2 or more copies",0.747058823529412,0.727272727272727,0.763888888888889,0.857142857142857,0.625,0,0,0,0
"3 or more copies",0.7,0.659090909090909,0.694444444444444,0.8,0.589285714285714,0,0,0,0
"4 or more copies",0.664705882352941,0.613636363636364,0.625,0.757142857142857,0.571428571428571,0,0,0,0
"5 or more copies",0.652941176470588,0.590909090909091,0.611111111111111,0.742857142857143,0.571428571428571,0,0,0,0
"6 or more copies",0.629411764705882,0.590909090909091,0.611111111111111,0.728571428571429,0.517857142857143,0,0,0,0
"7 or more copies",0.623529411764706,0.590909090909091,0.611111111111111,0.728571428571429,0.5,0,0,0,0
"8 or more copies",0.6,0.568181818181818,0.597222222222222,0.714285714285714,0.464285714285714,0,0,0,0
"9 or more copies",0.582352941176471,0.568181818181818,0.597222222222222,0.714285714285714,0.410714285714286,0,0,0,0
"10 or more copies",0.564705882352941,0.568181818181818,0.583333333333333,0.671428571428571,0.410714285714286,0,0,0,0
