"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",26.2418440621127,58.9666666666667,45.4477272727273,15.1577777777778,2.14011904761905,NA,NA,NA,NA
"3",33.4120312993609,69.7555555555556,56.1931818181818,22.2422222222222,3.44107142857143,NA,NA,NA,NA
"4",38.9524130640811,78.3592592592593,64.4886363636364,27.3755555555556,4.93767857142857,NA,NA,NA,NA
"5",43.6165615659401,84.0814814814815,70.6818181818182,32.7333333333333,5.86357142857143,NA,NA,NA,NA
"6",47.6814123593594,88.1296296296296,75.8113636363636,38.02,6.51738095238095,NA,NA,NA,NA
"7",50.982924169522,90.9518518518519,79.7704545454546,42.3577777777778,7.69678571428571,NA,NA,NA,NA
"8",53.7875170105222,93.6740740740741,83.2431818181818,45.7844444444444,8.89464285714286,NA,NA,NA,NA
"9",56.3070687832616,95.1740740740741,85.8204545454546,49.4955555555556,9.77654761904762,NA,NA,NA,NA
"10",58.5356816966781,96.6037037037037,88.0545454545454,52.6622222222222,10.709880952381,NA,NA,NA,NA
"11",60.6632833953002,97.2185185185185,89.8136363636364,55.94,12.1586904761905,NA,NA,NA,NA
"12",62.5730550290394,97.9740740740741,91.4613636363636,58.8711111111111,13.1439880952381,NA,NA,NA,NA
"13",64.1637235425627,98.4962962962963,92.7,61.4777777777778,13.6684523809524,NA,NA,NA,NA
"14",65.5448196884644,98.8592592592593,93.7772727272727,63.2711111111111,15.6172619047619,NA,NA,NA,NA
"15",66.5107069087021,99.0814814814815,94.6,65.1777777777778,15.186369047619,NA,NA,NA,NA
"16",68.0917413914607,99.3666666666667,95.3,67.6266666666667,16.5067857142857,NA,NA,NA,NA
"17",69.4688667954606,99.5814814814815,96.0318181818182,69.4155555555556,18.7016666666667,NA,NA,NA,NA
"18",70.3701972613059,99.6666666666667,96.525,71.2355555555555,18.3892261904762,NA,NA,NA,NA
"19",71.3943743772934,99.7148148148148,96.9840909090909,72.3333333333333,20.8691666666667,NA,NA,NA,NA
"20",72.1328940973488,99.7814814814815,97.3522727272727,73.7422222222222,20.8300595238095,NA,NA,NA,NA
"21",73.2115103521178,99.8333333333333,97.8136363636364,75.3711111111111,22.1097619047619,NA,NA,NA,NA
"22",74.1345028067362,99.8851851851852,98.0954545454545,76.8888888888889,22.8264285714286,NA,NA,NA,NA
"23",74.7850261840538,99.937037037037,98.3659090909091,77.6,24.3089285714286,NA,NA,NA,NA
"24",75.6683087895798,99.9518518518518,98.6045454545455,79.0622222222222,25.0440476190476,NA,NA,NA,NA
"25",76.3287216592549,99.9555555555555,98.7522727272727,80.12,25.6877380952381,NA,NA,NA,NA
"26",76.7422501883308,99.9666666666667,98.9409090909091,80.7155555555556,26.2733333333333,NA,NA,NA,NA
"27",77.559994593084,99.9592592592593,99.0795454545455,81.7488888888889,27.8702976190476,NA,NA,NA,NA
"28",78.1865537897013,99.9703703703704,99.1886363636364,82.4311111111111,29.391130952381,NA,NA,NA,NA
"29",78.3964259677772,99.9851851851852,99.3431818181818,83.1666666666667,28.4432142857143,NA,NA,NA,NA
"30",79.2015646642852,99.9851851851852,99.2909090909091,84.18,30.0252380952381,NA,NA,NA,NA
"31",79.7950712011859,99.9925925925926,99.4954545454545,84.8377777777778,31.4204166666667,NA,NA,NA,NA
"32",80.0113894559063,99.9925925925926,99.5318181818182,85.1711111111111,31.6857738095238,NA,NA,NA,NA
"33",80.7268997108211,99.9888888888889,99.5886363636364,86.2088888888889,32.707619047619,NA,NA,NA,NA
"34",81.0531715511166,100,99.6590909090909,86.4577777777778,33.7791666666667,NA,NA,NA,NA
"35",81.6972524969017,100,99.6681818181818,87.1444444444444,35.3899404761905,NA,NA,NA,NA
"36",81.9555499866346,100,99.7840909090909,87.7711111111111,35.0461904761905,NA,NA,NA,NA
"37",82.2785363660664,99.9962962962963,99.7909090909091,88.2244444444444,35.5511904761905,NA,NA,NA,NA
"38",82.7310074481787,100,99.8,88.72,36.6464285714286,NA,NA,NA,NA
"39",83.1641226823163,99.9925925925926,99.8227272727273,89.14,37.8634523809524,NA,NA,NA,NA
"40",83.6064023353017,100,99.8590909090909,89.6755555555555,38.7816666666667,NA,NA,NA,NA
"41",84.0589803406965,100,99.8886363636364,90.0911111111111,40.1078571428571,NA,NA,NA,NA
"42",84.156836711137,100,99.8931818181818,90.5,39.4925595238095,NA,NA,NA,NA
"43",84.5710247017083,100,99.9113636363636,90.9066666666667,40.6331547619048,NA,NA,NA,NA
"44",84.7869365264514,100,99.9295454545454,91.1066666666667,41.2567857142857,NA,NA,NA,NA
"45",85.2709979708877,100,99.9159090909091,91.3711111111111,43.1773214285714,NA,NA,NA,NA
"46",85.6084985784064,100,99.9431818181818,91.7133333333333,44.0692857142857,NA,NA,NA,NA
"47",85.8396257077592,99.9962962962963,99.9431818181818,92.0733333333333,44.3445238095238,NA,NA,NA,NA
"48",86.2861288304051,100,99.9704545454545,92.2822222222222,46.2055357142857,NA,NA,NA,NA
"49",86.3796259507667,100,99.9545454545455,92.8333333333333,45.1642857142857,NA,NA,NA,NA
"50",86.8216164248743,100,99.9545454545455,93.0333333333333,47.0321428571429,NA,NA,NA,NA
"51",87.1809740346529,100,99.9772727272727,93.2133333333333,48.5139880952381,NA,NA,NA,NA
"52",87.3499611188063,100,99.9840909090909,93.6577777777778,48.1821428571429,NA,NA,NA,NA
"53",87.3934539865374,100,99.9909090909091,93.7111111111111,48.2722023809524,NA,NA,NA,NA
