"","global","glob_v_com","glob_com","glob_lowfr","glob_rare","reg_rare","loc_com_d1","loc_com_d2","loc_rare"
"1 or more copies",0.829411764705882,0.727272727272727,0.75,0.885714285714286,0.767857142857143,0,0,0,0
"2 or more copies",0.794117647058823,0.704545454545455,0.722222222222222,0.842857142857143,0.696428571428571,0,0,0,0
"3 or more copies",0.782352941176471,0.681818181818182,0.694444444444444,0.814285714285714,0.696428571428571,0,0,0,0
"4 or more copies",0.758823529411765,0.681818181818182,0.652777777777778,0.757142857142857,0.696428571428571,0,0,0,0
"5 or more copies",0.747058823529412,0.681818181818182,0.652777777777778,0.742857142857143,0.696428571428571,0,0,0,0
"6 or more copies",0.717647058823529,0.613636363636364,0.597222222222222,0.714285714285714,0.660714285714286,0,0,0,0
"7 or more copies",0.676470588235294,0.613636363636364,0.583333333333333,0.685714285714286,0.607142857142857,0,0,0,0
"8 or more copies",0.658823529411765,0.613636363636364,0.583333333333333,0.685714285714286,0.553571428571429,0,0,0,0
"9 or more copies",0.652941176470588,0.613636363636364,0.583333333333333,0.685714285714286,0.535714285714286,0,0,0,0
"10 or more copies",0.641176470588235,0.590909090909091,0.569444444444444,0.671428571428571,0.535714285714286,0,0,0,0
