"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",28.8696013289037,64.0588235294118,55.1761904761905,11.175,1.29340659340659,NA,NA,NA,NA
"3",35.3337209302326,75.1647058823529,66.1,17.275,2.43021978021978,NA,NA,NA,NA
"4",39.7111849390919,82.1529411764706,73.2047619047619,22.4666666666667,2.93626373626374,NA,NA,NA,NA
"5",42.6726467331119,86.5176470588235,77.8095238095238,26.1666666666667,3.55714285714286,NA,NA,NA,NA
"6",45.8517165005537,90.0941176470588,82.0476190476191,31.2833333333333,4.59340659340659,NA,NA,NA,NA
"7",47.5896456256921,92.1294117647059,84.1619047619048,33.9666666666667,5.15989010989011,NA,NA,NA,NA
"8",49.6990586932447,94.2176470588235,86.9761904761905,38.125,5.53901098901099,NA,NA,NA,NA
"9",51.3574197120709,95.1294117647059,88.7857142857143,41.925,6.26703296703297,NA,NA,NA,NA
"10",52.8363233665559,96.5235294117647,90.3952380952381,44.55,6.86593406593406,NA,NA,NA,NA
"11",54.0486157253599,97.1294117647059,91.7142857142857,47.275,7.51813186813187,NA,NA,NA,NA
"12",55.3603543743079,97.7764705882353,92.8857142857143,50.4,8.08131868131868,NA,NA,NA,NA
"13",56.7677740863787,98.2352941176471,93.7857142857143,53.7166666666667,9.00659340659341,NA,NA,NA,NA
"14",57.6330564784053,98.635294117647,94.4666666666667,55.2583333333333,9.85714285714286,NA,NA,NA,NA
"15",58.6401993355482,99.0176470588235,95.1571428571428,57.9583333333333,10.1730769230769,NA,NA,NA,NA
"16",59.5656146179402,98.9470588235294,95.6095238095238,60.2416666666667,11.1406593406593,NA,NA,NA,NA
"17",60.3566445182724,99.1470588235294,96.0285714285714,61.925,11.8846153846154,NA,NA,NA,NA
"18",61.2177740863787,99.3411764705882,96.6333333333333,64.1166666666667,12.4153846153846,NA,NA,NA,NA
"19",61.6634551495017,99.4941176470588,96.9285714285714,65.1666666666667,12.6983516483516,NA,NA,NA,NA
"20",62.4568660022148,99.6176470588235,97.4619047619048,67.2416666666667,13.2082417582418,NA,NA,NA,NA
"21",62.931561461794,99.6117647058824,97.6809523809524,68.0833333333333,13.9516483516484,NA,NA,NA,NA
"22",63.6857696566999,99.7823529411765,98.0142857142857,69.5833333333333,14.7774725274725,NA,NA,NA,NA
"23",64.3178294573643,99.8,98.1190476190476,70.7083333333333,15.732967032967,NA,NA,NA,NA
"24",64.6802879291251,99.8352941176471,98.3857142857143,72.3666666666667,15.3785714285714,NA,NA,NA,NA
"25",65.3803986710963,99.8294117647059,98.4380952380952,73.4166666666667,16.6357142857143,NA,NA,NA,NA
"26",65.8595791805094,99.9294117647059,98.6952380952381,74.4583333333333,17.0945054945055,NA,NA,NA,NA
"27",66.7016611295681,99.9294117647059,98.8761904761905,75.9083333333333,18.4368131868132,NA,NA,NA,NA
"28",66.5434108527132,99.9294117647059,98.9714285714286,75.9083333333333,17.9505494505494,NA,NA,NA,NA
"29",66.9881506090808,99.9647058823529,99.0047619047619,77.6083333333333,17.8164835164835,NA,NA,NA,NA
"30",67.5393133997785,99.9764705882353,99.1619047619048,78.675,18.5840659340659,NA,NA,NA,NA
"31",67.9923588039867,99.9705882352941,99.1714285714286,79.325,19.4236263736264,NA,NA,NA,NA
"32",68.23715393134,99.9705882352941,99.4190476190476,80.325,19.3186813186813,NA,NA,NA,NA
"33",68.9020487264673,99.9823529411765,99.3714285714286,81,20.7692307692308,NA,NA,NA,NA
"34",69.1464562569214,99.9823529411765,99.4095238095238,81.3416666666667,21.2241758241758,NA,NA,NA,NA
"35",69.3883167220377,99.9823529411765,99.4428571428572,81.825,21.5554945054945,NA,NA,NA,NA
"36",69.8369324473976,99.9882352941176,99.4952380952381,82.6083333333333,22.2538461538462,NA,NA,NA,NA
