"","global","glob_v_com","glob_com","glob_lowfr","glob_rare","reg_rare","loc_com_d1","loc_com_d2","loc_rare"
"1 or more copies",0.835294117647059,0.727272727272727,0.763888888888889,0.885714285714286,0.785714285714286,0,0,0,0
"2 or more copies",0.805882352941176,0.681818181818182,0.722222222222222,0.857142857142857,0.732142857142857,0,0,0,0
"3 or more copies",0.794117647058823,0.659090909090909,0.694444444444444,0.828571428571429,0.732142857142857,0,0,0,0
"4 or more copies",0.770588235294118,0.659090909090909,0.652777777777778,0.771428571428571,0.732142857142857,0,0,0,0
"5 or more copies",0.758823529411765,0.659090909090909,0.652777777777778,0.757142857142857,0.732142857142857,0,0,0,0
"6 or more copies",0.735294117647059,0.636363636363636,0.625,0.728571428571429,0.678571428571429,0,0,0,0
"7 or more copies",0.688235294117647,0.636363636363636,0.611111111111111,0.714285714285714,0.589285714285714,0,0,0,0
"8 or more copies",0.676470588235294,0.636363636363636,0.611111111111111,0.714285714285714,0.553571428571429,0,0,0,0
"9 or more copies",0.664705882352941,0.636363636363636,0.611111111111111,0.7,0.535714285714286,0,0,0,0
"10 or more copies",0.658823529411765,0.636363636363636,0.611111111111111,0.657142857142857,0.535714285714286,0,0,0,0
