"","global","glob_v_com","glob_com","glob_lowfr","glob_rare","reg_rare","loc_com_d1","loc_com_d2","loc_rare"
"1 or more copies",0.8,0.704545454545455,0.736111111111111,0.885714285714286,0.75,0,0,0,0
"2 or more copies",0.770588235294118,0.659090909090909,0.694444444444444,0.857142857142857,0.696428571428571,0,0,0,0
"3 or more copies",0.758823529411765,0.636363636363636,0.666666666666667,0.828571428571429,0.696428571428571,0,0,0,0
"4 or more copies",0.735294117647059,0.636363636363636,0.625,0.771428571428571,0.696428571428571,0,0,0,0
"5 or more copies",0.723529411764706,0.636363636363636,0.625,0.757142857142857,0.696428571428571,0,0,0,0
"6 or more copies",0.694117647058824,0.613636363636364,0.611111111111111,0.728571428571429,0.625,0,0,0,0
"7 or more copies",0.664705882352941,0.613636363636364,0.597222222222222,0.7,0.571428571428571,0,0,0,0
"8 or more copies",0.652941176470588,0.613636363636364,0.597222222222222,0.7,0.535714285714286,0,0,0,0
"9 or more copies",0.641176470588235,0.613636363636364,0.597222222222222,0.685714285714286,0.517857142857143,0,0,0,0
"10 or more copies",0.629411764705882,0.613636363636364,0.597222222222222,0.642857142857143,0.5,0,0,0,0
