"","global","glob_v_com","glob_com","glob_lowfr","glob_rare","reg_rare","loc_com_d1","loc_com_d2","loc_rare"
"1 or more copies",0.847058823529412,0.75,0.805555555555556,0.885714285714286,0.857142857142857,0,0,0,0
"2 or more copies",0.823529411764706,0.727272727272727,0.763888888888889,0.857142857142857,0.767857142857143,0,0,0,0
"3 or more copies",0.776470588235294,0.659090909090909,0.694444444444444,0.8,0.732142857142857,0,0,0,0
"4 or more copies",0.735294117647059,0.613636363636364,0.625,0.757142857142857,0.714285714285714,0,0,0,0
"5 or more copies",0.717647058823529,0.590909090909091,0.611111111111111,0.742857142857143,0.714285714285714,0,0,0,0
"6 or more copies",0.711764705882353,0.590909090909091,0.611111111111111,0.728571428571429,0.660714285714286,0,0,0,0
"7 or more copies",0.705882352941177,0.590909090909091,0.611111111111111,0.728571428571429,0.642857142857143,0,0,0,0
"8 or more copies",0.694117647058824,0.568181818181818,0.597222222222222,0.714285714285714,0.625,0,0,0,0
"9 or more copies",0.688235294117647,0.568181818181818,0.597222222222222,0.714285714285714,0.571428571428571,0,0,0,0
"10 or more copies",0.670588235294118,0.568181818181818,0.583333333333333,0.671428571428571,0.571428571428571,0,0,0,0
