"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",31.0286306306306,62.578125,53.3024390243902,13.004347826087,1.27,NA,NA,NA,NA
"3",37.9210810810811,74.134375,64.2560975609756,18.8347826086957,1.92026315789474,NA,NA,NA,NA
"4",42.7894954954955,81.55625,71.5243902439024,23.7304347826087,2.67,NA,NA,NA,NA
"5",46.6072252252252,86.36875,76.8292682926829,28.9,3.34078947368421,NA,NA,NA,NA
"6",49.5779459459459,89.7875,80.8756097560976,33.1391304347826,4.135,NA,NA,NA,NA
"7",52.3221621621622,92.53125,84.3048780487805,37.6217391304348,4.88078947368421,NA,NA,NA,NA
"8",54.2998198198198,94.24375,86.6878048780488,41.3086956521739,5.31605263157895,NA,NA,NA,NA
"9",55.8692072072072,95.290625,88.4121951219512,44.3652173913043,6.01131578947368,NA,NA,NA,NA
"10",57.4948828828829,96.33125,89.9878048780488,47.7217391304348,6.58315789473684,NA,NA,NA,NA
"11",58.9706486486486,97.259375,91.590243902439,50.5347826086957,7.39631578947368,NA,NA,NA,NA
"12",60.1533153153153,97.721875,92.5829268292683,53.1217391304348,8.11684210526316,NA,NA,NA,NA
"13",61.2123243243243,98.275,93.4756097560976,55.5434782608696,8.41684210526316,NA,NA,NA,NA
"14",62.4227387387387,98.5375,94.3560975609756,58.4130434782609,9.23605263157895,NA,NA,NA,NA
"15",63.1988108108108,98.95625,95.1682926829268,59.9173913043478,9.74684210526316,NA,NA,NA,NA
"16",64.0134594594595,99.165625,95.8512195121951,61.9260869565217,10.1571052631579,NA,NA,NA,NA
"17",64.9057657657658,99.321875,96.3390243902439,63.9217391304348,10.9576315789474,NA,NA,NA,NA
"18",65.7352432432432,99.459375,96.6073170731707,66.1826086956522,11.2486842105263,NA,NA,NA,NA
"19",66.6646666666667,99.603125,97.3170731707317,67.4565217391304,13.0392105263158,NA,NA,NA,NA
"20",67.0204144144144,99.625,97.3707317073171,69.0086956521739,12.5521052631579,NA,NA,NA,NA
"21",67.6765225225225,99.7375,97.8195121951219,70.7391304347826,12.8434210526316,NA,NA,NA,NA
"22",68.1567027027027,99.759375,98.0317073170732,71.7304347826087,13.4692105263158,NA,NA,NA,NA
"23",68.666,99.8125,98.1853658536585,72.7,14.1797368421053,NA,NA,NA,NA
"24",69.3126486486486,99.875,98.4317073170732,74.3782608695652,14.5731578947368,NA,NA,NA,NA
"25",69.8300540540541,99.840625,98.6073170731707,75.3,15.5102631578947,NA,NA,NA,NA
"26",70.0620900900901,99.9125,98.7024390243902,75.9521739130435,15.5139473684211,NA,NA,NA,NA
"27",70.6915675675676,99.9125,98.9390243902439,77.3173913043478,16.3052631578947,NA,NA,NA,NA
"28",71.1180540540541,99.9375,99.0170731707317,78.1608695652174,16.8934210526316,NA,NA,NA,NA
"29",71.5422882882883,99.953125,99.1219512195122,78.9695652173913,17.5313157894737,NA,NA,NA,NA
"30",72.0447567567568,99.965625,99.2,80.0304347826087,18.175,NA,NA,NA,NA
"31",72.2528108108108,99.978125,99.3512195121951,80.6434782608696,18.2292105263158,NA,NA,NA,NA
"32",72.6812432432432,99.975,99.4365853658537,81.6913043478261,18.6381578947368,NA,NA,NA,NA
"33",72.9462702702703,99.96875,99.409756097561,81.8826086956522,19.42,NA,NA,NA,NA
"34",73.412954954955,99.990625,99.5243902439024,82.4826086956522,20.4452631578947,NA,NA,NA,NA
"35",73.5797297297297,99.98125,99.5853658536585,83.4304347826087,19.9968421052632,NA,NA,NA,NA
"36",74.0369189189189,99.984375,99.6243902439024,84.3826086956522,20.6107894736842,NA,NA,NA,NA
"37",74.3196396396396,99.9875,99.6829268292683,84.8869565217391,21.0863157894737,NA,NA,NA,NA
"38",74.5648108108108,99.996875,99.7414634146341,85.0217391304348,21.8339473684211,NA,NA,NA,NA
"39",75.0491891891892,100,99.7414634146341,85.6434782608696,22.9315789473684,NA,NA,NA,NA
"40",75.237009009009,99.996875,99.7829268292683,86.5260869565217,22.6265789473684,NA,NA,NA,NA
"41",75.3396576576577,99.996875,99.7439024390244,86.4869565217391,23.0560526315789,NA,NA,NA,NA
"42",75.7571531531532,99.996875,99.8,87.104347826087,23.9115789473684,NA,NA,NA,NA
"43",76.2011351351351,99.99375,99.8048780487805,87.8608695652174,24.7110526315789,NA,NA,NA,NA
"44",76.2478918918919,100,99.8463414634146,87.9173913043478,24.8121052631579,NA,NA,NA,NA
"45",76.3944324324324,100,99.8463414634146,88.295652173913,24.9257894736842,NA,NA,NA,NA
"46",76.7463423423423,99.996875,99.880487804878,88.8260869565217,25.64,NA,NA,NA,NA
"47",76.7052252252252,100,99.8731707317073,88.6608695652174,25.6715789473684,NA,NA,NA,NA
"48",77.2773153153153,99.996875,99.9146341463415,89.5086956521739,26.8476315789474,NA,NA,NA,NA
"49",77.4798558558558,100,99.9219512195122,89.9521739130435,27.0931578947368,NA,NA,NA,NA
"50",77.5465405405405,100,99.9073170731707,90.2,27.0571052631579,NA,NA,NA,NA
"51",77.8972072072072,99.996875,99.9243902439024,90.5304347826087,27.9971052631579,NA,NA,NA,NA
"52",77.9305945945946,100,99.9585365853658,90.8913043478261,27.7026315789474,NA,NA,NA,NA
"53",78.0665405405405,100,99.9292682926829,90.6304347826087,28.5113157894737,NA,NA,NA,NA
"54",78.4454054054054,100,99.9682926829268,91.1217391304348,29.3694736842105,NA,NA,NA,NA
"55",78.5505945945946,100,99.9487804878049,91.3130434782609,29.5423684210526,NA,NA,NA,NA
"56",78.7038378378378,100,99.9512195121951,91.6608695652174,29.7165789473684,NA,NA,NA,NA
"57",78.9839279279279,100,99.9634146341463,92.2521739130435,30.0871052631579,NA,NA,NA,NA
"58",79.1427387387387,100,99.9536585365854,92.2652173913043,30.6692105263158,NA,NA,NA,NA
"59",79.3506306306306,100,99.9780487804878,92.8478260869565,30.7765789473684,NA,NA,NA,NA
"60",79.5241981981982,100,99.9707317073171,92.7652173913043,31.5247368421053,NA,NA,NA,NA
"61",79.6426306306306,100,99.9780487804878,93.0739130434783,31.6136842105263,NA,NA,NA,NA
"62",79.8173153153153,100,99.9829268292683,93.2478260869565,32.0676315789474,NA,NA,NA,NA
"63",79.872054054054,100,99.9780487804878,93.2695652173913,32.2486842105263,NA,NA,NA,NA
"64",80.1000720720721,100,99.9804878048781,93.4739130434783,32.8686842105263,NA,NA,NA,NA
"65",80.2267027027027,100,99.9951219512195,93.5739130434783,33.2278947368421,NA,NA,NA,NA
"66",80.4227207207207,100,99.9926829268293,93.9478260869565,33.5328947368421,NA,NA,NA,NA
"67",80.6654414414414,100,99.9926829268293,94.2782608695652,34.0642105263158,NA,NA,NA,NA
"68",81.0120900900901,100,99.9926829268293,94.6217391304348,34.9684210526316,NA,NA,NA,NA
"69",81.0775135135135,100,99.9829268292683,94.6913043478261,35.1339473684211,NA,NA,NA,NA
"70",80.954972972973,100,99.9975609756098,94.2826086956522,35.146052631579,NA,NA,NA,NA
"71",81.0921261261261,100,99.990243902439,94.7565217391304,35.1139473684211,NA,NA,NA,NA
"72",81.4362342342342,100,99.990243902439,94.9521739130435,36.1807894736842,NA,NA,NA,NA
"73",81.3974594594595,100,99.9951219512195,94.7,36.3242105263158,NA,NA,NA,NA
"74",81.7775315315315,100,99.9951219512195,95.3782608695652,36.97,NA,NA,NA,NA
"75",81.7295135135135,100,99.9829268292683,95.2173913043478,36.9742105263158,NA,NA,NA,NA
"76",82.0617297297297,100,99.9951219512195,95.3782608695652,38.0371052631579,NA,NA,NA,NA
"77",82.1256576576577,100,100,95.8173913043478,37.7715789473684,NA,NA,NA,NA
"78",81.9843603603604,100,100,95.5347826086957,37.5663157894737,NA,NA,NA,NA
"79",82.3403963963964,100,99.9951219512195,95.8173913043478,38.5773684210526,NA,NA,NA,NA
"80",82.3283783783784,100,99.9926829268293,95.9,38.4365789473684,NA,NA,NA,NA
"81",82.3641801801802,100,99.9926829268293,96.1434782608696,38.2902631578947,NA,NA,NA,NA
"82",82.6456756756757,100,99.9975609756098,96.1,39.3957894736842,NA,NA,NA,NA
"83",82.6603603603604,100,100,96.1086956521739,39.4410526315789,NA,NA,NA,NA
"84",82.8350810810811,100,100,96.5130434782609,39.6315789473684,NA,NA,NA,NA
"85",83.0483243243243,100,100,96.4521739130435,40.5007894736842,NA,NA,NA,NA
"86",83.2603603603604,100,100,96.7217391304348,40.9865789473684,NA,NA,NA,NA
"87",83.218990990991,100,100,96.5826086956522,40.9913157894737,NA,NA,NA,NA
"88",83.3415315315315,100,99.9975609756098,96.5173913043478,41.5244736842105,NA,NA,NA,NA
"89",83.2388108108108,100,99.9951219512195,96.5826086956522,41.0636842105263,NA,NA,NA,NA
"90",83.3924144144144,100,99.9975609756098,96.8391304347826,41.3473684210526,NA,NA,NA,NA
"91",83.7575315315315,100,100,96.9434782608696,42.5944736842105,NA,NA,NA,NA
"92",83.6215855855856,100,100,97.0478260869565,41.965,NA,NA,NA,NA
"93",83.8763783783784,100,100,97.1521739130435,42.8028947368421,NA,NA,NA,NA
"94",83.9763243243243,100,100,97.2217391304348,43.0968421052632,NA,NA,NA,NA
"95",84.0404324324324,100,100,97.3217391304348,43.2218421052632,NA,NA,NA,NA
"96",84.1044504504505,100,100,97.3391304347826,43.4426315789474,NA,NA,NA,NA
"97",84.1989189189189,100,100,97.4347826086957,43.685,NA,NA,NA,NA
"98",84.3111891891892,100,99.9975609756098,97.4434782608696,44.0984210526316,NA,NA,NA,NA
"99",84.3897297297297,100,100,97.4434782608696,44.3918421052632,NA,NA,NA,NA
"100",84.6178018018018,100,100,97.5869565217391,45.0828947368421,NA,NA,NA,NA
"101",84.678990990991,100,100,97.7652173913043,45.1060526315789,NA,NA,NA,NA
"102",84.6643783783784,100,100,97.704347826087,45.1218421052632,NA,NA,NA,NA
"103",84.6831531531532,100,100,97.8130434782609,45.0681578947368,NA,NA,NA,NA
"104",84.9763423423423,100,100,97.8391304347826,46.1357894736842,NA,NA,NA,NA
"105",85.0883783783784,100,100,98.0086956521739,46.3613157894737,NA,NA,NA,NA
"106",85.0951171171171,100,100,98.1434782608696,46.2328947368421,NA,NA,NA,NA
"107",85.1297657657658,100,100,98.0782608695652,46.4373684210526,NA,NA,NA,NA
"108",85.3538738738739,100,100,98.0391304347826,47.3239473684211,NA,NA,NA,NA
"109",85.3898738738739,100,100,98.1869565217391,47.2884210526316,NA,NA,NA,NA
"110",85.5098198198198,100,100,98.3217391304348,47.5834210526316,NA,NA,NA,NA
"111",85.6017657657658,100,100,98.295652173913,47.9571052631579,NA,NA,NA,NA
"112",85.6498918918919,100,100,98.3217391304348,48.1092105263158,NA,NA,NA,NA
"113",85.7444144144144,100,100,98.3304347826087,48.4521052631579,NA,NA,NA,NA
"114",85.7363783783784,100,100,98.3869565217391,48.3576315789474,NA,NA,NA,NA
"115",85.8403783783784,100,100,98.4347826086956,48.6913157894737,NA,NA,NA,NA
"116",85.9803783783784,100,100,98.4913043478261,49.1513157894737,NA,NA,NA,NA
